"MTurkCode","listNum","goal","goalType","variable","rating","timeStamp","terminate_time"
"A1VRG5HKZC0H0C",5,2,"short-term","satisfaction_base","2","baseline",NA
"A1VRG5HKZC0H0C",5,3,"short-term","satisfaction_base","8","baseline",NA
"A1VRG5HKZC0H0C",5,4,"recurrance","satisfaction_base","8","baseline",NA
"A1VRG5HKZC0H0C",5,5,"recurrance","satisfaction_base","8","baseline",NA
"A1W7I6FN183I8F",5,1,"recurrance","satisfaction_base","3","baseline",NA
"A1W7I6FN183I8F",5,2,"recurrance","satisfaction_base","1","baseline",NA
"A1W7I6FN183I8F",5,3,"short-term","satisfaction_base","1","baseline",NA
"A1W7I6FN183I8F",5,4,"recurrance","satisfaction_base","2","baseline",NA
"A1W7I6FN183I8F",5,5,"recurrance","satisfaction_base","2","baseline",NA
"A1W850QN9RK019",5,1,"long-term","satisfaction_base","6","baseline",NA
"A1W850QN9RK019",5,2,"short-term","satisfaction_base","3","baseline",NA
"A1W850QN9RK019",5,3,"long-term","satisfaction_base","5","baseline",NA
"A1W850QN9RK019",5,4,"short-term","satisfaction_base","6","baseline",NA
"A1W850QN9RK019",5,5,"recurrance","satisfaction_base","6","baseline",NA
"A1WJYF201K77BI",5,1,"recurrance","satisfaction_base","8","baseline",NA
"A1WJYF201K77BI",5,2,"recurrance","satisfaction_base","1","baseline",NA
"A1WJYF201K77BI",5,3,"recurrance","satisfaction_base","1","baseline",NA
"A1WJYF201K77BI",5,4,"recurrance","satisfaction_base","2","baseline",NA
"A1WJYF201K77BI",5,5,"recurrance","satisfaction_base","5","baseline",NA
"A1WQACYPLESVGL",5,1,"short-term","satisfaction_base","2","baseline",NA
"A1WQACYPLESVGL",5,2,"short-term","satisfaction_base","2","baseline",NA
"A1WQACYPLESVGL",5,3,"recurrance","satisfaction_base","1","baseline",NA
"A1WQACYPLESVGL",5,4,"recurrance","satisfaction_base","2","baseline",NA
"A1WQACYPLESVGL",5,5,"short-term","satisfaction_base","2","baseline",NA
"A1WS9UHL45VZ0X",3,1,"short-term","satisfaction_base","1","baseline",NA
"A1WS9UHL45VZ0X",3,2,"recurrance","satisfaction_base","5","baseline",NA
"A1WS9UHL45VZ0X",3,3,"recurrance","satisfaction_base","2","baseline",NA
"A1WZY0K6IE3ASG",5,1,"recurrance","satisfaction_base","8","baseline",NA
"A1WZY0K6IE3ASG",5,2,"recurrance","satisfaction_base","2","baseline",NA
"A1WZY0K6IE3ASG",5,3,"recurrance","satisfaction_base","6","baseline",NA
"A1WZY0K6IE3ASG",5,4,"recurrance","satisfaction_base","8","baseline",NA
"A1WZY0K6IE3ASG",5,5,"recurrance","satisfaction_base","7","baseline",NA
"A1X388C6SDCDEY",4,1,"recurrance","satisfaction_base","2","baseline",NA
"A1X388C6SDCDEY",4,2,"recurrance","satisfaction_base","1","baseline",NA
"A1X388C6SDCDEY",4,3,"recurrance","satisfaction_base","2","baseline",NA
"A1X388C6SDCDEY",4,4,"recurrance","satisfaction_base","1","baseline",NA
"A1XRWOK00HK1J4",4,1,"recurrance","satisfaction_base","2","baseline",NA
"A1XRWOK00HK1J4",4,2,"recurrance","satisfaction_base","6","baseline",NA
"A1XRWOK00HK1J4",4,3,"recurrance","satisfaction_base","6","baseline",NA
"A1XRWOK00HK1J4",4,4,"recurrance","satisfaction_base","8","baseline",NA
"A1XUZFDVKP95VC",2,1,"long-term","satisfaction_base","3","baseline",NA
"A1XUZFDVKP95VC",2,2,"short-term","satisfaction_base","5","baseline",NA
"A1YPOIURXB6ESR",4,1,"short-term","satisfaction_base","2","baseline",NA
"A1YPOIURXB6ESR",4,2,"recurrance","satisfaction_base","2","baseline",NA
"A1YPOIURXB6ESR",4,3,"short-term","satisfaction_base","2","baseline",NA
"A1YPOIURXB6ESR",4,4,"short-term","satisfaction_base","2","baseline",NA
"A1Z2ZGPJRGG0G3",3,1,"recurrance","satisfaction_base","6","baseline",NA
"A1Z2ZGPJRGG0G3",3,2,"recurrance","satisfaction_base","5","baseline",NA
"A1Z2ZGPJRGG0G3",3,3,"short-term","satisfaction_base","5","baseline",NA
"A1ZT0TLZZTT47M",5,1,"recurrance","satisfaction_base","5","baseline",NA
"A1ZT0TLZZTT47M",5,2,"recurrance","satisfaction_base","5","baseline",NA
"A1ZT0TLZZTT47M",5,3,"short-term","satisfaction_base","6","baseline",NA
"A1ZT0TLZZTT47M",5,4,"recurrance","satisfaction_base","2","baseline",NA
"A1ZT0TLZZTT47M",5,5,"recurrance","satisfaction_base","5","baseline",NA
"A1ZT30BGR3266K",2,1,"recurrance","satisfaction_base","5","baseline",NA
"A1ZT30BGR3266K",2,2,"recurrance","satisfaction_base","5","baseline",NA
"A207IHY6GERCFO",3,1,"recurrance","satisfaction_base","6","baseline",NA
"A207IHY6GERCFO",3,2,"short-term","satisfaction_base","2","baseline",NA
"A207IHY6GERCFO",3,3,"recurrance","satisfaction_base","3","baseline",NA
"A2196WCNDZULFS",3,1,"long-term","satisfaction_base","5","baseline",NA
"A2196WCNDZULFS",3,2,"long-term","satisfaction_base","1","baseline",NA
"A2196WCNDZULFS",3,3,"long-term","satisfaction_base","5","baseline",NA
"A21BXRUD15TQL8",3,1,"long-term","satisfaction_base","2","baseline",NA
"A21BXRUD15TQL8",3,2,"short-term","satisfaction_base","8","baseline",NA
"A21BXRUD15TQL8",3,3,"recurrance","satisfaction_base","3","baseline",NA
"A21ZYTE6WOKUA",4,1,"long-term","satisfaction_base","7","baseline",NA
"A21ZYTE6WOKUA",4,2,"long-term","satisfaction_base","5","baseline",NA
"A21ZYTE6WOKUA",4,3,"long-term","satisfaction_base","8","baseline",NA
"A21ZYTE6WOKUA",4,4,"short-term","satisfaction_base","7","baseline",NA
"A225BMTMXUR5F4",5,1,"short-term","satisfaction_base","6","baseline",NA
"A225BMTMXUR5F4",5,2,"recurrance","satisfaction_base","8","baseline",NA
"A225BMTMXUR5F4",5,3,"long-term","satisfaction_base","1","baseline",NA
"A225BMTMXUR5F4",5,4,"recurrance","satisfaction_base","5","baseline",NA
"A225BMTMXUR5F4",5,5,"recurrance","satisfaction_base","6","baseline",NA
"A22DDO8NILSX6O",4,1,"recurrance","satisfaction_base","8","baseline",NA
"A22DDO8NILSX6O",4,2,"recurrance","satisfaction_base","2","baseline",NA
"A22DDO8NILSX6O",4,3,"recurrance","satisfaction_base","8","baseline",NA
"A22DDO8NILSX6O",4,4,"recurrance","satisfaction_base","2","baseline",NA
"A22SZHZTF72TRM",4,1,"short-term","satisfaction_base","5","baseline",NA
"A22SZHZTF72TRM",4,2,"short-term","satisfaction_base","8","baseline",NA
"A22SZHZTF72TRM",4,3,"recurrance","satisfaction_base","3","baseline",NA
"A22SZHZTF72TRM",4,4,"recurrance","satisfaction_base","3","baseline",NA
"A248PLZABUKB62",5,1,"short-term","satisfaction_base","6","baseline",NA
"A248PLZABUKB62",5,2,"short-term","satisfaction_base","6","baseline",NA
"A248PLZABUKB62",5,3,"short-term","satisfaction_base","6","baseline",NA
"A248PLZABUKB62",5,4,"short-term","satisfaction_base","7","baseline",NA
"A248PLZABUKB62",5,5,"short-term","satisfaction_base","7","baseline",NA
"A255RBA8P0K0XV",5,1,"recurrance","satisfaction_base","6","baseline",NA
"A255RBA8P0K0XV",5,2,"long-term","satisfaction_base","6","baseline",NA
"A255RBA8P0K0XV",5,3,"recurrance","satisfaction_base","5","baseline",NA
"A255RBA8P0K0XV",5,4,"recurrance","satisfaction_base","5","baseline",NA
"A255RBA8P0K0XV",5,5,"long-term","satisfaction_base","6","baseline",NA
"A2615YW1YERQBO",3,1,"long-term","satisfaction_base","5","baseline",NA
"A2615YW1YERQBO",3,2,"long-term","satisfaction_base","3","baseline",NA
"A2615YW1YERQBO",3,3,"long-term","satisfaction_base","3","baseline",NA
"A26NGLGGFTATVN",2,1,"recurrance","satisfaction_base","7","baseline",NA
"A26NGLGGFTATVN",2,2,"recurrance","satisfaction_base","5","baseline",NA
"A26UAJWMMNN351",3,1,"short-term","satisfaction_base","7","baseline",NA
"A26UAJWMMNN351",3,2,"long-term","satisfaction_base","5","baseline",NA
"A26UAJWMMNN351",3,3,"short-term","satisfaction_base","7","baseline",NA
"A27INSDNTACWAM",4,1,"recurrance","satisfaction_base","1","baseline",NA
"A27INSDNTACWAM",4,2,"recurrance","satisfaction_base","1","baseline",NA
"A27INSDNTACWAM",4,3,"long-term","satisfaction_base","1","baseline",NA
"A27INSDNTACWAM",4,4,"long-term","satisfaction_base","1","baseline",NA
"A286W816CMIZL9",3,1,"long-term","satisfaction_base","1","baseline",NA
"A286W816CMIZL9",3,2,"recurrance","satisfaction_base","3","baseline",NA
"A286W816CMIZL9",3,3,"recurrance","satisfaction_base","2","baseline",NA
"A28J7H4TH29DC3",3,1,"short-term","satisfaction_base","3","baseline",NA
"A28J7H4TH29DC3",3,2,"recurrance","satisfaction_base","3","baseline",NA
"A28J7H4TH29DC3",3,3,"recurrance","satisfaction_base","1","baseline",NA
"A2ASTDMWBCFIP0",2,1,"short-term","satisfaction_base","8","baseline",NA
"A2ASTDMWBCFIP0",2,2,"short-term","satisfaction_base","7","baseline",NA
"A2AT6TSPPCR106",4,1,"recurrance","satisfaction_base","2","baseline",NA
"A2AT6TSPPCR106",4,2,"recurrance","satisfaction_base","1","baseline",NA
"A2AT6TSPPCR106",4,3,"long-term","satisfaction_base","5","baseline",NA
"A2AT6TSPPCR106",4,4,"recurrance","satisfaction_base","5","baseline",NA
"A2AZYU1CT24O0K",5,1,"short-term","satisfaction_base","1","baseline",NA
"A2AZYU1CT24O0K",5,2,"recurrance","satisfaction_base","6","baseline",NA
"A2AZYU1CT24O0K",5,3,"recurrance","satisfaction_base","5","baseline",NA
"A2AZYU1CT24O0K",5,4,"long-term","satisfaction_base","1","baseline",NA
"A2AZYU1CT24O0K",5,5,"recurrance","satisfaction_base","2","baseline",NA
"A2B0FLA55RH047",4,1,"long-term","satisfaction_base","3","baseline",NA
"A2B0FLA55RH047",4,2,"recurrance","satisfaction_base","3","baseline",NA
"A2B0FLA55RH047",4,3,"short-term","satisfaction_base","5","baseline",NA
"A2B0FLA55RH047",4,4,"recurrance","satisfaction_base","6","baseline",NA
"A2BEBDMQ7SI4IY",5,1,"short-term","satisfaction_base","5","baseline",NA
"A2BEBDMQ7SI4IY",5,2,"short-term","satisfaction_base","5","baseline",NA
"A2BEBDMQ7SI4IY",5,3,"recurrance","satisfaction_base","6","baseline",NA
"A2BEBDMQ7SI4IY",5,4,"long-term","satisfaction_base","6","baseline",NA
"A2BEBDMQ7SI4IY",5,5,"short-term","satisfaction_base","6","baseline",NA
"A2BJTPZLXIGO8D",3,1,"recurrance","satisfaction_base","7","baseline",NA
"A2BJTPZLXIGO8D",3,2,"recurrance","satisfaction_base","2","baseline",NA
"A2BJTPZLXIGO8D",3,3,"recurrance","satisfaction_base","2","baseline",NA
"A2CP6MLJVJYBO7",2,1,"recurrance","satisfaction_base","8","baseline",NA
"A2CP6MLJVJYBO7",2,2,"recurrance","satisfaction_base","2","baseline",NA
"A2CYMT8T33U6EE",5,1,"recurrance","satisfaction_base","2","baseline",NA
"A2CYMT8T33U6EE",5,2,"recurrance","satisfaction_base","2","baseline",NA
"A2CYMT8T33U6EE",5,3,"recurrance","satisfaction_base","6","baseline",NA
"A2CYMT8T33U6EE",5,4,"recurrance","satisfaction_base","5","baseline",NA
"A2CYMT8T33U6EE",5,5,"recurrance","satisfaction_base","3","baseline",NA
"A2DVV59R1CQU6T",3,1,"long-term","satisfaction_base","8","baseline",NA
"A2DVV59R1CQU6T",3,2,"recurrance","satisfaction_base","7","baseline",NA
"A2DVV59R1CQU6T",3,3,"recurrance","satisfaction_base","2","baseline",NA
"A2EK1HDV4I4GSK",2,1,"long-term","satisfaction_base","5","baseline",NA
"A2EK1HDV4I4GSK",2,2,"long-term","satisfaction_base","6","baseline",NA
"A2EMTSJS47K8SU",3,1,"long-term","satisfaction_base","8","baseline",NA
"A2EMTSJS47K8SU",3,2,"recurrance","satisfaction_base","5","baseline",NA
"A2EMTSJS47K8SU",3,3,"short-term","satisfaction_base","8","baseline",NA
"A2ESBX4C2Q6TQY",5,1,"short-term","satisfaction_base","8","baseline",NA
"A2ESBX4C2Q6TQY",5,2,"long-term","satisfaction_base","1","baseline",NA
"A2ESBX4C2Q6TQY",5,3,"long-term","satisfaction_base","1","baseline",NA
"A2ESBX4C2Q6TQY",5,4,"long-term","satisfaction_base","2","baseline",NA
"A2ESBX4C2Q6TQY",5,5,"recurrance","satisfaction_base","1","baseline",NA
"A2F5QCUTZU7KF7",3,1,"recurrance","satisfaction_base","7","baseline",NA
"A2F5QCUTZU7KF7",3,2,"long-term","satisfaction_base","5","baseline",NA
"A2F5QCUTZU7KF7",3,3,"recurrance","satisfaction_base","7","baseline",NA
"A2FP41BSPG0Y4A",5,1,"recurrance","satisfaction_base","1","baseline",NA
"A2FP41BSPG0Y4A",5,2,"recurrance","satisfaction_base","8","baseline",NA
"A2FP41BSPG0Y4A",5,3,"long-term","satisfaction_base","5","baseline",NA
"A2FP41BSPG0Y4A",5,4,"recurrance","satisfaction_base","8","baseline",NA
"A2FP41BSPG0Y4A",5,5,"short-term","satisfaction_base","7","baseline",NA
"A2GTBBZA2M82NR",4,1,"recurrance","satisfaction_base","1","baseline",NA
"A2GTBBZA2M82NR",4,2,"short-term","satisfaction_base","2","baseline",NA
"A2GTBBZA2M82NR",4,3,"recurrance","satisfaction_base","1","baseline",NA
"A2GTBBZA2M82NR",4,4,"recurrance","satisfaction_base","1","baseline",NA
"A2H0VR477QHYO7",4,1,"long-term","satisfaction_base","6","baseline",NA
"A2H0VR477QHYO7",4,2,"long-term","satisfaction_base","1","baseline",NA
"A2H0VR477QHYO7",4,3,"long-term","satisfaction_base","3","baseline",NA
"A2H0VR477QHYO7",4,4,"long-term","satisfaction_base","3","baseline",NA
"A2H6Q22X1V1FTX",3,1,"short-term","satisfaction_base","8","baseline",NA
"A2H6Q22X1V1FTX",3,2,"long-term","satisfaction_base","2","baseline",NA
"A2H6Q22X1V1FTX",3,3,"short-term","satisfaction_base","1","baseline",NA
"A2H92K2776A1IC",4,1,"short-term","satisfaction_base","5","baseline",NA
"A2H92K2776A1IC",4,2,"short-term","satisfaction_base","7","baseline",NA
"A2H92K2776A1IC",4,3,"short-term","satisfaction_base","5","baseline",NA
"A2H92K2776A1IC",4,4,"short-term","satisfaction_base","5","baseline",NA
"A2HJYX70UQW9XR",5,1,"short-term","satisfaction_base","1","baseline",NA
"A2HJYX70UQW9XR",5,2,"recurrance","satisfaction_base","3","baseline",NA
"A2HJYX70UQW9XR",5,3,"long-term","satisfaction_base","1","baseline",NA
"A2HJYX70UQW9XR",5,4,"recurrance","satisfaction_base","8","baseline",NA
"A2HJYX70UQW9XR",5,5,"recurrance","satisfaction_base","2","baseline",NA
"A2HQMB1GSEADL",5,1,"short-term","satisfaction_base","8","baseline",NA
"A2HQMB1GSEADL",5,2,"recurrance","satisfaction_base","8","baseline",NA
"A2HQMB1GSEADL",5,3,"short-term","satisfaction_base","5","baseline",NA
"A2HQMB1GSEADL",5,4,"recurrance","satisfaction_base","1","baseline",NA
"A2HQMB1GSEADL",5,5,"recurrance","satisfaction_base","6","baseline",NA
"A2IJEKMVEHQ90W",5,1,"recurrance","satisfaction_base","7","baseline",NA
"A2IJEKMVEHQ90W",5,2,"long-term","satisfaction_base","1","baseline",NA
"A2IJEKMVEHQ90W",5,3,"recurrance","satisfaction_base","1","baseline",NA
"A2IJEKMVEHQ90W",5,4,"recurrance","satisfaction_base","7","baseline",NA
"A2IJEKMVEHQ90W",5,5,"long-term","satisfaction_base","2","baseline",NA
"A2KOR4003SVNC5",3,1,"short-term","satisfaction_base","1","baseline",NA
"A2KOR4003SVNC5",3,2,"long-term","satisfaction_base","5","baseline",NA
"A2KOR4003SVNC5",3,3,"long-term","satisfaction_base","5","baseline",NA
"A2LT6KC1X51FVW",2,1,"recurrance","satisfaction_base","1","baseline",NA
"A2LT6KC1X51FVW",2,2,"recurrance","satisfaction_base","1","baseline",NA
"A2LU3430Q972IN",3,1,"short-term","satisfaction_base","5","baseline",NA
"A2LU3430Q972IN",3,2,"short-term","satisfaction_base","8","baseline",NA
"A2LU3430Q972IN",3,3,"short-term","satisfaction_base","8","baseline",NA
"A2NAKIXS3DVGAA",1,1,"recurrance","satisfaction_base","7","baseline",NA
"A2NHFSO7GMM8QR",2,1,"long-term","satisfaction_base","7","baseline",NA
"A2NHFSO7GMM8QR",2,2,"recurrance","satisfaction_base","7","baseline",NA
"A2O2Q0LVWOWJ1G",4,1,"long-term","satisfaction_base","5","baseline",NA
"A2O2Q0LVWOWJ1G",4,2,"short-term","satisfaction_base","1","baseline",NA
"A2O2Q0LVWOWJ1G",4,3,"short-term","satisfaction_base","1","baseline",NA
"A2O2Q0LVWOWJ1G",4,4,"short-term","satisfaction_base","3","baseline",NA
"A2PE32I58ANCDD",2,1,"recurrance","satisfaction_base","2","baseline",NA
"A2PE32I58ANCDD",2,2,"recurrance","satisfaction_base","3","baseline",NA
"A2R75YFKVALBXE",5,1,"long-term","satisfaction_base","5","baseline",NA
"A2R75YFKVALBXE",5,2,"long-term","satisfaction_base","7","baseline",NA
"A2R75YFKVALBXE",5,3,"long-term","satisfaction_base","5","baseline",NA
"A2R75YFKVALBXE",5,4,"recurrance","satisfaction_base","6","baseline",NA
"A2R75YFKVALBXE",5,5,"long-term","satisfaction_base","5","baseline",NA
"A2R9OK4M877ZCC",3,1,"short-term","satisfaction_base","1","baseline",NA
"A2R9OK4M877ZCC",3,2,"recurrance","satisfaction_base","1","baseline",NA
"A2R9OK4M877ZCC",3,3,"recurrance","satisfaction_base","7","baseline",NA
"A2RMJNF6IPI42F",5,1,"long-term","satisfaction_base","1","baseline",NA
"A2RMJNF6IPI42F",5,2,"long-term","satisfaction_base","2","baseline",NA
"A2RMJNF6IPI42F",5,3,"long-term","satisfaction_base","1","baseline",NA
"A2RMJNF6IPI42F",5,4,"long-term","satisfaction_base","2","baseline",NA
"A2RMJNF6IPI42F",5,5,"long-term","satisfaction_base","1","baseline",NA
"A2SFFO79KSG5VA",5,1,"short-term","satisfaction_base","5","baseline",NA
"A2SFFO79KSG5VA",5,2,"recurrance","satisfaction_base","6","baseline",NA
"A2SFFO79KSG5VA",5,3,"recurrance","satisfaction_base","2","baseline",NA
"A2SFFO79KSG5VA",5,4,"recurrance","satisfaction_base","2","baseline",NA
"A2SFFO79KSG5VA",5,5,"long-term","satisfaction_base","3","baseline",NA
"A2SKOPFTRTNFUY",4,1,"short-term","satisfaction_base","8","baseline",NA
"A2SKOPFTRTNFUY",4,2,"recurrance","satisfaction_base","5","baseline",NA
"A2SKOPFTRTNFUY",4,3,"recurrance","satisfaction_base","5","baseline",NA
"A2SKOPFTRTNFUY",4,4,"recurrance","satisfaction_base","8","baseline",NA
"A2TLN8489YGY81",1,1,"recurrance","satisfaction_base","1","baseline",NA
"A2VGEE0ZIZ8CBQ",3,1,"recurrance","satisfaction_base","8","baseline",NA
"A2VGEE0ZIZ8CBQ",3,2,"recurrance","satisfaction_base","6","baseline",NA
"A2VGEE0ZIZ8CBQ",3,3,"recurrance","satisfaction_base","8","baseline",NA
"A2VGFS03KCCR1Q",2,1,"short-term","satisfaction_base","1","baseline",NA
"A2VGFS03KCCR1Q",2,2,"recurrance","satisfaction_base","2","baseline",NA
"A2VNSNAN1LZBAM",3,1,"long-term","satisfaction_base","5","baseline",NA
"A2VNSNAN1LZBAM",3,2,"long-term","satisfaction_base","2","baseline",NA
"A2VNSNAN1LZBAM",3,3,"short-term","satisfaction_base","5","baseline",NA
"A2W0G89O7E9EFO",5,1,"long-term","satisfaction_base","5","baseline",NA
"A2W0G89O7E9EFO",5,2,"short-term","satisfaction_base","6","baseline",NA
"A2W0G89O7E9EFO",5,3,"long-term","satisfaction_base","5","baseline",NA
"A2W0G89O7E9EFO",5,4,"long-term","satisfaction_base","5","baseline",NA
"A2W0G89O7E9EFO",5,5,"long-term","satisfaction_base","3","baseline",NA
"A2WJMGV0HKQG3Z",3,1,"recurrance","satisfaction_base","7","baseline",NA
"A2WJMGV0HKQG3Z",3,2,"long-term","satisfaction_base","5","baseline",NA
"A2WJMGV0HKQG3Z",3,3,"recurrance","satisfaction_base","7","baseline",NA
"A2WZ8ZEB00LYF7",2,1,"long-term","satisfaction_base","6","baseline",NA
"A2WZ8ZEB00LYF7",2,2,"short-term","satisfaction_base","8","baseline",NA
"A2X3FSFHV5GHJU",3,1,"long-term","satisfaction_base","5","baseline",NA
"A2X3FSFHV5GHJU",3,2,"recurrance","satisfaction_base","1","baseline",NA
"A2X3FSFHV5GHJU",3,3,"long-term","satisfaction_base","1","baseline",NA
"A2Y0WNHMT4PZ4C",3,1,"long-term","satisfaction_base","8","baseline",NA
"A2Y0WNHMT4PZ4C",3,2,"recurrance","satisfaction_base","8","baseline",NA
"A2Y0WNHMT4PZ4C",3,3,"long-term","satisfaction_base","8","baseline",NA
"A2YVAWO75X8R78",5,1,"long-term","satisfaction_base","1","baseline",NA
"A2YVAWO75X8R78",5,2,"recurrance","satisfaction_base","3","baseline",NA
"A2YVAWO75X8R78",5,3,"recurrance","satisfaction_base","8","baseline",NA
"A2YVAWO75X8R78",5,4,"recurrance","satisfaction_base","1","baseline",NA
"A2YVAWO75X8R78",5,5,"recurrance","satisfaction_base","1","baseline",NA
"A2ZGAH6NOSU2PO",5,1,"recurrance","satisfaction_base","8","baseline",NA
"A2ZGAH6NOSU2PO",5,2,"short-term","satisfaction_base","7","baseline",NA
"A2ZGAH6NOSU2PO",5,3,"long-term","satisfaction_base","1","baseline",NA
"A2ZGAH6NOSU2PO",5,4,"short-term","satisfaction_base","1","baseline",NA
"A2ZGAH6NOSU2PO",5,5,"short-term","satisfaction_base","8","baseline",NA
"A302KOFOYLD89A",3,1,"long-term","satisfaction_base","1","baseline",NA
"A302KOFOYLD89A",3,2,"recurrance","satisfaction_base","3","baseline",NA
"A302KOFOYLD89A",3,3,"recurrance","satisfaction_base","6","baseline",NA
"A30FIPRPFQRBO6",3,1,"recurrance","satisfaction_base","3","baseline",NA
"A30FIPRPFQRBO6",3,2,"recurrance","satisfaction_base","1","baseline",NA
"A30FIPRPFQRBO6",3,3,"long-term","satisfaction_base","8","baseline",NA
"A30HUZHJBOX1LK",2,1,"recurrance","satisfaction_base","5","baseline",NA
"A30HUZHJBOX1LK",2,2,"recurrance","satisfaction_base","5","baseline",NA
"A314XJY8V1YL12",4,1,"long-term","satisfaction_base","1","baseline",NA
"A314XJY8V1YL12",4,2,"long-term","satisfaction_base","2","baseline",NA
"A314XJY8V1YL12",4,3,"recurrance","satisfaction_base","1","baseline",NA
"A314XJY8V1YL12",4,4,"recurrance","satisfaction_base","8","baseline",NA
"A321WQIFK10UV3",3,1,"long-term","satisfaction_base","6","baseline",NA
"A321WQIFK10UV3",3,2,"recurrance","satisfaction_base","1","baseline",NA
"A321WQIFK10UV3",3,3,"short-term","satisfaction_base","5","baseline",NA
"A33RI08QRVG5Q0",5,1,"recurrance","satisfaction_base","3","baseline",NA
"A33RI08QRVG5Q0",5,2,"recurrance","satisfaction_base","3","baseline",NA
"A33RI08QRVG5Q0",5,3,"recurrance","satisfaction_base","3","baseline",NA
"A33RI08QRVG5Q0",5,4,"recurrance","satisfaction_base","3","baseline",NA
"A33RI08QRVG5Q0",5,5,"recurrance","satisfaction_base","8","baseline",NA
"A34VLM2UC0JY11",2,1,"short-term","satisfaction_base","1","baseline",NA
"A34VLM2UC0JY11",2,2,"long-term","satisfaction_base","1","baseline",NA
"A350SLJRMBIFM4",4,1,"long-term","satisfaction_base","6","baseline",NA
"A350SLJRMBIFM4",4,2,"long-term","satisfaction_base","2","baseline",NA
"A350SLJRMBIFM4",4,3,"short-term","satisfaction_base","8","baseline",NA
"A350SLJRMBIFM4",4,4,"recurrance","satisfaction_base","5","baseline",NA
"A351LMMMFYPM7U",5,1,"recurrance","satisfaction_base","5","baseline",NA
"A351LMMMFYPM7U",5,2,"short-term","satisfaction_base","8","baseline",NA
"A351LMMMFYPM7U",5,3,"long-term","satisfaction_base","3","baseline",NA
"A351LMMMFYPM7U",5,4,"long-term","satisfaction_base","8","baseline",NA
"A351LMMMFYPM7U",5,5,"long-term","satisfaction_base","8","baseline",NA
"A36ZURENFWTYOZ",5,1,"long-term","satisfaction_base","5","baseline",NA
"A36ZURENFWTYOZ",5,2,"long-term","satisfaction_base","2","baseline",NA
"A36ZURENFWTYOZ",5,3,"short-term","satisfaction_base","5","baseline",NA
"A36ZURENFWTYOZ",5,4,"recurrance","satisfaction_base","3","baseline",NA
"A36ZURENFWTYOZ",5,5,"short-term","satisfaction_base","3","baseline",NA
"A37PUSY6CJ7TQ0",5,1,"short-term","satisfaction_base","8","baseline",NA
"A37PUSY6CJ7TQ0",5,2,"long-term","satisfaction_base","3","baseline",NA
"A37PUSY6CJ7TQ0",5,3,"short-term","satisfaction_base","6","baseline",NA
"A37PUSY6CJ7TQ0",5,4,"short-term","satisfaction_base","5","baseline",NA
"A37PUSY6CJ7TQ0",5,5,"long-term","satisfaction_base","5","baseline",NA
"A38BO0BRCQX6OV",3,1,"long-term","satisfaction_base","1","baseline",NA
"A38BO0BRCQX6OV",3,2,"long-term","satisfaction_base","5","baseline",NA
"A38BO0BRCQX6OV",3,3,"recurrance","satisfaction_base","8","baseline",NA
"A38DHLB88V8DL8",4,1,"recurrance","satisfaction_base","2","baseline",NA
"A38DHLB88V8DL8",4,2,"short-term","satisfaction_base","1","baseline",NA
"A38DHLB88V8DL8",4,3,"short-term","satisfaction_base","1","baseline",NA
"A38DHLB88V8DL8",4,4,"recurrance","satisfaction_base","1","baseline",NA
"A3989GRV3UV5VW",3,1,"recurrance","satisfaction_base","8","baseline",NA
"A3989GRV3UV5VW",3,2,"long-term","satisfaction_base","2","baseline",NA
"A3989GRV3UV5VW",3,3,"long-term","satisfaction_base","2","baseline",NA
"A39H9RIYRB5ZYV",5,1,"recurrance","satisfaction_base","6","baseline",NA
"A39H9RIYRB5ZYV",5,2,"recurrance","satisfaction_base","3","baseline",NA
"A39H9RIYRB5ZYV",5,3,"long-term","satisfaction_base","6","baseline",NA
"A39H9RIYRB5ZYV",5,4,"recurrance","satisfaction_base","8","baseline",NA
"A39H9RIYRB5ZYV",5,5,"long-term","satisfaction_base","8","baseline",NA
"A3AE0JEXW4DB34",5,1,"short-term","satisfaction_base","5","baseline",NA
"A3AE0JEXW4DB34",5,2,"recurrance","satisfaction_base","6","baseline",NA
"A3AE0JEXW4DB34",5,3,"long-term","satisfaction_base","3","baseline",NA
"A3AE0JEXW4DB34",5,4,"recurrance","satisfaction_base","3","baseline",NA
"A3AE0JEXW4DB34",5,5,"long-term","satisfaction_base","8","baseline",NA
"A3AJJHOAV7WIUQ",3,1,"short-term","satisfaction_base","2","baseline",NA
"A3AJJHOAV7WIUQ",3,2,"long-term","satisfaction_base","1","baseline",NA
"A3AJJHOAV7WIUQ",3,3,"short-term","satisfaction_base","3","baseline",NA
"A3BE3KXD518TZ4",3,1,"short-term","satisfaction_base","5","baseline",NA
"A3BE3KXD518TZ4",3,2,"recurrance","satisfaction_base","6","baseline",NA
"A3BE3KXD518TZ4",3,3,"long-term","satisfaction_base","5","baseline",NA
"A3CAF7LTD3ORSG",3,1,"short-term","satisfaction_base","3","baseline",NA
"A3CAF7LTD3ORSG",3,2,"short-term","satisfaction_base","8","baseline",NA
"A3CAF7LTD3ORSG",3,3,"recurrance","satisfaction_base","8","baseline",NA
"A3E76V59BKGKCQ",3,1,"long-term","satisfaction_base","2","baseline",NA
"A3E76V59BKGKCQ",3,2,"recurrance","satisfaction_base","6","baseline",NA
