"MTurkCode","goal","status","listNum","time_point","variable","adjustBase_rating"
"A286W816CMIZL9","3","adjusted",3,"F1","visibility",1
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","visibility",6
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","visibility",3
"A350SLJRMBIFM4","2","adjusted",4,"F1","visibility",3
"A3989GRV3UV5VW","2","adjusted",3,"F1","visibility",4
"A3EXD5E390Z6B3","1","adjusted",3,"F1","visibility",7
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","visibility",2
"A3NKNOE5HIXXL","3","adjusted",3,"F1","visibility",2
"A3OLRWACCCCUTU","1","adjusted",5,"F1","visibility",7
"A3OLRWACCCCUTU","5","adjusted",5,"F1","visibility",7
"A49CVVOWN4D6Y","1","adjusted",5,"F1","visibility",1
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","affordance",4
"A132GRVDGXPJGY","3","adjusted",3,"F2","affordance",2
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","affordance",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","affordance",5
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","affordance",3
"A1G5EPLJEGL381","1","adjusted",2,"F2","affordance",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","affordance",7
"A1R5W4RQZTROD8","4","adjusted",4,"F2","affordance",3
"A1X388C6SDCDEY","2","adjusted",4,"F2","affordance",5
"A1XRWOK00HK1J4","2","adjusted",4,"F2","affordance",6
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","affordance",5
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","affordance",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","affordance",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","affordance",3
"A2YVAWO75X8R78","5","adjusted",5,"F2","affordance",6
"A351LMMMFYPM7U","4","adjusted",5,"F2","affordance",4
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","affordance",5
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","affordance",6
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","affordance",2
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","affordance",1
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","affordance",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","affordance",3
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","affordance",4
"A3NKNOE5HIXXL","1","adjusted",3,"F2","affordance",5
"A3OAXRZT3MVJML","2","adjusted",3,"F2","affordance",1
"AFMAFX0P2YRRV","1","adjusted",1,"F2","affordance",3
"AQMLJYUQCSG22","3","adjusted",3,"F2","affordance",NA
"AWVLT2L5AP873","2","adjusted",3,"F2","affordance",7
"AWVLT2L5AP873","3","adjusted",3,"F2","affordance",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","affordance",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","affordance",2
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","approach_avoidance",4
"A132GRVDGXPJGY","3","adjusted",3,"F2","approach_avoidance",1
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","approach_avoidance",1
"A1ABL45KAK12A5","3","adjusted",5,"F2","approach_avoidance",1
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","approach_avoidance",1
"A1G5EPLJEGL381","1","adjusted",2,"F2","approach_avoidance",3
"A1G5EPLJEGL381","2","adjusted",2,"F2","approach_avoidance",2
"A1R5W4RQZTROD8","4","adjusted",4,"F2","approach_avoidance",2
"A1X388C6SDCDEY","2","adjusted",4,"F2","approach_avoidance",2
"A1XRWOK00HK1J4","2","adjusted",4,"F2","approach_avoidance",1
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","approach_avoidance",4
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","approach_avoidance",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","approach_avoidance",4
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","approach_avoidance",1
"A2YVAWO75X8R78","5","adjusted",5,"F2","approach_avoidance",1
"A351LMMMFYPM7U","4","adjusted",5,"F2","approach_avoidance",1
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","approach_avoidance",1
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","approach_avoidance",1
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","approach_avoidance",1
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","approach_avoidance",1
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","approach_avoidance",1
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","approach_avoidance",1
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","approach_avoidance",1
"A3NKNOE5HIXXL","1","adjusted",3,"F2","approach_avoidance",1
"A3OAXRZT3MVJML","2","adjusted",3,"F2","approach_avoidance",1
"AFMAFX0P2YRRV","1","adjusted",1,"F2","approach_avoidance",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","approach_avoidance",1
"AWVLT2L5AP873","2","adjusted",3,"F2","approach_avoidance",1
"AWVLT2L5AP873","3","adjusted",3,"F2","approach_avoidance",1
"AY4E4CDN0J6JL","2","adjusted",4,"F2","approach_avoidance",1
"AYNDATHZBJZ6E","1","adjusted",3,"F2","approach_avoidance",1
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","attainability",11
"A132GRVDGXPJGY","3","adjusted",3,"F2","attainability",8
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","attainability",8
"A1ABL45KAK12A5","3","adjusted",5,"F2","attainability",10
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","attainability",8
"A1G5EPLJEGL381","1","adjusted",2,"F2","attainability",9
"A1G5EPLJEGL381","2","adjusted",2,"F2","attainability",10
"A1R5W4RQZTROD8","4","adjusted",4,"F2","attainability",6
"A1X388C6SDCDEY","2","adjusted",4,"F2","attainability",3
"A1XRWOK00HK1J4","2","adjusted",4,"F2","attainability",9
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","attainability",10
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","attainability",6
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","attainability",2
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","attainability",5
"A2YVAWO75X8R78","5","adjusted",5,"F2","attainability",6
"A351LMMMFYPM7U","4","adjusted",5,"F2","attainability",8
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","attainability",8
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","attainability",8
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","attainability",8
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","attainability",6
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","attainability",8
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","attainability",4
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","attainability",8
"A3NKNOE5HIXXL","1","adjusted",3,"F2","attainability",11
"A3OAXRZT3MVJML","2","adjusted",3,"F2","attainability",3
"AFMAFX0P2YRRV","1","adjusted",1,"F2","attainability",6
"AQMLJYUQCSG22","3","adjusted",3,"F2","attainability",5
"AWVLT2L5AP873","2","adjusted",3,"F2","attainability",10
"AWVLT2L5AP873","3","adjusted",3,"F2","attainability",11
"AY4E4CDN0J6JL","2","adjusted",4,"F2","attainability",7
"AYNDATHZBJZ6E","1","adjusted",3,"F2","attainability",6
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","attainment_maintenance",4
"A132GRVDGXPJGY","3","adjusted",3,"F2","attainment_maintenance",1
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","attainment_maintenance",3
"A1ABL45KAK12A5","3","adjusted",5,"F2","attainment_maintenance",6
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","attainment_maintenance",1
"A1G5EPLJEGL381","1","adjusted",2,"F2","attainment_maintenance",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","attainment_maintenance",2
"A1R5W4RQZTROD8","4","adjusted",4,"F2","attainment_maintenance",1
"A1X388C6SDCDEY","2","adjusted",4,"F2","attainment_maintenance",1
"A1XRWOK00HK1J4","2","adjusted",4,"F2","attainment_maintenance",7
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","attainment_maintenance",8
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","attainment_maintenance",5
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","attainment_maintenance",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","attainment_maintenance",1
"A2YVAWO75X8R78","5","adjusted",5,"F2","attainment_maintenance",8
"A351LMMMFYPM7U","4","adjusted",5,"F2","attainment_maintenance",2
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","attainment_maintenance",6
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","attainment_maintenance",3
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","attainment_maintenance",2
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","attainment_maintenance",1
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","attainment_maintenance",2
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","attainment_maintenance",1
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","attainment_maintenance",6
"A3NKNOE5HIXXL","1","adjusted",3,"F2","attainment_maintenance",1
"A3OAXRZT3MVJML","2","adjusted",3,"F2","attainment_maintenance",2
"AFMAFX0P2YRRV","1","adjusted",1,"F2","attainment_maintenance",7
"AQMLJYUQCSG22","3","adjusted",3,"F2","attainment_maintenance",1
"AWVLT2L5AP873","2","adjusted",3,"F2","attainment_maintenance",7
"AWVLT2L5AP873","3","adjusted",3,"F2","attainment_maintenance",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","attainment_maintenance",7
"AYNDATHZBJZ6E","1","adjusted",3,"F2","attainment_maintenance",4
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","attractiveness_achievement",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","attractiveness_achievement",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","attractiveness_achievement",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","attractiveness_achievement",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","attractiveness_achievement",6
"A1G5EPLJEGL381","1","adjusted",2,"F2","attractiveness_achievement",6
"A1G5EPLJEGL381","2","adjusted",2,"F2","attractiveness_achievement",5
"A1R5W4RQZTROD8","4","adjusted",4,"F2","attractiveness_achievement",4
"A1X388C6SDCDEY","2","adjusted",4,"F2","attractiveness_achievement",6
"A1XRWOK00HK1J4","2","adjusted",4,"F2","attractiveness_achievement",6
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","attractiveness_achievement",7
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","attractiveness_achievement",5
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","attractiveness_achievement",3
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","attractiveness_achievement",7
"A2YVAWO75X8R78","5","adjusted",5,"F2","attractiveness_achievement",5
"A351LMMMFYPM7U","4","adjusted",5,"F2","attractiveness_achievement",4
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","attractiveness_achievement",5
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","attractiveness_achievement",5
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","attractiveness_achievement",6
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","attractiveness_achievement",5
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","attractiveness_achievement",5
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","attractiveness_achievement",5
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","attractiveness_achievement",5
"A3NKNOE5HIXXL","1","adjusted",3,"F2","attractiveness_achievement",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","attractiveness_achievement",5
"AFMAFX0P2YRRV","1","adjusted",1,"F2","attractiveness_achievement",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","attractiveness_achievement",3
"AWVLT2L5AP873","2","adjusted",3,"F2","attractiveness_achievement",6
"AWVLT2L5AP873","3","adjusted",3,"F2","attractiveness_achievement",4
"AY4E4CDN0J6JL","2","adjusted",4,"F2","attractiveness_achievement",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","attractiveness_achievement",7
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","attractiveness_progress",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","attractiveness_progress",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","attractiveness_progress",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","attractiveness_progress",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","attractiveness_progress",4
"A1G5EPLJEGL381","1","adjusted",2,"F2","attractiveness_progress",6
"A1G5EPLJEGL381","2","adjusted",2,"F2","attractiveness_progress",6
"A1R5W4RQZTROD8","4","adjusted",4,"F2","attractiveness_progress",4
"A1X388C6SDCDEY","2","adjusted",4,"F2","attractiveness_progress",7
"A1XRWOK00HK1J4","2","adjusted",4,"F2","attractiveness_progress",6
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","attractiveness_progress",7
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","attractiveness_progress",2
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","attractiveness_progress",3
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","attractiveness_progress",7
"A2YVAWO75X8R78","5","adjusted",5,"F2","attractiveness_progress",4
"A351LMMMFYPM7U","4","adjusted",5,"F2","attractiveness_progress",5
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","attractiveness_progress",6
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","attractiveness_progress",6
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","attractiveness_progress",6
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","attractiveness_progress",5
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","attractiveness_progress",5
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","attractiveness_progress",5
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","attractiveness_progress",5
"A3NKNOE5HIXXL","1","adjusted",3,"F2","attractiveness_progress",6
"A3OAXRZT3MVJML","2","adjusted",3,"F2","attractiveness_progress",6
"AFMAFX0P2YRRV","1","adjusted",1,"F2","attractiveness_progress",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","attractiveness_progress",4
"AWVLT2L5AP873","2","adjusted",3,"F2","attractiveness_progress",6
"AWVLT2L5AP873","3","adjusted",3,"F2","attractiveness_progress",4
"AY4E4CDN0J6JL","2","adjusted",4,"F2","attractiveness_progress",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","attractiveness_progress",7
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","basic_needs",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","basic_needs",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","basic_needs",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","basic_needs",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","basic_needs",4
"A1G5EPLJEGL381","1","adjusted",2,"F2","basic_needs",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","basic_needs",6
"A1R5W4RQZTROD8","4","adjusted",4,"F2","basic_needs",6
"A1X388C6SDCDEY","2","adjusted",4,"F2","basic_needs",1
"A1XRWOK00HK1J4","2","adjusted",4,"F2","basic_needs",7
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","basic_needs",7
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","basic_needs",3
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","basic_needs",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","basic_needs",7
"A2YVAWO75X8R78","5","adjusted",5,"F2","basic_needs",3
"A351LMMMFYPM7U","4","adjusted",5,"F2","basic_needs",6
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","basic_needs",7
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","basic_needs",6
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","basic_needs",5
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","basic_needs",1
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","basic_needs",2
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","basic_needs",4
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","basic_needs",6
"A3NKNOE5HIXXL","1","adjusted",3,"F2","basic_needs",6
"A3OAXRZT3MVJML","2","adjusted",3,"F2","basic_needs",2
"AFMAFX0P2YRRV","1","adjusted",1,"F2","basic_needs",7
"AQMLJYUQCSG22","3","adjusted",3,"F2","basic_needs",3
"AWVLT2L5AP873","2","adjusted",3,"F2","basic_needs",7
"AWVLT2L5AP873","3","adjusted",3,"F2","basic_needs",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","basic_needs",7
"AYNDATHZBJZ6E","1","adjusted",3,"F2","basic_needs",4
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","clarity",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","clarity",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","clarity",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","clarity",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","clarity",7
"A1G5EPLJEGL381","1","adjusted",2,"F2","clarity",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","clarity",7
"A1R5W4RQZTROD8","4","adjusted",4,"F2","clarity",6
"A1X388C6SDCDEY","2","adjusted",4,"F2","clarity",4
"A1XRWOK00HK1J4","2","adjusted",4,"F2","clarity",6
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","clarity",7
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","clarity",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","clarity",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","clarity",5
"A2YVAWO75X8R78","5","adjusted",5,"F2","clarity",5
"A351LMMMFYPM7U","4","adjusted",5,"F2","clarity",5
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","clarity",5
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","clarity",3
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","clarity",4
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","clarity",4
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","clarity",6
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","clarity",5
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","clarity",6
"A3NKNOE5HIXXL","1","adjusted",3,"F2","clarity",6
"A3OAXRZT3MVJML","2","adjusted",3,"F2","clarity",3
"AFMAFX0P2YRRV","1","adjusted",1,"F2","clarity",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","clarity",5
"AWVLT2L5AP873","2","adjusted",3,"F2","clarity",7
"AWVLT2L5AP873","3","adjusted",3,"F2","clarity",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","clarity",5
"AYNDATHZBJZ6E","1","adjusted",3,"F2","clarity",2
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","commitment",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","commitment",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","commitment",6
"A1ABL45KAK12A5","3","adjusted",5,"F2","commitment",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","commitment",6
"A1G5EPLJEGL381","1","adjusted",2,"F2","commitment",7
"A1G5EPLJEGL381","2","adjusted",2,"F2","commitment",7
"A1R5W4RQZTROD8","4","adjusted",4,"F2","commitment",3
"A1X388C6SDCDEY","2","adjusted",4,"F2","commitment",4
"A1XRWOK00HK1J4","2","adjusted",4,"F2","commitment",7
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","commitment",6
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","commitment",4
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","commitment",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","commitment",6
"A2YVAWO75X8R78","5","adjusted",5,"F2","commitment",4
"A351LMMMFYPM7U","4","adjusted",5,"F2","commitment",5
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","commitment",5
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","commitment",4
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","commitment",5
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","commitment",5
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","commitment",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","commitment",3
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","commitment",6
"A3NKNOE5HIXXL","1","adjusted",3,"F2","commitment",7
"A3OAXRZT3MVJML","2","adjusted",3,"F2","commitment",3
"AFMAFX0P2YRRV","1","adjusted",1,"F2","commitment",4
"AQMLJYUQCSG22","3","adjusted",3,"F2","commitment",4
"AWVLT2L5AP873","2","adjusted",3,"F2","commitment",7
"AWVLT2L5AP873","3","adjusted",3,"F2","commitment",7
"AY4E4CDN0J6JL","2","adjusted",4,"F2","commitment",5
"AYNDATHZBJZ6E","1","adjusted",3,"F2","commitment",7
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","commonality",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","commonality",1
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","commonality",7
"A1ABL45KAK12A5","3","adjusted",5,"F2","commonality",7
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","commonality",7
"A1G5EPLJEGL381","1","adjusted",2,"F2","commonality",5
"A1G5EPLJEGL381","2","adjusted",2,"F2","commonality",5
"A1R5W4RQZTROD8","4","adjusted",4,"F2","commonality",6
"A1X388C6SDCDEY","2","adjusted",4,"F2","commonality",6
"A1XRWOK00HK1J4","2","adjusted",4,"F2","commonality",4
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","commonality",5
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","commonality",4
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","commonality",6
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","commonality",7
"A2YVAWO75X8R78","5","adjusted",5,"F2","commonality",2
"A351LMMMFYPM7U","4","adjusted",5,"F2","commonality",5
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","commonality",5
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","commonality",1
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","commonality",7
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","commonality",2
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","commonality",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","commonality",6
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","commonality",5
"A3NKNOE5HIXXL","1","adjusted",3,"F2","commonality",6
"A3OAXRZT3MVJML","2","adjusted",3,"F2","commonality",4
"AFMAFX0P2YRRV","1","adjusted",1,"F2","commonality",7
"AQMLJYUQCSG22","3","adjusted",3,"F2","commonality",4
"AWVLT2L5AP873","2","adjusted",3,"F2","commonality",1
"AWVLT2L5AP873","3","adjusted",3,"F2","commonality",5
"AY4E4CDN0J6JL","2","adjusted",4,"F2","commonality",6
"AYNDATHZBJZ6E","1","adjusted",3,"F2","commonality",2
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","conflict",1
"A132GRVDGXPJGY","3","adjusted",3,"F2","conflict",5
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","conflict",2
"A1ABL45KAK12A5","3","adjusted",5,"F2","conflict",2
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","conflict",5
"A1G5EPLJEGL381","1","adjusted",2,"F2","conflict",1
"A1G5EPLJEGL381","2","adjusted",2,"F2","conflict",1
"A1R5W4RQZTROD8","4","adjusted",4,"F2","conflict",2
"A1X388C6SDCDEY","2","adjusted",4,"F2","conflict",5
"A1XRWOK00HK1J4","2","adjusted",4,"F2","conflict",2
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","conflict",1
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","conflict",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","conflict",5
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","conflict",1
"A2YVAWO75X8R78","5","adjusted",5,"F2","conflict",2
"A351LMMMFYPM7U","4","adjusted",5,"F2","conflict",2
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","conflict",1
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","conflict",3
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","conflict",4
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","conflict",1
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","conflict",2
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","conflict",2
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","conflict",2
"A3NKNOE5HIXXL","1","adjusted",3,"F2","conflict",1
"A3OAXRZT3MVJML","2","adjusted",3,"F2","conflict",4
"AFMAFX0P2YRRV","1","adjusted",1,"F2","conflict",7
"AQMLJYUQCSG22","3","adjusted",3,"F2","conflict",3
"AWVLT2L5AP873","2","adjusted",3,"F2","conflict",2
"AWVLT2L5AP873","3","adjusted",3,"F2","conflict",4
"AY4E4CDN0J6JL","2","adjusted",4,"F2","conflict",1
"AYNDATHZBJZ6E","1","adjusted",3,"F2","conflict",3
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","connectedness",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","connectedness",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","connectedness",2
"A1ABL45KAK12A5","3","adjusted",5,"F2","connectedness",3
"A1BWS5AD2T4NIR","1","adjusted",5,"F2","connectedness",3
"A1G5EPLJEGL381","1","adjusted",2,"F2","connectedness",6
"A1G5EPLJEGL381","2","adjusted",2,"F2","connectedness",4
"A1R5W4RQZTROD8","4","adjusted",4,"F2","connectedness",1
"A1X388C6SDCDEY","2","adjusted",4,"F2","connectedness",2
"A1XRWOK00HK1J4","2","adjusted",4,"F2","connectedness",3
"A1Z2ZGPJRGG0G3","1","adjusted",3,"F2","connectedness",4
"A1Z2ZGPJRGG0G3","2","adjusted",3,"F2","connectedness",1
"A2IJEKMVEHQ90W","3","adjusted",5,"F2","connectedness",7
"A2O2Q0LVWOWJ1G","3","adjusted",4,"F2","connectedness",2
"A2YVAWO75X8R78","5","adjusted",5,"F2","connectedness",1
"A351LMMMFYPM7U","4","adjusted",5,"F2","connectedness",3
"A37PUSY6CJ7TQ0","1","adjusted",5,"F2","connectedness",3
"A37PUSY6CJ7TQ0","4","adjusted",5,"F2","connectedness",4
"A3GZXU4FUJTKZD","2","adjusted",5,"F2","connectedness",4
"A3GZXU4FUJTKZD","3","adjusted",5,"F2","connectedness",6
"A3GZXU4FUJTKZD","4","adjusted",5,"F2","connectedness",4
"A3GZXU4FUJTKZD","5","adjusted",5,"F2","connectedness",3
"A3KIDRWRKC7RI5","3","adjusted",5,"F2","connectedness",2
"A3NKNOE5HIXXL","1","adjusted",3,"F2","connectedness",3
"A3OAXRZT3MVJML","2","adjusted",3,"F2","connectedness",3
"AFMAFX0P2YRRV","1","adjusted",1,"F2","connectedness",1
"AQMLJYUQCSG22","3","adjusted",3,"F2","connectedness",2
"AWVLT2L5AP873","2","adjusted",3,"F2","connectedness",1
"AWVLT2L5AP873","3","adjusted",3,"F2","connectedness",2
"AY4E4CDN0J6JL","2","adjusted",4,"F2","connectedness",1
"AYNDATHZBJZ6E","1","adjusted",3,"F2","connectedness",4
"A11F3MA5FWH6SJ","1","adjusted",3,"F2","construal_level",7
"A132GRVDGXPJGY","3","adjusted",3,"F2","construal_level",7
"A19YQU3ZZ8USPO","1","adjusted",3,"F2","construal_level",4
