"MTurkCode","goal","terminate_time","Value","Clarity","External","Consensus"
"A22SZHZTF72TRM","4","F3",4.6,5.28571428571429,4.8,3.75
"A248PLZABUKB62","1","F3",6,4.85714285714286,6.4,3.5
"A248PLZABUKB62","2","F3",5.5,5.14285714285714,6,2.25
"A248PLZABUKB62","3","F3",5.9,4.71428571428571,6.8,3
"A248PLZABUKB62","4","F3",5.2,6,3.8,2.75
"A248PLZABUKB62","5","F3",5.1,4.85714285714286,2.8,3.25
"A255RBA8P0K0XV","1","F3",5.5,4.71428571428571,5.8,2.75
"A255RBA8P0K0XV","2","F3",5.5,4.42857142857143,5,2.5
"A255RBA8P0K0XV","3","F3",5.3,5.42857142857143,5.6,2.5
"A255RBA8P0K0XV","4","F3",5,4.57142857142857,4.6,2.5
"A255RBA8P0K0XV","5","F3",5.3,4.85714285714286,5.2,3
"A2615YW1YERQBO","1","F3",3.9,4.28571428571429,4.2,1.75
"A2615YW1YERQBO","2","F3",3.7,3.71428571428571,3.6,2.5
"A2615YW1YERQBO","3","F3",5.2,3.14285714285714,3.2,3
"A26NGLGGFTATVN","1","F3",6.4,6.42857142857143,2.8,3.5
"A26NGLGGFTATVN","2","F3",6.6,6,2.8,4
"A26UAJWMMNN351","1","F3",5.5,5.57142857142857,6,2.75
"A26UAJWMMNN351","3","F3",5.7,6,5.2,5
"A27INSDNTACWAM","1","F3",4.9,4.42857142857143,2.2,1.25
"A27INSDNTACWAM","2","F3",4.7,4.28571428571429,5.2,4
"A27INSDNTACWAM","3","F3",6.6,5.28571428571429,5.4,5
"A27INSDNTACWAM","4","F3",NA,4,5.8,3.5
"A286W816CMIZL9","1","F3",6.8,5.14285714285714,2.6,5
"A286W816CMIZL9","2","F3",NA,5.42857142857143,1.8,3.25
"A28J7H4TH29DC3","1","F3",5.3,5.85714285714286,2.6,5
"A28J7H4TH29DC3","2","F3",5,5.14285714285714,1.4,4.5
"A28J7H4TH29DC3","3","F3",6.7,5,5.4,4.75
"A2ASTDMWBCFIP0","1","F3",5.5,4.14285714285714,5,4.25
"A2AT6TSPPCR106","1","F3",6.8,5.42857142857143,2.8,5
"A2AT6TSPPCR106","2","F3",6.3,5.14285714285714,3.8,5
"A2AT6TSPPCR106","4","F3",6.2,6,4,2.75
"A2AZYU1CT24O0K","1","F3",5.1,5.42857142857143,2.8,5
"A2AZYU1CT24O0K","2","F3",5.3,4.71428571428571,4.6,4.5
"A2AZYU1CT24O0K","3","F3",4.6,5.85714285714286,2.2,2.75
"A2BJTPZLXIGO8D","1","F3",5.8,4.42857142857143,2.8,3
"A2BJTPZLXIGO8D","2","F3",6.2,4.57142857142857,2.8,3
"A2BJTPZLXIGO8D","3","F3",5.9,4.57142857142857,2.2,3.75
"A2CP6MLJVJYBO7","1","F3",5.4,6,2.8,2.25
"A2CP6MLJVJYBO7","2","F3",5.4,5.71428571428571,2.8,4.75
"A2DVV59R1CQU6T","1","F3",5.9,5.57142857142857,6.4,3
"A2DVV59R1CQU6T","2","F3",5.1,5,5.6,2.75
"A2DVV59R1CQU6T","3","F3",6.1,5.42857142857143,5.6,3.5
"A2EK1HDV4I4GSK","1","F3",4.8,3.85714285714286,2.6,4.5
"A2EK1HDV4I4GSK","2","F3",5.1,5.14285714285714,6.4,1.5
"A2EMTSJS47K8SU","1","F3",6.2,5.85714285714286,3,3.75
"A2EMTSJS47K8SU","2","F3",6.5,5.57142857142857,4.4,3.5
"A2EMTSJS47K8SU","3","F3",5.1,6,2.8,2.75
"A2ESBX4C2Q6TQY","1","F3",6.2,4.57142857142857,7,5
"A2ESBX4C2Q6TQY","2","F3",6.2,4.28571428571429,5.6,5
"A2ESBX4C2Q6TQY","3","F3",4.9,4.71428571428571,5.2,4.75
"A2ESBX4C2Q6TQY","4","F3",5.3,6.28571428571429,5.4,4.5
"A2ESBX4C2Q6TQY","5","F3",4,5.14285714285714,2.4,4.75
"A2F5QCUTZU7KF7","1","F3",6.3,6,4.8,2.75
"A2F5QCUTZU7KF7","3","F3",5.7,5.42857142857143,3.8,2
"A2FP41BSPG0Y4A","1","F3",5.6,2.85714285714286,4.6,2.5
"A2FP41BSPG0Y4A","2","F3",5.7,4.57142857142857,5.4,3.75
"A2FP41BSPG0Y4A","3","F3",5.1,4.14285714285714,5,3
"A2GTBBZA2M82NR","1","F3",4.3,5.85714285714286,1,1
"A2GTBBZA2M82NR","2","F3",6.6,3.42857142857143,6,5
"A2GTBBZA2M82NR","3","F3",4.6,5.42857142857143,1,4
"A2GTBBZA2M82NR","4","F3",4.8,4.28571428571429,2.4,3.5
"A2HQMB1GSEADL","1","F3",3.1,5.42857142857143,5,3
"A2HQMB1GSEADL","2","F3",2.9,5.42857142857143,1.4,1.25
"A2HQMB1GSEADL","3","F3",4.3,4.42857142857143,4.4,4.25
"A2HQMB1GSEADL","4","F3",3.4,4.42857142857143,3.2,1.5
"A2HQMB1GSEADL","5","F3",2.8,5.71428571428571,1.6,1.5
"A2IJEKMVEHQ90W","1","F3",6.6,5.42857142857143,7,3.25
"A2IJEKMVEHQ90W","2","F3",6.5,5.57142857142857,6.4,3.5
"A2IJEKMVEHQ90W","3","F3",5.8,4.85714285714286,5.6,3.5
"A2IJEKMVEHQ90W","4","F3",6,5.42857142857143,6.4,3.5
"A2KOR4003SVNC5","1","F3",5.5,5,5.8,3.75
"A2KOR4003SVNC5","2","F3",5.1,3.57142857142857,2.2,3.5
"A2KOR4003SVNC5","3","F3",4.3,3.42857142857143,1.6,3.25
"A2LT6KC1X51FVW","1","F3",6.3,4.57142857142857,4.2,4.25
"A2LT6KC1X51FVW","2","F3",6.5,5.57142857142857,3.8,4.25
"A2LU3430Q972IN","3","F3",5.1,5.71428571428571,3.6,2
"A2NAKIXS3DVGAA","1","F3",3,5,2.8,2.25
"A2NHFSO7GMM8QR","1","F3",7,4.42857142857143,4.6,4.75
"A2NHFSO7GMM8QR","2","F3",4.6,4.85714285714286,3.8,4.75
"A2O2Q0LVWOWJ1G","1","F3",5.3,4.28571428571429,1.2,4.75
"A2O2Q0LVWOWJ1G","3","F3",5.7,3.85714285714286,2.2,4.75
"A2PE32I58ANCDD","1","F3",NA,NA,5,2.5
"A2PE32I58ANCDD","2","F3",5.1,4,2.6,2.5
"A2R75YFKVALBXE","1","F3",6.1,5,4.2,2
"A2R75YFKVALBXE","2","F3",5.8,5.28571428571429,6,3.5
"A2R75YFKVALBXE","3","F3",5.8,4.57142857142857,4.6,3
"A2R75YFKVALBXE","4","F3",5.7,4.28571428571429,3,3.5
"A2R75YFKVALBXE","5","F3",5.3,4.14285714285714,3.6,3.25
"A2R9OK4M877ZCC","3","F3",6.2,6,6.4,4.25
"A2RMJNF6IPI42F","1","F3",5,4.42857142857143,2,4.25
"A2RMJNF6IPI42F","2","F3",5.1,4.57142857142857,2.8,5
"A2RMJNF6IPI42F","3","F3",5.9,3.71428571428571,3,5
"A2RMJNF6IPI42F","4","F3",5.4,4.42857142857143,3.8,4.25
"A2RMJNF6IPI42F","5","F3",5.9,4.42857142857143,3.4,5
"A2SFFO79KSG5VA","1","F3",4.4,5.14285714285714,2.4,3.25
"A2SFFO79KSG5VA","2","F3",2.7,4.28571428571429,1.2,0.5
"A2SFFO79KSG5VA","3","F3",3.5,4.28571428571429,2.2,1.5
"A2SFFO79KSG5VA","4","F3",4.4,4.14285714285714,3,NA
"A2SFFO79KSG5VA","5","F3",4.8,5.42857142857143,6.6,2.75
"A2SKOPFTRTNFUY","1","F3",6.1,5.42857142857143,3.2,4
"A2SKOPFTRTNFUY","2","F3",5.1,5.14285714285714,2.4,0.75
"A2SKOPFTRTNFUY","3","F3",5,5.57142857142857,1.8,2
"A2SKOPFTRTNFUY","4","F3",5.5,4.57142857142857,4.8,3.75
"A2TLN8489YGY81","1","F3",5.7,2.71428571428571,4.4,4.25
"A2VGEE0ZIZ8CBQ","1","F3",5.4,5.85714285714286,4.6,3.5
"A2VGEE0ZIZ8CBQ","2","F3",4.2,5.57142857142857,4.6,3.5
"A2VGEE0ZIZ8CBQ","3","F3",5.6,5.57142857142857,5.2,4.5
"A2VGFS03KCCR1Q","1","F3",5.4,5,2.4,5
"A2VGFS03KCCR1Q","2","F3",4.3,4.42857142857143,4.4,4.75
"A2VNSNAN1LZBAM","1","F3",5.4,5.14285714285714,5,5
"A2VNSNAN1LZBAM","2","F3",4.8,5,3.8,4.5
"A2VNSNAN1LZBAM","3","F3",5.3,6.14285714285714,6.4,3.25
"A2W0G89O7E9EFO","1","F3",6,4.28571428571429,5.2,3.5
"A2W0G89O7E9EFO","3","F3",4.6,6,2.6,1.25
"A2W0G89O7E9EFO","4","F3",4.8,5.71428571428571,3.2,2.25
"A2W0G89O7E9EFO","5","F3",3.4,4.28571428571429,3.8,2
"A2WJMGV0HKQG3Z","2","F3",5.5,6.42857142857143,5.4,3.5
"A2WJMGV0HKQG3Z","3","F3",6.4,6.42857142857143,6.4,3.5
"A2X3FSFHV5GHJU","2","F3",3.9,5.14285714285714,2.8,1.5
"A2X3FSFHV5GHJU","3","F3",4.3,NA,3.2,3.75
"A2Y0WNHMT4PZ4C","1","F3",5.2,4.85714285714286,3.8,4.25
"A2Y0WNHMT4PZ4C","3","F3",5.1,4,3.4,3
"A2YVAWO75X8R78","1","F3",5.5,5.57142857142857,5.8,5
"A2YVAWO75X8R78","2","F3",4.8,3.71428571428571,4.2,4
"A2YVAWO75X8R78","3","F3",5.2,3.71428571428571,3.8,3.5
"A2YVAWO75X8R78","4","F3",4.6,4.71428571428571,3,3.75
"A2YVAWO75X8R78","5","F3",3.4,4.85714285714286,4,2
"A2ZGAH6NOSU2PO","1","F3",6,6.14285714285714,NA,3.5
"A2ZGAH6NOSU2PO","3","F3",5.2,5.28571428571429,5,4.5
"A2ZGAH6NOSU2PO","4","F3",6,6.42857142857143,2.8,3.5
"A2ZGAH6NOSU2PO","5","F3",5.2,5.85714285714286,3.4,2.5
"A302KOFOYLD89A","2","F3",5.3,3.85714285714286,3,2.5
"A302KOFOYLD89A","3","F3",5.1,5.28571428571429,4,2.75
"A30FIPRPFQRBO6","1","F3",6.7,5.71428571428571,5.2,5
"A30HUZHJBOX1LK","1","F3",5.8,6.14285714285714,4.4,4
"A30HUZHJBOX1LK","2","F3",5.9,6,5,3.75
"A314XJY8V1YL12","1","F3",6.1,4.14285714285714,5,4.25
"A314XJY8V1YL12","2","F3",5.8,4.85714285714286,4.8,4
"A314XJY8V1YL12","3","F3",5.3,4.28571428571429,3.8,3.5
"A314XJY8V1YL12","4","F3",5.2,4.71428571428571,4.6,3
"A321WQIFK10UV3","1","F3",7,6.42857142857143,5.8,4.5
"A321WQIFK10UV3","2","F3",6.7,6.42857142857143,6,4.75
"A321WQIFK10UV3","3","F3",6.6,6.28571428571429,6,3.5
"A33RI08QRVG5Q0","1","F3",4.7,6,2.8,3.25
"A33RI08QRVG5Q0","2","F3",5.3,6,3.4,3.25
"A33RI08QRVG5Q0","3","F3",NA,4.85714285714286,NA,2.75
"A33RI08QRVG5Q0","4","F3",4.3,6.14285714285714,2.8,2.25
"A33RI08QRVG5Q0","5","F3",3.7,5.57142857142857,2.6,2
"A34VLM2UC0JY11","2","F3",5.2,6,3.4,4.25
"A350SLJRMBIFM4","1","F3",4,4.85714285714286,2.2,0.75
"A350SLJRMBIFM4","3","F3",6.1,4,4,3
"A351LMMMFYPM7U","1","F3",4,5.14285714285714,1.4,3.25
"A351LMMMFYPM7U","2","F3",4.2,6,3.4,3.75
"A351LMMMFYPM7U","3","F3",4.5,4.14285714285714,3,3.25
"A351LMMMFYPM7U","4","F3",4.2,4.71428571428571,2.6,3.75
"A351LMMMFYPM7U","5","F3",4.5,3.57142857142857,1.8,1.25
"A37PUSY6CJ7TQ0","1","F3",4,5.42857142857143,1.2,2.25
"A37PUSY6CJ7TQ0","2","F3",5.1,3.42857142857143,2.8,4
"A37PUSY6CJ7TQ0","3","F3",4.2,5.42857142857143,1.4,2.5
"A37PUSY6CJ7TQ0","4","F3",4.3,2.57142857142857,1.8,1.75
"A37PUSY6CJ7TQ0","5","F3",4.5,6.28571428571429,1.6,3.75
"A38DHLB88V8DL8","1","F3",5.7,5.85714285714286,3.8,4
"A38DHLB88V8DL8","2","F3",5.9,5.28571428571429,3,3.75
"A38DHLB88V8DL8","3","F3",5.1,5.14285714285714,3.4,3
"A38DHLB88V8DL8","4","F3",5.2,4.57142857142857,3,3.5
"A3989GRV3UV5VW","1","F3",4.5,5.42857142857143,2.6,2.75
"A3989GRV3UV5VW","2","F3",5,5.71428571428571,3.4,2.5
"A3989GRV3UV5VW","3","F3",4.6,3.85714285714286,2.4,1
"A39H9RIYRB5ZYV","1","F3",6.5,5.71428571428571,4.2,3.75
"A39H9RIYRB5ZYV","2","F3",6.7,5.85714285714286,4.6,3
"A39H9RIYRB5ZYV","3","F3",5.6,5.85714285714286,1.6,4
"A39H9RIYRB5ZYV","4","F3",6.4,4.28571428571429,5,3
"A3AE0JEXW4DB34","1","F3",6.1,6.14285714285714,2.8,3.75
"A3AE0JEXW4DB34","2","F3",6.2,6,2.8,4
"A3AE0JEXW4DB34","3","F3",6.2,4.85714285714286,3,4.5
"A3AE0JEXW4DB34","4","F3",6.1,6.42857142857143,1,2.25
"A3AE0JEXW4DB34","5","F3",3.8,3.14285714285714,2.4,3
"A3AJJHOAV7WIUQ","1","F3",6.2,5.28571428571429,6.4,4.25
"A3AJJHOAV7WIUQ","2","F3",6.2,4.14285714285714,4,4.5
"A3BE3KXD518TZ4","1","F3",5.5,5.14285714285714,4.2,2.75
"A3BE3KXD518TZ4","2","F3",5.6,5.57142857142857,3.8,3.5
"A3BE3KXD518TZ4","3","F3",5.3,3.42857142857143,3.4,1.5
"A3CAF7LTD3ORSG","1","F3",5.1,5.28571428571429,2.2,3.25
"A3CAF7LTD3ORSG","3","F3",5.4,5.71428571428571,4,1.75
"A3E76V59BKGKCQ","1","F3",6,4.14285714285714,4.2,3.25
"A3E76V59BKGKCQ","2","F3",5.1,5.28571428571429,5.6,3.75
"A3E76V59BKGKCQ","3","F3",5.7,4.85714285714286,3.2,2.75
"A3GI28OVLDI9ST","2","F3",4.8,4.85714285714286,5,4.5
"A3GI28OVLDI9ST","5","F3",5.5,6.42857142857143,4.4,3.25
"A3GZXU4FUJTKZD","2","F3",6,3.42857142857143,5.4,3.25
"A3GZXU4FUJTKZD","3","F3",4.4,3.85714285714286,3.8,2.5
"A3GZXU4FUJTKZD","4","F3",4.7,4.57142857142857,3.2,2.75
"A3GZXU4FUJTKZD","5","F3",3.7,4,4.4,3.75
"A3HXM7BGH18FOW","1","F3",4.6,5.71428571428571,3,5
"A3HXM7BGH18FOW","2","F3",2.4,4.42857142857143,1.6,-0.25
"A3HXM7BGH18FOW","3","F3",4.1,3.14285714285714,1.8,5
"A3KFFIBJZVM0J2","2","F3",5.7,6,2,2.5
"A3KFFIBJZVM0J2","3","F3",4.4,5.71428571428571,2.6,0.5
"A3KIDRWRKC7RI5","1","F3",4.9,5,3.2,3.5
"A3KIDRWRKC7RI5","2","F3",4.1,4.42857142857143,3.4,2.5
"A3KIDRWRKC7RI5","3","F3",4.4,5,4.2,4.5
"A3KIDRWRKC7RI5","4","F3",4.2,3.71428571428571,3.4,2.5
"A3KIDRWRKC7RI5","5","F3",3.7,3.14285714285714,1.8,1.25
"A3KIZLHCD945UK","1","F3",6.2,5,3.6,4
"A3KIZLHCD945UK","3","F3",6.7,5.42857142857143,5.6,4.25
"A3M81P9BEVE1GD","1","F3",6.2,4.57142857142857,6.4,3.5
"A3M81P9BEVE1GD","4","F3",6.3,4.71428571428571,5,2
"A3M81P9BEVE1GD","5","F3",5.7,5,5.8,3.5
"A3NKNOE5HIXXL","1","F3",6.4,5.14285714285714,3.8,2.75
"A3NKNOE5HIXXL","2","F3",6.2,4,3.4,4.75
"A3NKNOE5HIXXL","3","F3",5.6,4.71428571428571,3.8,4.25
"A3NLSGHK6RFXA8","1","F3",5.5,6,4.2,4.25
"A3NLSGHK6RFXA8","3","F3",4.5,3.42857142857143,1.2,2
"A3NLSGHK6RFXA8","4","F3",6.3,4.14285714285714,1.6,2.75
"A3NRAEKWOKVUNN","1","F3",3.1,4.85714285714286,1.4,1.5
"A3NRAEKWOKVUNN","2","F3",4.2,3.57142857142857,1.6,2
"A3NXT3OVGL7QNR","1","F3",6.2,5.71428571428571,3.6,2.25
"A3O0ZQMDKOKAMR","1","F3",5.5,4.71428571428571,4,3.5
"A3O0ZQMDKOKAMR","2","F3",6.3,5.57142857142857,4,3.25
"A3OAXRZT3MVJML","1","F3",4.7,4.71428571428571,2.2,3.75
"A3OAXRZT3MVJML","2","F3",3.9,5.28571428571429,3.2,2
"A3OAXRZT3MVJML","3","F3",3.9,5.57142857142857,1.4,3.75
"A3OLRWACCCCUTU","1","F3",5,6.28571428571429,3,2.5
"A3OLRWACCCCUTU","2","F3",3.1,6,1.6,1
"A3OLRWACCCCUTU","3","F3",5.8,5.28571428571429,2.8,3
"A3OLRWACCCCUTU","4","F3",5.4,4.57142857142857,3,3.75
"A3OPRR8AXT6OSJ","1","F3",6.6,5,2.8,2.25
"A3OPRR8AXT6OSJ","2","F3",6.4,6.14285714285714,4,3.75
"A3OUNEJO97MM8E","1","F3",5.4,6,5.6,2.5
"A3OUNEJO97MM8E","2","F3",6.9,5.42857142857143,6.4,2.5
"A3OUNEJO97MM8E","3","F3",5.1,5.42857142857143,5.2,3.75
"A3PSV85ZUXP9VF","1","F3",5,6.14285714285714,5.2,3.75
"A3PSV85ZUXP9VF","2","F3",4.6,1.71428571428571,1.6,4.25
"A3PSV85ZUXP9VF","3","F3",4.8,3.28571428571429,2.2,4.25
"A3ROYUO9LWA22S","2","F3",5.9,5.71428571428571,5.8,3.25
"A3ROYUO9LWA22S","3","F3",6.3,6.42857142857143,3.4,3.25
"A3ROYUO9LWA22S","4","F3",6.3,6.42857142857143,5,3.75
"A3ROYUO9LWA22S","5","F3",6.3,6.42857142857143,5.6,3.5
"A3VYBAO7UQQHGC","3","F3",5.3,4.57142857142857,2.6,1.5
"A3VZUPCZB4Q9XW","1","F3",4.1,5.28571428571429,2.4,2.5
"A3VZUPCZB4Q9XW","2","F3",4.9,3.71428571428571,2,1.75
"A3VZUPCZB4Q9XW","3","F3",3.7,5,2,1.75
"A3VZUPCZB4Q9XW","4","F3",4.3,3.57142857142857,4.4,3.5
"A3VZUPCZB4Q9XW","5","F3",3.3,4.71428571428571,2.2,2
"A49CVVOWN4D6Y","1","F3",5.8,4.42857142857143,3.8,5
"A49CVVOWN4D6Y","2","F3",6.3,4.28571428571429,3.6,4.5
"A49CVVOWN4D6Y","3","F3",6.3,6,4.6,3.5
"A49CVVOWN4D6Y","5","F3",5.7,5.57142857142857,2.2,2
"A4BDXOXC4D8FX","1","F3",4.1,5.71428571428571,3.4,4.75
"A4BDXOXC4D8FX","2","F3",5.6,6,1.6,1.5
"A4BDXOXC4D8FX","3","F3",3.1,6.28571428571429,1.4,4.5
"A5A14MTB35J23","1","F3",3,4.85714285714286,2.2,1.75
"A5A14MTB35J23","2","F3",2.5,4.28571428571429,1.2,2.25
"A5A14MTB35J23","5","F3",4.4,6.42857142857143,3.4,2
"A5E2P5F1AXYZ1","1","F3",5,5.28571428571429,4.2,3.75
"A5E2P5F1AXYZ1","2","F3",6.1,5.85714285714286,4.6,4.25
"A5E2P5F1AXYZ1","3","F3",5.5,5,4.4,3.75
"A5E2P5F1AXYZ1","4","F3",5.2,4.57142857142857,3.6,3.5
"A5E2P5F1AXYZ1","5","F3",6,5.42857142857143,3.4,3.75
"A6JUD4NCQCDWG","1","F3",5.3,4.42857142857143,2.6,4
"A6JUD4NCQCDWG","2","F3",3.8,4.28571428571429,1.8,2.75
"A770OB1ZAGJ4G","1","F3",5.9,6.42857142857143,6.8,5
"A770OB1ZAGJ4G","2","F3",6,5,6.4,4.5
"A770OB1ZAGJ4G","3","F3",6.7,5.57142857142857,6.6,4.75
"A770OB1ZAGJ4G","4","F3",6.3,5.42857142857143,6,4
"A7P3R1AIA4TVV","1","F3",4.4,4,2.2,3.25
"A7P3R1AIA4TVV","2","F3",5.7,4,3.2,4.25
"AADRZTXSE7211","1","F3",5.9,4.57142857142857,5.2,3.75
"AADRZTXSE7211","2","F3",5.5,4.71428571428571,4.4,4.5
"AADRZTXSE7211","3","F3",6.1,5.85714285714286,4.6,3.5
"AADRZTXSE7211","4","F3",5.1,5.57142857142857,4.8,2.75
"AAHZCL4LIPCBQ","1","F3",6.4,6.28571428571429,3.4,3.5
"AAHZCL4LIPCBQ","2","F3",6.4,6.42857142857143,3.4,3.5
"AAHZCL4LIPCBQ","3","F3",6.7,6.42857142857143,3.4,3.5
"ABOEYY9Y0PFRI","1","F3",3.1,3.85714285714286,1.8,2.75
"ABOEYY9Y0PFRI","3","F3",3.4,3.42857142857143,1.4,1.5
"ADJ9I7ZBFYFH7","1","F3",4.8,5.57142857142857,1.2,1.25
"ADJ9I7ZBFYFH7","2","F3",4.9,5.57142857142857,1.4,4.5
"ADJ9I7ZBFYFH7","3","F3",5.1,5.85714285714286,2.6,4.5
"ADYMIMV1PE14V","1","F3",6.1,5,5.4,5
"ADYMIMV1PE14V","2","F3",4.9,5.42857142857143,3.6,4
"ADYMIMV1PE14V","3","F3",4.8,6.28571428571429,2.6,3.25
"AF0W4ZBY7VXOU","1","F3",6.6,5.71428571428571,4.2,3
"AF0W4ZBY7VXOU","2","F3",6.3,5.42857142857143,6,3.25
"AF0W4ZBY7VXOU","3","F3",NA,5.28571428571429,1.8,2.75
"AH00EJ6PK1H3A","2","F3",4.4,5.71428571428571,1,1
"AH00EJ6PK1H3A","3","F3",4.8,4.71428571428571,1,1.75
"AHKRGPN5D3I2G","1","F3",6.7,6.42857142857143,4.8,2
"AHKRGPN5D3I2G","2","F3",7,6.42857142857143,5.8,3.5
"AHKRGPN5D3I2G","4","F3",7,6.42857142857143,7,3.5
"AHKRGPN5D3I2G","5","F3",7,6.42857142857143,2.4,2
"AHYTT3T8W9Y9Y","1","F3",4.8,5,2.6,3.25
"AIA7RZSAONU5M","1","F3",5.1,3,3.6,4.75
"AIA7RZSAONU5M","3","F3",5.2,4.42857142857143,3.6,3.5
"AIHHRINW9IN1I","1","F3",4.6,6,4.4,3.75
"AIHHRINW9IN1I","2","F3",5,4.14285714285714,3.2,3.75
"AIHHRINW9IN1I","3","F3",4.5,5.57142857142857,2.4,2.5
"AIHUIAQ4922K3","1","F3",4.4,5.71428571428571,2.8,2.75
"AIHUIAQ4922K3","2","F3",4.6,5.85714285714286,3.2,3.75
"AJ4T7PTRYNSUW","1","F3",5.7,4.14285714285714,6,4
"AJ4T7PTRYNSUW","3","F3",5.2,5.28571428571429,1.8,3.5
"AJDHPRCJ985C7","1","F3",4.1,5.28571428571429,4,3.25
"AJDHPRCJ985C7","2","F3",3.7,4.85714285714286,4.6,2.75
"AJDHPRCJ985C7","3","F3",4.4,5.42857142857143,4.6,1
"AJDHPRCJ985C7","5","F3",3.7,4.42857142857143,3.6,0.25
"AJMWITY1XT7H7","1","F3",4.4,6.14285714285714,2.4,2.75
"AJMWITY1XT7H7","2","F3",3.7,6.14285714285714,1.6,2.25
"AJMWITY1XT7H7","3","F3",3.7,5.42857142857143,2.6,2.75
"AJMWITY1XT7H7","4","F3",4.6,4.85714285714286,3,4
"AJQ71YIGY01HZ","1","F3",5.9,5.57142857142857,5.8,4.5
"AJQ71YIGY01HZ","2","F3",6.3,5.71428571428571,4.2,3.75
"AKMOBFEEKW378","1","F3",5.1,6.42857142857143,3.2,4.5
"AKMOBFEEKW378","2","F3",5.5,3,3.4,4.25
"AKMOBFEEKW378","3","F3",5.8,2.57142857142857,2.4,2
"AKMOBFEEKW378","4","F3",5.2,5.71428571428571,4,4
"AKMOBFEEKW378","5","F3",4.8,5.14285714285714,3.2,3
"AKX5RHHO8BIUX","2","F3",6.8,4.71428571428571,6.6,3.5
"AKX5RHHO8BIUX","3","F3",4.3,5.71428571428571,4,2.25
"AKX5RHHO8BIUX","4","F3",5.4,4.85714285714286,4.4,2.5
"AL7UTA8J27TFK","1","F3",6.4,5.57142857142857,5.4,4.25
"AL7UTA8J27TFK","2","F3",5.2,6.14285714285714,2.2,3
"AL7UTA8J27TFK","4","F3",5.8,5.14285714285714,5,4.5
"ALAOEYIYW0CW7","1","F3",7,3.57142857142857,5.2,4.25
"ALAOEYIYW0CW7","2","F3",6.4,5.28571428571429,6.4,4.5
"ALAOEYIYW0CW7","3","F3",6.9,4.71428571428571,5.8,3.5
"ALAOEYIYW0CW7","4","F3",6.2,4.71428571428571,5.2,3.75
"ALAOEYIYW0CW7","5","F3",6.7,5,6.2,4.5
"ALDQRWYZ8KQ9A","1","F3",5.7,5.57142857142857,3,4.25
"ALDQRWYZ8KQ9A","2","F3",4.4,5.42857142857143,4.6,4.25
"ALDQRWYZ8KQ9A","3","F3",4.7,4.71428571428571,3.8,3
"AM0QVBV8L6QCJ","1","F3",5.1,6,3.2,4
"AM0QVBV8L6QCJ","2","F3",6.1,3.85714285714286,3.2,3.75
"AMA18W8F60Y2J","1","F3",4.9,4.71428571428571,2,4.25
"AMTTB8JUWRRM7","1","F3",5.1,4.42857142857143,2.4,4.75
"ANZNAAS2K0DSY","1","F3",5.5,5.85714285714286,3.2,3.5
"AOS2PVHT2HYTL","1","F3",4.8,5.71428571428571,3.2,3.75
"AOS2PVHT2HYTL","2","F3",4.1,6.28571428571429,4.4,2
"AOS2PVHT2HYTL","3","F3",5.1,5.71428571428571,3.6,3.75
"APY7YO8CH0ZDP","1","F3",6.8,5.42857142857143,5,4.75
"APY7YO8CH0ZDP","2","F3",5.6,5.42857142857143,2,4
"APY7YO8CH0ZDP","3","F3",5.8,4.14285714285714,2.2,4
"AQAXDL1INQC9Q","1","F3",4.9,4.85714285714286,2.2,3.5
"AQAXDL1INQC9Q","2","F3",5.1,5.28571428571429,3,2.75
"AQAXDL1INQC9Q","3","F3",5.2,4.71428571428571,5,1.75
"AQMLJYUQCSG22","1","F3",4.3,5.42857142857143,2.4,3.75
"AQMLJYUQCSG22","3","F3",1.9,4,1.4,1.5
"ARQR5NIFA1AJ","1","F3",4,3.85714285714286,3,3.75
"ARQR5NIFA1AJ","2","F3",5.2,4.28571428571429,5.8,3.25
"ARQR5NIFA1AJ","3","F3",3.8,4.28571428571429,4.6,1.5
"AS2MFSWNC5CQI","1","F3",6.1,5.71428571428571,4.2,3.5
"AS2MFSWNC5CQI","2","F3",6.3,5.85714285714286,4,5
"AS2MFSWNC5CQI","3","F3",5.6,6.42857142857143,4.2,3
"AS2MFSWNC5CQI","4","F3",5,5.14285714285714,4.2,5
"AS6FM754MF2B2","1","F3",6,5.85714285714286,3.2,4
"AS6FM754MF2B2","2","F3",5.9,5.42857142857143,3.6,3.5
"AS6FM754MF2B2","3","F3",6.1,4.42857142857143,4,4
"ASY5W2HJPIPF4","2","F3",3.9,5,4.4,4.5
"AU34T9OMHN4Z4","1","F3",5.5,6.28571428571429,4.2,3.5
"AU34T9OMHN4Z4","2","F3",4.8,4,3.2,4.5
"AU34T9OMHN4Z4","3","F3",4.7,4.42857142857143,3.6,5
"AUQTHU5AOZVQC","2","F3",6,5.71428571428571,5.2,2
"AUQTHU5AOZVQC","3","F3",6.7,5.57142857142857,5.2,4.75
"AUQTHU5AOZVQC","4","F3",5.5,6.42857142857143,4,3.25
"AVKMFV9CZ0MLR","1","F3",6.9,6,3.4,3
"AVKMFV9CZ0MLR","2","F3",6.8,6.28571428571429,3.4,2.25
"AVKMFV9CZ0MLR","3","F3",6.4,6.42857142857143,3.4,2.25
"AVKMFV9CZ0MLR","4","F3",7,5.57142857142857,3.4,2.25
