"MTurkCode","listNum","goal","endTime","goalType","progress_base","satisfaction_base","total_goal","commitment","effort","failure","implementation_intention","initial_time","other_resources","procrastination","regret","self_resources","urgency","AR_F1","commitment_F1","effort_F1","plan_F1","progress_F1","resources_other_F1","resources_self_F1","satisfaction_F1","status_F1","urgency_F1","AR_F2","commitment_F2","effort_F2","plan_F2","progress_F2","resources_other_F2","resources_self_F2","satisfaction_F2","status_F2","urgency_F2","AR_F3","commitment_F3","effort_F3","plan_F3","progress_F3","resources_other_F3","resources_self_F3","satisfaction_F3","status_F3","urgency_F3","terminate_time","ACRISS_F1","ACRISS_F2","ACRISS_F3","final_time","miss_final","all_progress","progress_final","satisfaction_final","status_final"
"A1T83SZBP2DN65",2,2,NA,"long-term",4,5,2,7,5,1,6,3,5,5,6,6,5,4,4,3,6,6,5,6,4,"continued",3,2,6,4,5,3,4,6,4,"continued",5,2,4,4,6,6,5,6,5,"continued",3,NA,2.16666666666667,2.66666666666667,2.66666666666667,"F3",FALSE,TRUE,6,5,"continued"
"A1TPGXT718D68E",3,1,"three_month","short-term",0,4,3,7,7,1,6,4,7,7,7,6,6,3,4,4,5,4,5,6,2,"continued",7,6,2,1,2,3,2,5,1,"continued",1,7,1,1,5,3,1,2,1,"abandoned",1,"F3",1.5,4,4.33333333333333,"F3",FALSE,TRUE,3,1,"abandoned"
"A1TPGXT718D68E",3,2,"in_weeks","short-term",2,1,3,7,7,3,7,4,5,4,7,3,7,1,7,7,7,10,7,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",1.66666666666667,NA,NA,"F1",FALSE,NA,10,7,"completed"
"A1TPGXT718D68E",3,3,"next_month","short-term",1,1,3,7,4,2,5,4,7,4,7,7,7,4,7,6,6,3,7,7,3,"continued",7,1,7,4,7,10,1,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.16666666666667,1.66666666666667,NA,"F2",FALSE,NA,10,7,"completed"
"A1U8LTCX5XYJ45",3,1,NA,"long-term",1,7,3,7,7,1,7,1,7,1,7,7,7,1,7,7,4,4,1,7,7,"continued",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,7,7,7,7,"continued",7,NA,2,NA,1.66666666666667,"F3",FALSE,NA,7,7,"continued"
"A1U8LTCX5XYJ45",3,2,NA,"long-term",2,7,3,7,7,1,7,2,7,4,7,7,7,1,7,7,4,9,1,7,7,"continued",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,5,7,7,7,"continued",7,NA,1.66666666666667,NA,1.66666666666667,"F3",FALSE,NA,5,7,"continued"
"A1U8LTCX5XYJ45",3,3,NA,"long-term",1,4,3,7,1,1,4,1,7,1,7,7,4,1,7,7,4,1,1,7,7,"continued",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,6,7,7,7,"continued",7,NA,2,NA,1.66666666666667,"F3",FALSE,NA,6,7,"continued"
"A1VFRCYMWGWWCZ",5,1,NA,"recurrance",2,2,6,5,3,3,5,3,3,5,4,6,2,8,3,5,5,2,3,5,2,"continued",4,4,5,3,5,4,4,3,2,"continued",4,2,6,6,5,8,5,5,5,"continued",5,NA,1.5,3.66666666666667,2.66666666666667,"F3",FALSE,TRUE,8,5,"continued"
"A1VFRCYMWGWWCZ",5,2,NA,"long-term",2,4,6,6,6,1,2,4,4,4,6,2,5,4,4,4,5,6,6,5,5,"continued",5,6,NA,4,2,3,3,5,2,"continued",3,8,4,6,5,4,2,5,2,"continued",5,NA,1.83333333333333,1.5,2.33333333333333,"F3",FALSE,TRUE,4,2,"continued"
"A1VFRCYMWGWWCZ",5,3,NA,"recurrance",4,4,6,6,6,3,5,2,5,6,5,6,5,8,4,5,3,3,3,7,3,"continued",5,2,7,5,6,7,5,6,5,"continued",6,1,7,5,5,9,6,5,5,"continued",6,NA,3,2.16666666666667,2.66666666666667,"F3",FALSE,TRUE,9,5,"continued"
"A1VFRCYMWGWWCZ",5,4,NA,"recurrance",3,5,6,4,5,3,5,1,7,4,3,6,3,7,1,2,5,4,3,6,1,"continued",6,8,5,5,5,3,6,5,2,"continued",6,4,6,6,5,7,6,5,6,"continued",5,NA,3.33333333333333,1.83333333333333,2,"F3",FALSE,TRUE,7,6,"continued"
"A1VFRCYMWGWWCZ",5,5,NA,"long-term",0,2,6,4,2,1,2,5,5,3,4,7,1,4,5,5,5,NA,6,5,5,"continued",4,3,5,5,5,7,6,5,5,"continued",4,5,3,4,6,6,5,5,5,"continued",5,NA,2.33333333333333,2,3.66666666666667,"F3",FALSE,NA,6,5,"continued"
"A1VRG5HKZC0H0C",5,1,"in_weeks","short-term",3,7,5,7,3,2,7,1,4,1,7,7,3,3,7,6,7,10,5,7,7,"completed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.33333333333333,NA,NA,"F1",FALSE,NA,10,7,"completed"
"A1VRG5HKZC0H0C",5,2,"three_month","short-term",0,2,5,7,4,1,1,2,7,1,7,3,7,2,7,4,7,5,4,6,7,"continued",7,1,7,6,7,11,4,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.83333333333333,1.83333333333333,NA,"F2",FALSE,NA,11,7,"completed"
"A1VRG5HKZC0H0C",5,3,"two_month","short-term",0,4,5,7,7,1,5,5,5,3,7,7,4,4,7,7,5,5,4,5,5,"continued",7,1,7,7,5,11,4,5,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.33333333333333,1.83333333333333,NA,"F2",FALSE,NA,11,7,"completed"
"A1VRG5HKZC0H0C",5,4,NA,"recurrance",3,4,5,4,5,1,3,5,4,4,3,5,3,4,3,4,4,8,3,4,4,"continued",3,4,4,4,3,7,4,4,4,"continued",2,4,4,5,5,8,4,4,5,"continued",3,NA,2.16666666666667,2.16666666666667,2.5,"F3",FALSE,TRUE,8,5,"continued"
"A1VRG5HKZC0H0C",5,5,NA,"recurrance",3,4,5,5,4,3,4,5,4,4,4,5,3,4,3,3,3,5,4,5,4,"continued",2,4,4,4,3,7,3,4,4,"continued",2,6,2,2,3,4,4,1,2,"continued",2,NA,2.33333333333333,2.16666666666667,3.16666666666667,"F3",FALSE,TRUE,4,2,"continued"
"A1W7I6FN183I8F",5,1,NA,"recurrance",6,3,7,7,7,2,5,3,5,2,6,6,4,2,6,7,6,8,6,6,6,"continued",5,3,6,7,6,8,6,6,6,"continued",5,3,5,6,5,9,3,6,5,"continued",4,NA,1.5,2.16666666666667,2,"F3",FALSE,TRUE,9,5,"continued"
"A1W7I6FN183I8F",5,2,NA,"recurrance",4,1,7,6,5,1,7,2,7,2,7,6,2,5,4,3,7,4,2,4,3,"continued",1,5,5,3,6,4,5,5,3,"continued",3,2,7,5,6,9,1,6,7,"continued",2,NA,1.83333333333333,2.33333333333333,2,"F3",FALSE,TRUE,9,7,"continued"
"A1W7I6FN183I8F",5,3,"three_month","short-term",0,1,7,6,5,1,6,3,5,4,6,6,5,4,4,4,5,6,3,5,5,"continued",3,4,5,6,6,6,2,4,5,"continued",5,5,4,3,3,5,1,6,3,"continued",2,NA,2,1.83333333333333,3,"F3",FALSE,TRUE,5,3,"continued"
"A1W7I6FN183I8F",5,4,NA,"recurrance",5,2,7,6,6,3,5,1,7,5,7,7,5,1,7,6,5,9,4,7,6,"continued",2,1,7,6,4,7,5,6,5,"continued",2,3,6,5,3,6,4,7,5,"continued",2,NA,2,1.66666666666667,1.66666666666667,"F3",FALSE,TRUE,6,5,"continued"
"A1W7I6FN183I8F",5,5,NA,"recurrance",3,2,7,4,3,1,4,3,5,5,4,7,1,3,5,5,6,10,1,7,7,"continued",2,4,3,4,2,9,1,7,6,"continued",1,4,4,4,3,7,1,7,5,"continued",3,NA,2.16666666666667,1.66666666666667,2.5,"F3",FALSE,TRUE,7,5,"continued"
"A1W850QN9RK019",5,2,"two_month","short-term",4,3,5,6,6,3,5,1,6,7,3,5,5,4,6,5,5,7,6,5,6,"continued",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,10,5,4,5,"completed",4,"F3",3.33333333333333,NA,3,"F3",FALSE,NA,10,5,"completed"
"A1W850QN9RK019",5,3,NA,"long-term",5,5,5,6,6,1,6,1,4,2,3,5,4,2,5,6,5,6,6,6,6,"continued",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,3,5,5,5,"continued",4,NA,3,NA,2.66666666666667,"F3",FALSE,NA,3,5,"continued"
"A1W850QN9RK019",5,4,"two_month","short-term",4,6,5,7,6,2,5,5,7,1,1,5,6,4,5,6,5,7,6,6,6,"continued",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,6,4,4,4,"continued",4,NA,3,NA,3.5,"F3",FALSE,NA,6,4,"continued"
"A1W850QN9RK019",5,5,NA,"recurrance",8,6,5,6,5,3,4,3,7,6,3,5,5,2,6,5,5,9,6,6,7,"continued",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,6,9,6,6,6,"completed",5,"F3",2.83333333333333,NA,3,"F3",FALSE,NA,9,6,"completed"
"A1WJYF201K77BI",5,1,NA,"recurrance",2,4,5,7,6,3,6,4,4,5,7,6,7,4,5,6,5,8,2,5,3,"continued",7,4,5,5,5,8,3,6,5,"completed",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.5,1.83333333333333,NA,"F2",FALSE,NA,8,5,"completed"
"A1WJYF201K77BI",5,2,NA,"recurrance",8,1,5,5,6,3,3,1,3,6,6,5,3,7,2,2,3,1,NA,6,2,"continued",2,4,5,5,5,6,2,5,3,"completed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.5,2.16666666666667,NA,"F2",FALSE,NA,6,3,"completed"
"A1WJYF201K77BI",5,3,NA,"recurrance",1,1,5,5,3,3,3,1,2,7,5,5,3,6,1,2,1,0,1,5,1,"continued",1,6,1,1,3,0,3,6,1,"continued",5,6,1,1,1,0,4,5,1,"abandoned",1,"F3",3,3.16666666666667,3.16666666666667,"F3",FALSE,TRUE,0,1,"abandoned"
"A1WJYF201K77BI",5,4,NA,"recurrance",3,2,5,5,5,3,5,1,4,5,5,5,5,6,2,2,2,1,2,5,2,"abandoned",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",3.5,NA,NA,"F1",FALSE,NA,1,2,"abandoned"
"A1WJYF201K77BI",5,5,NA,"recurrance",5,5,5,6,5,3,6,1,3,4,5,6,5,2,6,5,5,9,1,6,6,"completed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.5,NA,NA,"F1",FALSE,NA,9,6,"completed"
"A1WQACYPLESVGL",5,1,"next_month","short-term",6,2,6,6,5,1,6,3,5,5,6,5,6,7,5,5,5,4,2,5,2,"continued",6,6,6,5,5,6,2,6,2,"continued",6,6,3,3,5,6,5,6,1,"continued",4,NA,1.5,2,2.16666666666667,"F3",FALSE,TRUE,6,1,"continued"
"A1WQACYPLESVGL",5,2,"in_weeks","short-term",1,2,6,5,2,3,3,3,5,6,5,5,6,6,4,3,3,7,1,2,3,"continued",3,2,4,3,3,10,1,6,5,"completed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.33333333333333,2,NA,"F2",FALSE,NA,10,5,"completed"
"A1WQACYPLESVGL",5,3,NA,"recurrance",3,1,6,6,4,3,5,3,6,5,5,3,4,5,5,4,2,4,1,2,2,"continued",2,7,4,4,2,7,1,5,3,"continued",3,7,2,2,3,7,4,3,2,"continued",4,NA,2,2,2.5,"F3",FALSE,TRUE,7,2,"continued"
"A1WQACYPLESVGL",5,4,NA,"recurrance",1,2,6,6,2,1,7,1,4,3,4,5,3,3,5,4,3,9,1,6,6,"completed",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.33333333333333,NA,NA,"F1",FALSE,NA,9,6,"completed"
"A1WQACYPLESVGL",5,5,"three_month","short-term",3,2,6,4,2,2,5,2,3,6,5,4,4,5,1,1,1,0,1,3,2,"continued",3,7,2,2,3,4,1,6,2,"continued",1,5,2,1,2,7,4,5,3,"continued",3,NA,3.16666666666667,3.16666666666667,3.16666666666667,"F3",FALSE,TRUE,7,3,"continued"
"A1WS9UHL45VZ0X",3,1,"three_month","short-term",0,1,3,7,6,2,5,3,5,2,4,5,7,4,5,6,5,6,7,4,3,"continued",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,4,6,6,3,3,"adjusted",7,NA,2.83333333333333,NA,2.16666666666667,"F3",FALSE,NA,6,3,"adjusted"
"A1WS9UHL45VZ0X",3,2,NA,"recurrance",7,5,3,4,3,3,2,1,5,3,4,5,3,2,5,2,5,9,4,7,7,"continued",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,11,3,7,7,"continued",4,NA,2.33333333333333,NA,2,"F3",FALSE,NA,11,7,"continued"
"A1WS9UHL45VZ0X",3,3,NA,"recurrance",4,2,3,5,5,3,3,1,3,6,6,3,5,6,2,2,2,3,3,5,2,"continued",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,1,2,5,1,"abandoned",2,"F3",3.5,NA,3.5,"F3",FALSE,NA,1,1,"abandoned"
"A1WZY0K6IE3ASG",5,1,NA,"recurrance",6,4,7,7,5,3,5,5,7,4,7,7,5,4,4,5,6,6,6,6,3,"continued",5,7,4,5,4,7,6,6,3,"continued",4,7,3,4,7,4,7,7,1,"continued",2,NA,2.83333333333333,3.33333333333333,3.16666666666667,"F3",FALSE,TRUE,4,1,"continued"
"A1WZY0K6IE3ASG",5,2,NA,"recurrance",0,2,7,6,4,2,6,6,6,5,6,7,4,6,2,2,4,1,6,6,1,"continued",3,5,2,2,4,2,5,7,1,"continued",2,5,3,2,3,3,6,6,1,"continued",3,NA,2.83333333333333,2.5,2.66666666666667,"F3",FALSE,TRUE,3,1,"continued"
"A1WZY0K6IE3ASG",5,3,NA,"recurrance",8,6,7,6,4,3,5,3,2,5,7,6,6,3,6,5,4,10,4,6,6,"continued",4,4,5,4,4,8,4,5,5,"continued",4,4,7,5,3,8,5,6,6,"continued",6,NA,2.33333333333333,2.5,2.33333333333333,"F3",FALSE,TRUE,8,6,"continued"
"A1WZY0K6IE3ASG",5,4,NA,"recurrance",0,4,7,4,2,1,3,8,5,5,2,6,2,4,4,3,4,6,5,6,4,"continued",3,8,4,2,4,5,7,6,4,"continued",3,8,3,2,4,5,5,6,4,"continued",2,NA,2.83333333333333,3.16666666666667,3.33333333333333,"F3",FALSE,TRUE,5,4,"continued"
"A1X388C6SDCDEY",4,1,NA,"recurrance",3,2,4,6,2,3,3,1,4,7,6,7,3,4,5,5,3,5,2,7,5,"continued",7,6,5,4,5,4,1,7,3,"continued",4,4,6,5,6,5,1,7,4,"continued",6,NA,1.66666666666667,2.16666666666667,1.66666666666667,"F3",FALSE,TRUE,5,4,"continued"
"A1X388C6SDCDEY",4,2,NA,"recurrance",2,1,4,4,2,3,2,1,2,6,5,5,3,8,1,2,2,1,2,7,1,"continued",1,6,1,1,1,1,1,5,1,"adjusted",1,6,1,1,1,NA,2,6,NA,"continued",2,NA,3.33333333333333,3.5,3.66666666666667,"F3",FALSE,NA,NA,NA,"continued"
"A1X388C6SDCDEY",4,3,NA,"recurrance",5,2,4,6,4,3,3,1,2,5,7,7,6,4,5,5,4,5,3,5,4,"continued",7,2,5,5,1,NA,1,6,4,"continued",5,6,5,6,2,4,1,5,2,"continued",5,NA,2,2.83333333333333,2.5,"F3",FALSE,NA,4,2,"continued"
"A1X388C6SDCDEY",4,4,NA,"recurrance",2,1,4,7,1,3,1,1,2,7,7,7,7,5,5,5,3,3,3,7,3,"continued",5,6,2,1,1,1,1,1,1,"continued",1,4,5,5,3,6,2,5,5,"continued",5,NA,2.33333333333333,3.66666666666667,2.83333333333333,"F3",FALSE,TRUE,6,5,"continued"
"A1XRWOK00HK1J4",4,1,NA,"recurrance",4,2,4,6,6,2,6,8,4,7,3,6,3,7,2,2,5,2,1,5,1,"continued",2,7,2,2,3,2,1,4,1,"continued",2,5,1,1,1,1,1,3,1,"abandoned",1,"F3",3.16666666666667,3.83333333333333,4,"F3",FALSE,TRUE,1,1,"abandoned"
"A1XRWOK00HK1J4",4,2,NA,"recurrance",8,6,4,7,7,1,5,8,1,1,5,7,7,2,4,4,5,5,1,6,3,"continued",4,8,3,3,3,5,1,5,5,"adjusted",4,2,4,4,4,5,1,7,5,"continued",2,NA,2.16666666666667,3,2.66666666666667,"F3",FALSE,TRUE,5,5,"continued"
"A1XRWOK00HK1J4",4,3,NA,"recurrance",8,6,4,6,6,1,6,8,1,1,6,5,6,1,7,4,7,10,1,7,7,"continued",7,1,7,3,7,10,1,7,7,"continued",4,3,6,6,7,9,1,5,6,"continued",6,NA,1.66666666666667,1.83333333333333,1.33333333333333,"F3",FALSE,TRUE,9,6,"continued"
"A1XRWOK00HK1J4",4,4,NA,"recurrance",0,4,4,7,7,1,5,8,1,3,6,6,7,1,6,6,3,8,1,7,6,"continued",6,2,6,6,1,9,4,5,7,"continued",4,3,4,5,1,8,1,7,5,"continued",5,NA,2.66666666666667,1.66666666666667,2.16666666666667,"F3",FALSE,TRUE,8,5,"continued"
"A1XUZFDVKP95VC",2,1,NA,"long-term",3,3,2,6,5,3,4,3,6,2,7,7,6,5,3,4,5,3,4,6,3,"continued",3,2,5,4,5,6,5,7,5,"continued",3,2,6,5,5,9,4,7,6,"continued",4,NA,2.83333333333333,2.33333333333333,2.5,"F3",FALSE,TRUE,9,6,"continued"
"A1XUZFDVKP95VC",2,2,"in_weeks","short-term",7,5,2,7,4,1,3,2,5,2,6,6,7,4,7,5,4,5,5,7,5,"continued",5,4,7,6,5,11,6,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.16666666666667,2,NA,"F2",FALSE,NA,11,7,"completed"
"A1YPOIURXB6ESR",4,1,"three_month","short-term",1,2,4,6,6,3,6,1,5,4,6,6,5,7,4,4,5,3,5,5,2,"continued",4,7,5,4,5,4,5,4,1,"continued",4,6,4,4,5,5,5,3,1,"continued",4,NA,1.83333333333333,2,2.66666666666667,"F3",FALSE,TRUE,5,1,"continued"
"A1YPOIURXB6ESR",4,2,NA,"recurrance",1,2,4,7,2,3,7,1,6,6,6,7,4,1,7,7,5,11,4,7,7,"continued",1,1,7,7,6,11,6,7,7,"continued",7,1,7,4,7,11,7,7,7,"continued",1,NA,1.66666666666667,1.5,1.66666666666667,"F3",FALSE,TRUE,11,7,"continued"
"A1YPOIURXB6ESR",4,3,"three_month","short-term",2,2,4,7,6,1,5,3,7,4,7,4,7,5,7,7,5,5,6,5,5,"continued",7,7,7,6,5,3,5,4,2,"continued",7,8,7,6,5,5,5,3,2,"adjusted",7,NA,1.83333333333333,2,2.16666666666667,"F3",FALSE,TRUE,5,2,"adjusted"
"A1YPOIURXB6ESR",4,4,"three_month","short-term",2,2,4,6,6,3,5,1,5,3,2,4,6,8,7,6,5,4,5,5,3,"continued",7,7,6,6,5,3,5,4,1,"continued",6,8,6,5,5,5,5,3,3,"adjusted",4,NA,1.83333333333333,2,2.16666666666667,"F3",FALSE,TRUE,5,3,"adjusted"
"A1Z2ZGPJRGG0G3",3,1,NA,"recurrance",5,6,3,7,2,1,7,8,4,1,1,6,4,1,7,4,5,5,1,6,6,"continued",2,4,4,1,2,6,1,2,6,"adjusted",2,8,6,4,2,0,2,2,3,"continued",4,NA,1.66666666666667,3.66666666666667,3.16666666666667,"F3",FALSE,TRUE,0,3,"continued"
"A1Z2ZGPJRGG0G3",3,2,NA,"recurrance",5,5,3,4,4,2,6,2,3,6,3,6,2,4,2,2,1,1,1,5,3,"continued",2,4,1,1,4,6,4,6,6,"adjusted",1,4,1,1,1,NA,4,4,NA,"continued",1,NA,3.5,2.33333333333333,3.66666666666667,"F3",FALSE,NA,NA,NA,"continued"
"A1Z2ZGPJRGG0G3",3,3,"in_weeks","short-term",0,5,3,7,7,2,6,4,6,4,6,7,4,1,6,7,7,10,7,7,7,"continued",7,4,7,1,4,11,2,4,7,"completed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.66666666666667,1.66666666666667,NA,"F2",FALSE,NA,11,7,"completed"
"A1ZT0TLZZTT47M",5,1,NA,"recurrance",8,5,6,6,6,3,5,1,6,2,4,6,4,4,6,4,6,8,5,6,5,"continued",3,7,4,3,6,3,2,7,3,"continued",3,8,3,4,3,3,2,6,3,"continued",3,NA,2.16666666666667,2.16666666666667,2.83333333333333,"F3",FALSE,TRUE,3,3,"continued"
"A1ZT0TLZZTT47M",5,2,NA,"recurrance",4,5,6,7,5,1,6,3,5,4,5,7,6,8,3,2,6,3,2,6,4,"continued",3,8,3,2,2,3,2,6,2,"continued",3,8,3,3,2,2,2,6,2,"continued",3,NA,2.16666666666667,2.33333333333333,2.83333333333333,"F3",FALSE,TRUE,2,2,"continued"
"A1ZT0TLZZTT47M",5,3,"three_month","short-term",5,6,6,7,6,1,6,2,6,2,7,7,6,4,4,3,6,6,6,7,5,"continued",3,2,6,4,6,8,5,6,6,"continued",4,4,4,4,6,5,5,7,5,"continued",6,NA,2,2.66666666666667,2.66666666666667,"F3",FALSE,TRUE,5,5,"continued"
"A1ZT30BGR3266K",2,1,NA,"recurrance",7,5,2,6,6,3,5,3,6,3,4,6,4,1,7,6,5,10,6,6,6,"continued",6,1,7,7,5,10,6,6,6,"continued",6,2,6,6,6,10,6,6,6,"continued",6,NA,2.33333333333333,2.66666666666667,2.5,"F3",FALSE,TRUE,10,6,"continued"
"A1ZT30BGR3266K",2,2,NA,"recurrance",7,5,2,5,3,1,6,5,5,2,4,6,4,2,6,4,5,10,6,6,6,"continued",5,4,5,5,5,9,5,6,5,"continued",6,4,5,5,6,9,6,6,5,"continued",5,NA,2.33333333333333,2.83333333333333,2.66666666666667,"F3",FALSE,TRUE,9,5,"continued"
"A207IHY6GERCFO",3,1,NA,"recurrance",8,6,3,7,6,1,7,1,6,1,7,6,4,2,6,6,6,3,1,7,4,"continued",6,4,7,7,7,9,3,6,6,"continued",7,4,6,6,6,5,3,6,4,"continued",6,NA,1.83333333333333,2,2,"F3",FALSE,TRUE,5,4,"continued"
"A207IHY6GERCFO",3,2,"three_month","short-term",1,2,3,5,4,3,4,1,5,4,5,4,6,6,4,3,4,1,2,3,1,"continued",5,6,5,4,3,2,4,4,2,"continued",6,6,4,4,3,1,4,3,1,"continued",6,NA,2.33333333333333,2.83333333333333,2.66666666666667,"F3",FALSE,TRUE,1,1,"continued"
"A207IHY6GERCFO",3,3,NA,"recurrance",2,3,3,4,4,3,5,1,4,4,4,5,5,6,3,3,3,1,4,4,2,"continued",3,6,3,2,4,2,3,4,2,"continued",2,6,2,2,4,2,3,5,2,"continued",2,NA,2.5,2.5,2.5,"F3",FALSE,TRUE,2,2,"continued"
"A2196WCNDZULFS",3,1,NA,"long-term",2,5,3,7,4,3,6,1,4,6,7,7,6,8,4,3,5,2,3,6,2,"continued",4,8,5,4,5,5,5,6,5,"continued",4,8,5,4,5,7,6,6,5,"continued",7,NA,2.33333333333333,2.33333333333333,2.33333333333333,"F3",FALSE,TRUE,7,5,"continued"
"A2196WCNDZULFS",3,2,NA,"long-term",0,1,3,7,3,3,6,1,4,6,7,5,7,8,2,2,3,0,2,5,1,"continued",4,8,1,1,1,0,1,5,1,"continued",3,1,6,7,6,2,5,6,5,"continued",6,NA,2.5,2.66666666666667,2.66666666666667,"F3",FALSE,TRUE,2,5,"continued"
"A2196WCNDZULFS",3,3,NA,"long-term",6,5,3,7,4,3,6,1,4,3,7,5,7,2,6,6,7,2,2,5,5,"continued",6,2,7,5,7,6,6,6,5,"continued",5,3,7,4,7,9,5,6,7,"continued",4,NA,1.66666666666667,1.66666666666667,1.66666666666667,"F3",FALSE,TRUE,9,7,"continued"
"A21BXRUD15TQL8",3,1,NA,"long-term",0,2,3,4,5,3,3,3,5,4,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"A21BXRUD15TQL8",3,2,"three_month","short-term",2,4,3,6,4,1,5,5,5,2,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"A21BXRUD15TQL8",3,3,NA,"recurrance",5,3,3,6,5,1,6,3,6,3,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"A21ZYTE6WOKUA",4,1,NA,"long-term",8,7,2,7,7,1,7,4,7,1,5,7,1,1,7,7,7,11,7,7,7,"abandoned",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",1.66666666666667,NA,NA,"F1",FALSE,NA,11,7,"abandoned"
"A21ZYTE6WOKUA",4,2,NA,"long-term",4,5,2,7,7,2,7,1,7,7,4,5,4,1,7,7,7,11,7,7,7,"completed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",3,NA,NA,"F1",FALSE,NA,11,7,"completed"
"A21ZYTE6WOKUA",4,3,NA,"long-term",5,4,2,7,7,3,7,1,7,4,4,7,1,1,7,7,7,7,7,7,7,"continued",4,1,7,7,7,11,7,7,7,"completed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",4.33333333333333,3.16666666666667,NA,"F2",FALSE,NA,11,7,"completed"
"A21ZYTE6WOKUA",4,4,"three_month","short-term",9,7,2,7,7,1,7,1,7,4,7,7,7,2,7,7,7,7,5,7,6,"continued",7,2,7,7,7,7,7,5,4,"continued",7,4,7,7,7,9,7,7,7,"continued",7,NA,4.5,2.5,4,"F3",FALSE,TRUE,9,7,"continued"
"A225BMTMXUR5F4",5,1,"two_month","short-term",8,6,7,7,4,1,7,2,5,2,7,7,6,1,7,6,7,11,2,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.5,NA,NA,"F1",FALSE,NA,11,7,"completed"
"A225BMTMXUR5F4",5,2,NA,"recurrance",0,4,7,7,5,1,5,3,3,2,7,5,5,8,4,2,1,1,4,3,2,"continued",2,1,6,6,3,9,4,6,4,"continued",5,4,5,3,3,9,5,3,5,"continued",5,NA,2,2.33333333333333,1.83333333333333,"F3",FALSE,TRUE,9,5,"continued"
"A225BMTMXUR5F4",5,3,NA,"long-term",1,1,7,6,4,1,2,3,4,2,2,4,4,4,5,5,2,9,5,2,2,"continued",4,5,4,3,3,2,3,4,1,"continued",5,5,3,3,2,2,4,5,2,"continued",3,NA,3,2.5,3.16666666666667,"F3",FALSE,TRUE,2,2,"continued"
