"MTurkCode","listNum","total_goal","goal","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
26309,2,2,1,5,4,8,6,5,6,6,6,6,5,5,5,4,6,5,5,3,5,5,2,1,5,6,6,5,8,6,4,2,4,5,6,5,4,3,5,6,6,2,4,6
26309,2,2,2,6,7,6,1,5,6,6,6,5,6,2,3,4,5,6,5,1,4,6,1,2,6,4,6,6,4,5,5,1,4,5,6,4,6,5,6,5,6,2,4,6
26480,5,6,1,2,7,5,1,5,6,2,5,5,6,4,1,4,3,5,3,3,2,2,3,1,2,6,5,4,6,6,7,3,3,7,3,2,5,4,6,5,7,3,2,5
26480,5,6,2,2,7,5,7,7,6,7,3,6,3,5,1,7,4,7,6,3,5,2,1,2,7,7,2,7,5,7,3,6,1,7,4,1,4,6,2,3,7,3,5,1
26480,5,6,3,4,7,8,4,6,7,2,6,6,4,6,2,5,3,6,6,3,NA,7,3,1,5,6,5,6,7,3,1,5,3,6,5,5,6,5,6,6,7,4,5,1
26480,5,6,4,6,1,9,5,6,4,3,6,4,6,4,4,3,7,5,5,NA,NA,3,3,1,5,6,5,6,8,5,3,7,5,5,7,4,4,3,6,7,4,4,3,6
26480,5,6,5,1,4,8,5,3,4,5,4,4,5,1,3,2,2,4,2,1,NA,1,1,1,5,6,2,3,4,3,7,1,2,3,5,1,3,4,7,7,3,3,1,1
26763,3,2,1,4,7,8,7,6,6,6,6,7,6,1,4,NA,6,7,5,1,1,2,2,2,4,6,6,7,6,6,2,2,2,6,2,2,2,5,5,4,7,4,6,2
26763,3,2,2,4,7,11,6,5,5,4,6,5,5,1,4,4,6,4,4,3,1,4,1,2,2,4,5,4,4,3,2,2,2,4,2,2,3,4,5,4,4,3,4,2
26763,3,2,3,4,7,8,7,6,6,6,5,6,7,1,1,NA,7,5,5,1,NA,4,3,2,6,6,6,5,8,5,4,5,1,5,2,2,2,5,5,6,6,3,5,3
26913,3,2,1,5,7,7,7,5,6,6,5,5,7,2,2,4,6,5,7,3,5,2,3,2,6,5,5,6,6,5,2,5,2,7,6,2,4,4,6,6,6,4,4,6
26913,3,2,2,6,7,9,7,4,4,4,6,6,5,2,2,5,5,5,4,1,3,2,3,2,5,5,6,6,7,4,2,3,5,4,5,2,2,5,7,6,5,3,5,4
26913,3,2,3,6,6,10,5,5,5,3,5,4,7,2,3,4,6,3,4,1,NA,2,1,1,3,6,5,4,5,3,2,2,2,4,5,3,6,4,7,5,6,3,2,2
27084,5,3,1,7,7,11,1,7,7,7,7,7,7,1,1,7,7,4,7,NA,7,4,1,NA,7,7,7,7,6,7,7,4,7,4,7,1,1,7,7,7,7,3,3,4
27084,5,3,2,4,4,11,7,4,6,4,7,7,4,1,1,1,7,1,7,NA,1,7,1,NA,1,7,7,4,1,7,4,1,1,7,4,1,1,4,7,7,7,3,1,1
27084,5,3,3,7,7,11,1,7,7,7,7,7,7,1,4,4,7,4,7,NA,NA,7,1,2,7,7,7,7,7,7,7,7,7,7,4,4,1,7,7,7,7,3,4,1
27084,5,3,4,7,4,11,4,7,7,7,6,7,1,1,2,6,7,4,7,NA,NA,7,1,2,4,7,7,7,2,1,7,7,7,7,7,1,1,7,7,6,7,2,4,4
27084,5,3,5,4,7,12,7,7,7,4,7,7,4,1,4,4,7,7,7,NA,NA,1,1,2,4,7,7,4,4,4,7,4,4,6,7,1,1,7,7,4,4,2,4,1
27116,2,2,1,7,7,9,1,6,6,7,7,6,5,1,7,2,7,5,5,2,1,1,3,1,6,5,5,6,6,5,1,1,4,7,4,1,4,6,6,6,7,4,5,1
27116,2,2,2,6,7,9,2,6,6,7,7,6,7,1,7,2,7,6,5,1,1,1,3,1,7,7,6,7,8,6,1,1,4,7,4,1,4,5,6,7,7,3,6,1
27990,5,5,1,5,4,9,4,7,7,5,6,7,2,7,5,7,4,5,5,1,7,5,1,2,4,7,7,7,3,5,1,7,7,5,3,5,1,7,5,7,6,3,7,7
27990,5,5,2,5,4,9,4,7,6,2,7,7,2,5,5,7,7,4,6,3,7,5,1,2,2,7,7,7,3,4,4,6,7,7,2,2,1,7,7,7,7,3,7,7
27990,5,5,3,5,4,9,4,6,6,2,7,7,5,5,5,7,5,4,5,3,NA,4,1,2,2,7,7,7,3,6,2,7,7,7,4,2,1,7,7,7,5,3,7,7
27990,5,5,4,4,6,10,5,4,4,5,7,5,3,4,2,3,7,4,4,3,NA,1,1,2,7,5,7,5,2,3,6,3,4,7,4,1,3,5,7,4,7,3,2,4
27990,5,5,5,5,7,8,7,6,6,7,7,6,6,4,3,3,7,6,5,3,NA,1,1,2,7,5,7,5,2,3,5,2,4,7,2,1,2,5,6,5,7,3,3,2
28254,3,3,1,4,7,9,2,6,7,7,6,7,5,6,4,7,6,7,7,1,6,5,3,1,7,7,6,7,8,6,1,6,7,7,5,4,4,7,6,7,7,4,6,7
28254,3,3,2,6,6,10,6,6,6,6,6,7,6,2,5,4,7,5,5,3,5,2,3,1,6,6,6,6,5,6,4,4,5,6,4,3,4,5,6,7,5,4,6,4
28254,3,3,3,5,7,10,7,7,6,5,5,7,5,2,7,7,5,7,7,NA,NA,3,1,1,6,7,6,6,8,7,2,7,6,7,5,3,2,7,6,6,7,4,7,7
28920,3,3,1,3,1,5,3,3,3,5,5,6,5,3,5,3,6,6,4,1,4,2,2,1,5,5,2,5,8,5,1,3,3,3,5,2,6,4,4,5,5,4,5,5
28920,3,3,2,5,6,9,7,6,5,6,6,7,6,2,5,4,6,5,6,3,3,2,1,2,6,6,6,5,7,7,4,5,4,7,4,3,2,6,6,6,7,3,5,5
28920,3,3,3,4,5,6,3,4,3,7,3,4,7,4,4,5,5,3,4,1,NA,3,1,1,5,7,4,4,7,5,3,5,4,4,5,5,6,5,5,6,4,3,5,5
29845,5,5,1,5,7,10,7,3,6,7,7,4,2,1,4,3,7,5,2,2,1,2,3,1,4,7,7,6,8,3,2,2,4,4,4,1,6,4,7,7,7,4,4,1
29845,5,5,2,5,4,9,5,6,6,7,6,4,7,1,4,2,7,4,3,1,1,1,3,1,4,7,5,7,8,4,1,4,4,5,1,4,6,7,5,7,6,4,7,1
29845,5,5,3,2,7,3,7,6,5,6,5,4,7,3,4,2,7,7,4,2,NA,2,3,1,5,7,4,7,8,5,1,4,4,6,1,4,5,7,4,7,6,4,6,1
29845,5,5,4,4,7,9,7,3,2,4,5,6,7,3,3,1,7,7,5,2,NA,7,3,1,5,6,5,7,8,6,1,6,4,7,1,2,3,4,3,7,7,4,6,1
29845,5,5,5,2,7,5,7,5,6,6,4,3,7,4,5,4,7,7,5,1,NA,6,3,1,4,7,4,7,8,6,1,6,4,5,1,4,7,7,4,7,3,4,6,1
30222,3,3,1,7,7,8,2,6,6,7,7,7,7,2,7,1,6,5,5,3,6,2,3,1,7,7,7,7,6,7,1,6,6,7,7,6,4,7,7,7,7,1,5,7
30222,3,3,2,4,7,7,1,7,7,7,7,6,7,2,6,1,7,7,6,3,7,3,3,1,7,7,6,7,7,7,2,7,7,7,6,6,4,6,6,7,1,NA,6,7
30222,3,3,3,7,7,9,7,5,5,1,7,7,5,5,1,1,7,4,6,2,NA,1,3,1,7,5,7,6,6,4,7,1,6,7,4,1,2,5,7,6,7,3,4,4
30384,2,2,1,4,7,9,6,7,6,6,7,6,5,2,6,6,6,4,6,3,1,1,1,2,5,7,7,6,4,7,7,5,7,7,2,1,1,4,7,6,7,4,4,3
30384,2,2,2,4,7,5,7,7,5,6,7,7,5,1,5,3,7,5,6,3,1,5,1,2,5,7,6,5,7,7,5,5,7,7,2,1,1,3,7,6,7,4,6,3
30481,5,1,1,7,3,9,3,5,5,7,5,6,7,7,5,4,6,5,7,2,6,6,2,2,6,6,5,5,6,7,6,7,5,6,6,7,5,6,6,5,5,3,6,6
30481,5,1,2,5,3,10,2,4,4,5,5,6,6,6,6,1,6,6,6,2,6,5,1,1,7,5,5,5,5,7,7,4,5,5,5,5,7,6,6,6,5,2,6,5
30481,5,1,3,7,2,8,2,6,4,7,6,6,6,6,5,2,4,6,4,1,NA,6,1,2,7,7,6,5,7,4,5,5,5,5,5,7,5,5,6,7,6,2,6,4
30481,5,1,4,6,3,7,3,5,6,5,5,6,5,7,6,3,6,5,5,2,NA,5,1,2,7,7,6,6,6,6,6,7,7,6,6,6,6,5,6,5,7,3,5,5
30481,5,1,5,5,2,7,2,4,7,6,6,6,5,5,5,4,5,6,6,3,NA,5,2,2,5,5,6,5,8,7,5,5,5,6,5,6,5,6,6,7,6,1,5,5
30600,1,1,1,6,7,8,2,6,6,7,6,6,7,1,2,3,7,6,5,1,6,2,3,1,7,6,5,6,8,3,3,5,3,7,5,2,4,6,6,6,7,3,7,4
30736,5,5,1,4,7,9,7,7,7,7,7,7,7,1,7,3,7,7,6,NA,7,6,3,2,7,7,7,7,7,7,1,1,1,7,6,5,7,7,7,7,7,2,7,4
30736,5,5,2,4,7,10,3,7,7,7,6,6,7,1,4,4,7,7,4,NA,7,5,3,1,7,7,5,7,8,6,1,1,2,7,6,2,7,7,6,7,5,3,5,7
30736,5,5,3,7,7,6,7,6,6,6,7,7,7,1,1,2,2,6,2,NA,NA,6,3,1,1,7,6,6,6,1,6,1,1,7,7,5,7,6,7,7,7,3,5,7
30736,5,5,4,6,7,8,7,7,7,7,6,7,7,1,7,6,2,6,3,1,NA,1,3,1,7,7,2,7,8,7,5,1,7,7,5,1,2,7,5,7,6,4,6,7
30736,5,5,5,7,7,12,7,5,5,7,7,7,7,1,1,4,7,1,1,3,NA,1,1,1,6,7,7,7,4,1,5,1,7,7,7,1,1,7,7,7,7,1,6,2
30817,3,3,1,7,6,10,5,2,3,5,6,7,3,1,2,1,7,3,4,3,1,1,1,1,6,2,6,5,6,6,5,1,6,4,3,1,1,7,6,4,3,3,2,6
30817,3,3,2,6,5,10,2,2,4,7,6,7,3,5,7,6,5,5,5,3,7,7,1,1,1,7,7,7,7,6,1,6,6,3,6,4,1,7,5,5,NA,3,7,7
30817,3,3,3,2,5,9,6,5,2,3,5,4,4,2,3,2,3,5,2,3,NA,5,1,2,5,5,7,3,5,1,1,2,2,6,5,2,2,3,7,5,3,3,2,6
31288,3,3,1,4,7,8,1,7,7,7,7,7,4,5,7,7,7,4,5,3,4,1,3,1,7,7,7,7,8,7,7,7,7,7,6,6,7,7,7,6,7,4,4,5
31288,3,3,2,4,7,9,7,6,5,7,7,7,7,1,7,7,7,7,4,3,6,4,1,2,7,7,7,6,6,7,6,5,7,5,6,2,4,5,7,5,7,3,7,7
31288,3,3,3,4,7,8,1,7,7,7,7,7,7,1,7,4,7,4,4,3,NA,1,3,1,7,7,7,7,8,7,7,7,7,7,4,1,7,7,7,7,7,4,6,1
31309,1,1,1,4,7,8,6,6,4,4,6,7,7,4,4,4,4,4,7,1,5,3,3,1,4,7,6,7,7,7,1,5,7,4,4,1,1,7,6,7,1,3,3,7
31413,3,3,1,4,7,6,7,7,7,7,7,7,7,1,4,4,7,7,4,3,7,7,3,2,7,7,7,7,6,7,4,7,7,7,4,4,7,7,7,4,7,3,7,7
31413,3,3,2,4,7,6,7,7,7,7,7,7,7,4,4,4,7,7,7,3,7,1,3,1,7,7,7,7,6,7,1,7,4,7,7,4,7,7,7,7,7,3,7,7
31413,3,3,3,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,4,3,1,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
31475,3,4,1,5,7,7,7,7,7,6,6,7,4,1,4,6,4,6,5,3,7,6,3,2,7,6,5,7,6,7,5,5,5,3,6,5,3,6,7,5,6,3,6,7
31475,3,4,2,4,7,9,5,5,5,7,7,6,6,1,5,2,7,5,5,3,3,5,3,2,6,6,6,6,5,7,3,6,4,7,2,2,5,5,5,6,7,3,6,1
31475,3,4,3,7,1,5,NA,4,5,4,7,5,5,1,1,2,7,6,4,3,NA,2,3,2,5,5,7,5,6,4,1,5,2,7,3,2,5,5,7,5,7,3,3,1
31649,2,2,1,7,7,11,1,7,7,7,7,7,7,1,1,7,7,7,5,NA,7,7,1,1,7,7,7,7,4,7,2,7,7,7,7,7,5,7,7,7,7,3,7,7
31649,2,2,2,7,7,11,7,7,7,6,7,7,7,1,1,7,7,7,7,2,7,5,1,2,7,7,7,7,4,7,6,7,7,7,7,7,4,7,NA,7,7,3,7,7
32118,3,2,1,7,7,11,7,7,7,7,7,7,7,1,1,7,7,7,7,1,7,1,1,1,7,7,7,7,7,7,1,7,7,7,1,1,1,7,7,7,7,4,7,1
32118,3,2,2,4,7,11,1,7,7,7,7,7,7,1,7,5,7,7,4,1,1,1,2,1,7,7,7,7,8,7,7,1,7,7,7,1,1,4,7,7,7,4,1,7
32118,3,2,3,3,4,8,1,5,7,7,7,5,7,1,1,4,7,7,4,1,NA,1,2,1,7,7,7,4,8,4,1,3,7,5,2,1,4,7,4,7,4,4,4,4
32371,2,2,1,4,7,9,2,5,5,5,6,5,5,3,4,4,6,3,3,2,1,2,1,1,5,7,2,6,6,2,1,6,2,7,1,1,3,5,6,7,5,NA,3,3
32371,2,2,2,5,7,8,5,5,6,7,5,4,4,3,3,3,6,5,5,3,2,1,3,1,7,6,4,6,7,2,1,5,2,6,3,1,4,6,6,7,6,4,4,2
32569,4,10,1,7,7,10,1,6,5,7,7,7,3,1,3,5,7,3,6,2,3,1,3,1,7,7,7,7,8,5,5,5,7,7,2,1,2,4,7,7,7,1,4,4
32569,4,10,2,3,7,10,7,3,3,5,7,6,4,1,2,3,5,2,4,NA,1,1,1,2,5,3,6,4,6,2,5,1,3,7,6,1,1,3,5,5,7,3,3,7
32569,4,10,3,3,7,5,7,5,5,3,5,4,6,1,1,4,5,6,4,NA,NA,1,3,2,7,6,5,5,6,4,7,2,4,6,7,2,2,4,6,5,5,3,2,3
32569,4,10,4,7,3,11,2,6,6,6,7,7,1,1,2,7,7,7,7,1,NA,1,3,1,7,7,7,7,7,7,5,6,7,7,5,1,1,6,7,3,7,4,3,7
32709,5,3,1,4,7,4,7,6,6,5,6,5,7,4,4,2,3,5,6,3,4,3,3,2,6,6,6,5,8,2,1,4,2,6,4,2,2,5,6,6,7,3,5,5
32709,5,3,2,5,7,9,3,4,5,6,7,5,5,3,5,1,6,3,4,2,3,2,1,1,5,5,6,5,3,5,5,4,2,6,4,2,2,5,6,5,7,3,5,4
32709,5,3,3,4,7,6,7,5,5,1,6,3,2,6,1,3,5,2,3,3,NA,1,1,2,5,5,2,4,6,2,6,3,5,2,4,1,6,3,6,4,5,2,2,3
32709,5,3,4,5,7,7,7,5,6,6,6,5,6,2,6,3,5,5,5,3,NA,3,2,1,6,5,5,5,5,6,2,4,2,5,5,4,3,6,6,6,6,3,4,5
32709,5,3,5,3,1,3,5,5,6,2,5,4,1,1,1,2,7,7,2,1,NA,6,3,1,5,5,3,3,6,1,1,5,5,7,6,7,7,5,4,4,3,4,2,6
32956,5,5,1,7,7,10,7,7,7,7,7,7,5,4,7,7,7,2,7,3,6,7,1,2,6,7,7,7,6,7,3,7,7,7,4,5,1,6,7,7,7,2,7,7
32956,5,5,2,5,7,11,1,7,7,7,7,7,7,4,5,7,7,4,4,3,6,7,1,1,7,7,7,7,5,7,5,7,7,7,4,5,1,7,7,7,7,3,7,7
32956,5,5,3,6,7,9,7,7,7,7,7,7,4,1,7,5,7,5,6,2,NA,7,2,1,7,7,7,7,6,7,5,4,7,7,6,5,1,7,7,7,6,3,6,6
32956,5,5,4,7,7,10,7,7,7,7,6,7,4,6,7,5,7,6,4,1,NA,7,1,1,5,7,6,7,5,7,7,5,7,7,4,5,1,4,7,6,6,3,7,5
32956,5,5,5,3,7,9,7,7,7,7,7,7,7,1,7,7,7,6,7,3,NA,5,1,1,7,7,5,7,8,7,7,7,7,7,5,5,1,7,7,7,7,4,5,7
33322,5,7,1,7,7,8,NA,6,6,6,6,7,5,1,4,6,7,4,5,3,6,4,3,1,6,7,5,7,4,5,2,3,3,7,7,1,4,7,7,7,7,3,5,6
33322,5,7,2,6,7,9,NA,6,5,5,7,6,3,1,6,5,7,3,4,2,3,3,2,1,5,5,6,7,3,6,3,4,3,6,6,2,5,6,7,7,6,3,4,6
33322,5,7,3,5,7,10,3,5,6,6,6,6,2,2,4,5,5,4,4,2,NA,5,3,1,4,6,5,5,6,5,3,3,4,7,2,1,5,7,6,5,6,4,6,4
33322,5,7,4,7,7,7,1,4,5,6,6,4,6,2,3,4,6,5,2,1,NA,5,1,1,6,5,3,5,1,6,2,1,5,3,5,2,5,2,6,6,3,3,2,1
33322,5,7,5,6,1,6,1,6,5,5,7,4,6,1,2,3,7,3,3,3,NA,1,1,1,6,5,6,3,4,7,1,1,6,7,6,4,1,5,7,6,7,3,2,1
33441,3,3,1,4,7,6,7,7,6,5,5,4,3,1,3,2,5,7,2,3,4,1,1,2,7,7,3,7,3,4,1,1,2,7,6,1,6,7,5,7,7,3,7,6
33441,3,3,2,4,7,8,7,6,6,1,5,4,3,1,2,1,5,6,1,3,3,3,2,2,1,7,5,6,7,1,1,2,4,7,5,3,7,7,3,6,7,3,6,7
33441,3,3,3,3,7,3,5,6,6,3,3,4,7,2,3,4,5,6,3,2,NA,1,3,1,7,7,2,7,8,6,1,5,4,7,7,3,7,7,5,7,6,3,7,5
33635,1,1,1,4,7,11,1,5,6,7,7,5,4,1,4,3,7,4,4,NA,4,7,1,2,1,7,7,5,6,4,1,4,4,7,4,1,4,7,7,4,7,2,5,5
33742,5,5,1,6,2,9,2,6,6,6,7,5,6,6,6,6,5,5,7,3,6,5,2,1,6,7,7,7,6,5,5,5,6,6,5,5,4,7,7,6,6,3,4,5
33742,5,5,2,6,2,10,1,5,6,6,5,4,7,7,4,5,7,5,6,2,6,5,1,2,5,5,5,5,6,6,6,7,7,7,5,7,6,4,5,5,7,3,6,6
33742,5,5,3,5,2,7,1,6,7,5,6,5,7,5,7,6,7,6,7,2,NA,6,1,1,7,5,5,5,8,6,4,7,5,7,6,5,7,5,5,7,4,3,6,7
33742,5,5,4,5,1,6,1,6,7,6,5,5,5,5,6,7,6,7,7,3,NA,5,2,2,6,6,7,6,7,6,5,6,7,5,5,6,5,4,5,5,3,4,7,5
33742,5,5,5,7,1,8,3,7,5,5,6,7,6,7,5,5,5,7,7,2,NA,6,2,1,5,5,6,7,8,5,5,5,5,7,6,6,7,6,6,4,6,4,5,7
34512,3,3,1,5,7,10,2,7,7,2,3,7,1,3,1,3,7,5,4,2,7,4,3,2,7,7,3,7,8,7,2,6,7,6,5,2,5,7,7,7,5,3,6,4
34512,3,3,2,4,7,11,1,7,7,7,7,6,7,4,4,4,7,7,6,3,3,2,3,1,7,7,4,7,8,7,5,4,7,6,3,1,2,7,7,7,4,3,6,4
34512,3,3,3,6,1,9,2,7,6,7,6,6,7,3,7,2,7,6,6,3,NA,1,3,1,7,6,5,4,8,3,4,4,3,7,5,1,3,6,7,7,5,2,3,1
35126,5,3,1,3,7,7,7,6,4,6,6,7,2,1,2,7,5,6,6,3,6,5,3,2,6,7,5,7,8,6,2,3,5,6,5,2,1,7,6,6,6,3,5,7
35126,5,3,2,6,7,9,7,5,5,3,7,6,3,2,2,3,6,3,4,3,3,2,1,1,3,6,5,5,5,4,3,5,5,7,4,1,2,4,6,5,7,3,4,5
35126,5,3,3,5,7,8,7,5,5,5,6,6,2,2,4,3,6,4,5,3,NA,2,1,2,7,6,6,6,6,3,7,2,5,7,3,2,2,6,5,5,6,3,5,7
35126,5,3,4,5,7,9,7,6,6,5,6,7,4,1,6,4,6,4,6,3,NA,2,1,2,6,6,6,7,7,4,7,1,5,7,5,1,1,7,6,5,5,3,4,7
35126,5,3,5,4,7,8,7,6,5,2,3,4,2,1,2,2,7,5,4,3,NA,2,1,2,3,6,3,4,8,2,2,2,4,7,5,2,3,5,6,3,6,3,4,5
35405,4,4,1,4,6,9,6,7,5,7,6,7,7,2,4,5,6,4,7,2,7,3,3,1,7,7,6,7,8,7,3,5,7,4,7,5,3,6,5,7,4,4,4,5
35405,4,4,2,4,5,10,3,7,6,7,7,6,7,2,4,2,6,4,4,2,5,2,3,1,7,7,5,6,6,5,2,4,7,4,7,5,4,6,7,7,5,3,3,6
35405,4,4,3,4,7,10,7,6,6,6,6,7,5,2,7,6,5,4,3,3,NA,5,1,2,6,7,6,7,6,7,3,5,6,4,6,4,2,7,6,5,6,3,4,5
35405,4,4,4,3,5,9,2,7,7,7,7,7,7,2,4,3,3,3,6,1,NA,1,1,1,7,7,5,7,6,6,5,5,7,3,6,1,1,7,7,7,2,3,3,4
35597,3,3,1,6,7,8,1,6,5,7,5,5,5,3,4,3,7,4,4,3,5,4,3,1,7,6,4,6,4,6,3,2,7,4,5,3,6,6,5,6,6,1,6,4
35597,3,3,2,6,4,6,NA,7,7,7,5,6,3,2,4,2,7,7,7,3,3,2,3,1,6,7,5,7,7,4,1,5,6,7,4,2,5,7,4,4,7,3,7,4
35597,3,3,3,5,NA,9,7,7,6,3,6,7,5,1,2,2,7,4,4,3,NA,3,1,2,6,6,6,6,7,4,1,3,5,6,4,2,1,6,6,6,7,3,7,6
35773,5,7,1,4,7,10,4,7,7,4,7,7,2,1,4,1,7,7,6,3,1,1,3,2,2,5,7,5,8,2,7,1,2,7,4,1,2,5,7,7,7,4,3,1
35773,5,7,2,5,7,8,2,6,4,6,6,6,1,2,4,3,7,4,4,1,5,1,1,1,5,6,6,5,7,7,1,1,4,4,2,1,3,5,6,5,6,3,5,2
35773,5,7,3,5,7,10,4,6,6,1,7,7,1,3,1,1,6,6,7,3,NA,5,1,2,1,6,6,6,7,1,2,2,2,7,6,3,4,7,6,4,7,2,5,4
35773,5,7,4,6,7,6,NA,6,6,2,6,4,7,1,2,1,7,4,4,3,NA,1,3,1,5,7,7,4,6,5,5,1,3,7,3,1,5,3,6,7,7,3,2,1
35773,5,7,5,6,7,8,7,7,6,7,5,7,7,1,2,2,1,6,6,NA,NA,6,2,2,3,7,6,7,7,7,1,7,5,5,5,4,1,7,4,7,5,3,7,4
36570,5,6,1,4,6,10,1,6,5,6,6,6,6,2,3,6,7,4,6,NA,4,2,3,1,6,6,5,6,8,5,2,2,6,4,6,2,2,4,6,6,2,4,4,5
36570,5,6,2,4,7,10,7,6,6,2,6,7,2,4,5,6,7,5,5,2,4,2,1,1,6,6,6,6,6,4,6,2,4,6,5,2,4,5,7,5,5,3,6,4
36570,5,6,3,4,7,11,7,7,7,1,6,7,1,4,5,7,7,6,6,3,NA,3,1,NA,7,7,6,7,7,2,6,1,6,5,6,2,2,7,7,6,7,3,6,6
36570,5,6,4,3,7,8,7,6,5,2,4,4,1,4,1,3,7,6,2,1,NA,2,3,1,6,6,3,4,7,2,6,1,6,4,2,2,5,4,6,3,3,4,2,1
36570,5,6,5,5,7,10,7,5,6,6,6,5,5,4,2,6,7,5,2,1,NA,2,1,1,6,6,6,6,6,5,2,2,5,4,5,2,5,5,6,6,2,4,5,3
37472,3,3,1,5,7,4,7,4,4,5,4,5,1,3,2,4,4,4,4,1,3,4,1,2,4,3,3,4,4,3,2,2,3,4,3,4,2,3,3,4,6,3,3,3
37472,3,3,2,3,7,5,6,5,5,4,4,3,4,2,2,5,6,4,3,3,2,4,1,2,2,5,4,4,7,3,1,6,2,6,3,3,2,4,3,4,6,4,3,3
37472,3,3,3,4,7,4,7,5,5,5,3,5,5,1,6,7,7,5,4,1,NA,3,1,NA,5,5,4,5,7,7,3,5,4,4,2,2,2,4,4,6,4,4,4,4
37543,3,3,1,6,7,8,7,7,6,7,6,7,2,2,3,7,6,6,7,1,6,4,1,2,7,5,7,7,6,6,4,6,6,5,7,7,3,6,6,5,6,3,5,7
37543,3,3,2,6,7,8,7,6,7,4,6,6,5,4,5,2,7,6,6,3,7,4,3,1,5,6,6,7,4,6,1,6,5,7,5,5,4,6,5,5,7,2,7,5
37543,3,3,3,6,7,9,1,5,5,7,7,5,7,2,2,1,6,3,5,3,NA,4,3,1,5,3,5,4,4,6,5,7,5,5,4,4,4,5,7,7,7,2,2,5
38119,4,4,1,5,7,6,7,7,7,7,4,6,5,3,3,7,6,7,4,NA,6,2,3,1,6,7,4,6,8,3,4,5,4,6,5,3,4,5,5,6,6,4,6,6
38119,4,4,2,4,7,8,7,6,6,4,7,6,6,2,3,6,6,7,3,1,7,5,2,1,6,7,5,7,6,5,2,6,4,7,4,5,6,6,5,6,6,3,5,4
38119,4,4,3,4,6,4,7,6,6,5,4,6,6,2,4,5,5,7,4,NA,NA,6,3,1,5,7,5,7,8,5,2,5,5,6,3,5,5,6,4,5,5,4,5,3
38119,4,4,4,3,6,8,6,6,6,3,5,6,4,3,6,4,6,6,6,1,NA,5,1,1,5,5,3,6,4,5,2,5,6,6,5,4,4,6,4,5,5,3,4,2
38203,2,2,1,6,7,6,7,6,6,5,7,6,7,1,1,4,5,7,4,3,1,1,3,2,7,7,5,7,7,4,1,2,7,7,4,1,7,7,7,4,7,3,4,2
38203,2,2,2,4,2,8,NA,6,6,6,4,5,7,1,1,1,4,4,4,2,1,1,1,1,7,7,1,7,6,1,1,1,7,7,3,1,2,7,5,7,5,4,4,1
38246,3,3,1,4,6,10,7,7,7,7,7,7,6,1,7,5,7,6,4,3,5,1,3,2,7,7,7,7,6,4,1,5,3,7,5,1,4,7,7,7,7,3,7,6
38246,3,3,2,7,7,10,4,6,6,6,7,7,5,1,7,6,7,4,4,3,4,1,3,1,7,7,7,7,6,4,2,6,2,7,7,1,4,7,7,6,7,3,4,7
38246,3,3,3,5,1,9,7,7,7,6,7,7,5,6,6,7,7,7,4,3,NA,4,3,2,7,7,7,7,8,6,1,7,4,7,6,7,6,7,7,7,7,3,7,7
38260,1,1,1,7,7,10,6,7,7,4,7,7,5,1,4,7,7,6,7,1,7,1,2,2,7,7,7,7,6,7,4,6,7,7,7,1,1,7,7,7,7,3,7,7
38462,5,5,1,6,6,7,1,6,6,6,6,6,5,3,6,2,6,4,2,3,6,6,3,1,6,6,6,6,8,6,4,4,5,7,5,5,NA,4,6,6,7,4,5,5
38462,5,5,2,6,6,7,4,6,6,6,6,5,4,NA,6,3,6,4,5,3,6,6,3,1,6,6,6,6,8,6,5,4,5,6,5,5,7,5,6,6,6,4,4,5
38462,5,5,3,5,7,11,7,6,6,5,6,6,1,2,2,2,7,5,5,3,NA,5,1,2,5,5,6,6,6,3,5,5,2,6,6,6,5,6,6,6,6,3,4,5
38462,5,5,4,5,7,9,6,6,6,4,5,6,1,3,2,2,6,5,2,3,NA,5,1,2,4,6,6,6,6,2,5,5,2,6,5,6,3,6,6,5,6,3,6,5
38462,5,5,5,3,4,7,1,6,6,6,5,6,5,3,6,3,5,6,4,1,NA,6,3,1,6,6,5,7,8,6,4,3,6,5,4,5,4,6,5,6,3,4,6,5
38491,2,2,1,5,6,6,1,7,6,7,6,6,6,2,6,5,7,7,3,1,7,2,3,1,5,6,6,6,4,4,2,5,6,5,6,2,4,7,6,6,6,3,5,5
38491,2,2,2,5,7,6,1,6,5,6,6,5,6,1,5,5,6,7,7,1,7,5,3,1,6,6,5,6,4,5,6,6,5,7,7,5,6,7,6,7,6,3,6,5
38868,5,5,1,4,1,11,7,7,5,7,7,7,7,1,5,NA,7,7,4,3,7,3,3,1,7,7,7,7,8,7,1,5,1,7,5,3,7,7,7,7,7,1,7,7
