"MTurkCode","listNum","goal","goalType","variable","rating"
"A2R75YFKVALBXE",5,"2","long-term","endTime",NA
"A2R75YFKVALBXE",5,"3","long-term","endTime",NA
"A2R75YFKVALBXE",5,"4","recurrance","endTime",NA
"A2R75YFKVALBXE",5,"5","long-term","endTime",NA
"A2R9OK4M877ZCC",3,"1","short-term","endTime","three_month"
"A2R9OK4M877ZCC",3,"2","recurrance","endTime",NA
"A2R9OK4M877ZCC",3,"3","recurrance","endTime",NA
"A2RMJNF6IPI42F",5,"1","long-term","endTime",NA
"A2RMJNF6IPI42F",5,"2","long-term","endTime",NA
"A2RMJNF6IPI42F",5,"3","long-term","endTime",NA
"A2RMJNF6IPI42F",5,"4","long-term","endTime",NA
"A2RMJNF6IPI42F",5,"5","long-term","endTime",NA
"A2SFFO79KSG5VA",5,"1","short-term","endTime","three_month"
"A2SFFO79KSG5VA",5,"2","recurrance","endTime",NA
"A2SFFO79KSG5VA",5,"3","recurrance","endTime",NA
"A2SFFO79KSG5VA",5,"4","recurrance","endTime",NA
"A2SFFO79KSG5VA",5,"5","long-term","endTime",NA
"A2SKOPFTRTNFUY",4,"1","short-term","endTime","three_month"
"A2SKOPFTRTNFUY",4,"2","recurrance","endTime",NA
"A2SKOPFTRTNFUY",4,"3","recurrance","endTime",NA
"A2SKOPFTRTNFUY",4,"4","recurrance","endTime",NA
"A2TLN8489YGY81",1,"1","recurrance","endTime",NA
"A2VGEE0ZIZ8CBQ",3,"1","recurrance","endTime",NA
"A2VGEE0ZIZ8CBQ",3,"2","recurrance","endTime",NA
"A2VGEE0ZIZ8CBQ",3,"3","recurrance","endTime",NA
"A2VGFS03KCCR1Q",2,"1","short-term","endTime","three_month"
"A2VGFS03KCCR1Q",2,"2","recurrance","endTime",NA
"A2VNSNAN1LZBAM",3,"1","long-term","endTime",NA
"A2VNSNAN1LZBAM",3,"2","long-term","endTime",NA
"A2VNSNAN1LZBAM",3,"3","short-term","endTime","three_month"
"A2W0G89O7E9EFO",5,"1","long-term","endTime",NA
"A2W0G89O7E9EFO",5,"2","short-term","endTime","three_month"
"A2W0G89O7E9EFO",5,"3","long-term","endTime",NA
"A2W0G89O7E9EFO",5,"4","long-term","endTime",NA
"A2W0G89O7E9EFO",5,"5","long-term","endTime",NA
"A2WJMGV0HKQG3Z",3,"1","recurrance","endTime",NA
"A2WJMGV0HKQG3Z",3,"2","long-term","endTime",NA
"A2WJMGV0HKQG3Z",3,"3","recurrance","endTime",NA
"A2WZ8ZEB00LYF7",2,"1","long-term","endTime",NA
"A2WZ8ZEB00LYF7",2,"2","short-term","endTime","next_month"
"A2X3FSFHV5GHJU",3,"1","long-term","endTime",NA
"A2X3FSFHV5GHJU",3,"2","recurrance","endTime",NA
"A2X3FSFHV5GHJU",3,"3","long-term","endTime",NA
"A2Y0WNHMT4PZ4C",3,"1","long-term","endTime",NA
"A2Y0WNHMT4PZ4C",3,"2","recurrance","endTime",NA
"A2Y0WNHMT4PZ4C",3,"3","long-term","endTime",NA
"A2YVAWO75X8R78",5,"1","long-term","endTime",NA
"A2YVAWO75X8R78",5,"2","recurrance","endTime",NA
"A2YVAWO75X8R78",5,"3","recurrance","endTime",NA
"A2YVAWO75X8R78",5,"4","recurrance","endTime",NA
"A2YVAWO75X8R78",5,"5","recurrance","endTime",NA
"A2ZGAH6NOSU2PO",5,"1","recurrance","endTime",NA
"A2ZGAH6NOSU2PO",5,"2","short-term","endTime","three_month"
"A2ZGAH6NOSU2PO",5,"3","long-term","endTime",NA
"A2ZGAH6NOSU2PO",5,"4","short-term","endTime","three_month"
"A2ZGAH6NOSU2PO",5,"5","short-term","endTime","two_month"
"A302KOFOYLD89A",3,"1","long-term","endTime",NA
"A302KOFOYLD89A",3,"2","recurrance","endTime",NA
"A302KOFOYLD89A",3,"3","recurrance","endTime",NA
"A30FIPRPFQRBO6",3,"1","recurrance","endTime",NA
"A30FIPRPFQRBO6",3,"2","recurrance","endTime",NA
"A30FIPRPFQRBO6",3,"3","long-term","endTime",NA
"A30HUZHJBOX1LK",2,"1","recurrance","endTime",NA
"A30HUZHJBOX1LK",2,"2","recurrance","endTime",NA
"A314XJY8V1YL12",4,"1","long-term","endTime",NA
"A314XJY8V1YL12",4,"2","long-term","endTime",NA
"A314XJY8V1YL12",4,"3","recurrance","endTime",NA
"A314XJY8V1YL12",4,"4","recurrance","endTime",NA
"A321WQIFK10UV3",3,"1","long-term","endTime",NA
"A321WQIFK10UV3",3,"2","recurrance","endTime",NA
"A321WQIFK10UV3",3,"3","short-term","endTime","three_month"
"A33RI08QRVG5Q0",5,"1","recurrance","endTime",NA
"A33RI08QRVG5Q0",5,"2","recurrance","endTime",NA
"A33RI08QRVG5Q0",5,"3","recurrance","endTime",NA
"A33RI08QRVG5Q0",5,"4","recurrance","endTime",NA
"A33RI08QRVG5Q0",5,"5","recurrance","endTime",NA
"A34VLM2UC0JY11",2,"1","short-term","endTime","two_month"
"A34VLM2UC0JY11",2,"2","long-term","endTime",NA
"A350SLJRMBIFM4",4,"1","long-term","endTime",NA
"A350SLJRMBIFM4",4,"2","long-term","endTime",NA
"A350SLJRMBIFM4",4,"3","short-term","endTime","three_month"
"A350SLJRMBIFM4",4,"4","recurrance","endTime",NA
"A351LMMMFYPM7U",5,"1","recurrance","endTime",NA
"A351LMMMFYPM7U",5,"2","short-term","endTime","three_month"
"A351LMMMFYPM7U",5,"3","long-term","endTime",NA
"A351LMMMFYPM7U",5,"4","long-term","endTime",NA
"A351LMMMFYPM7U",5,"5","long-term","endTime",NA
"A36ZURENFWTYOZ",5,"1","long-term","endTime",NA
"A36ZURENFWTYOZ",5,"2","long-term","endTime",NA
"A36ZURENFWTYOZ",5,"3","short-term","endTime","in_weeks"
"A36ZURENFWTYOZ",5,"4","recurrance","endTime",NA
"A36ZURENFWTYOZ",5,"5","short-term","endTime","in_weeks"
"A37PUSY6CJ7TQ0",5,"1","short-term","endTime","next_month"
"A37PUSY6CJ7TQ0",5,"2","long-term","endTime",NA
"A37PUSY6CJ7TQ0",5,"3","short-term","endTime","three_month"
"A37PUSY6CJ7TQ0",5,"4","short-term","endTime","three_month"
"A37PUSY6CJ7TQ0",5,"5","long-term","endTime",NA
"A38BO0BRCQX6OV",3,"1","long-term","endTime",NA
"A38BO0BRCQX6OV",3,"2","long-term","endTime",NA
"A38BO0BRCQX6OV",3,"3","recurrance","endTime",NA
"A38DHLB88V8DL8",4,"1","recurrance","endTime",NA
"A38DHLB88V8DL8",4,"2","short-term","endTime","three_month"
"A38DHLB88V8DL8",4,"3","short-term","endTime","three_month"
"A38DHLB88V8DL8",4,"4","recurrance","endTime",NA
"A3989GRV3UV5VW",3,"1","recurrance","endTime",NA
"A3989GRV3UV5VW",3,"2","long-term","endTime",NA
"A3989GRV3UV5VW",3,"3","long-term","endTime",NA
"A39H9RIYRB5ZYV",5,"1","recurrance","endTime",NA
"A39H9RIYRB5ZYV",5,"2","recurrance","endTime",NA
"A39H9RIYRB5ZYV",5,"3","long-term","endTime",NA
"A39H9RIYRB5ZYV",5,"4","recurrance","endTime",NA
"A39H9RIYRB5ZYV",5,"5","long-term","endTime",NA
"A3AE0JEXW4DB34",5,"1","short-term","endTime","three_month"
"A3AE0JEXW4DB34",5,"2","recurrance","endTime",NA
"A3AE0JEXW4DB34",5,"3","long-term","endTime",NA
"A3AE0JEXW4DB34",5,"4","recurrance","endTime",NA
"A3AE0JEXW4DB34",5,"5","long-term","endTime",NA
"A3AJJHOAV7WIUQ",3,"1","short-term","endTime","three_month"
"A3AJJHOAV7WIUQ",3,"2","long-term","endTime",NA
"A3AJJHOAV7WIUQ",3,"3","short-term","endTime","three_month"
"A3BE3KXD518TZ4",3,"1","short-term","endTime","three_month"
"A3BE3KXD518TZ4",3,"2","recurrance","endTime",NA
"A3BE3KXD518TZ4",3,"3","long-term","endTime",NA
"A3CAF7LTD3ORSG",3,"1","short-term","endTime","three_month"
"A3CAF7LTD3ORSG",3,"2","short-term","endTime","three_month"
"A3CAF7LTD3ORSG",3,"3","recurrance","endTime",NA
"A3E76V59BKGKCQ",3,"1","long-term","endTime",NA
"A3E76V59BKGKCQ",3,"2","recurrance","endTime",NA
"A3E76V59BKGKCQ",3,"3","short-term","endTime","two_month"
"A3EXD5E390Z6B3",3,"1","recurrance","endTime",NA
"A3EXD5E390Z6B3",3,"2","recurrance","endTime",NA
"A3EXD5E390Z6B3",3,"3","short-term","endTime","next_month"
"A3GI28OVLDI9ST",5,"1","short-term","endTime","two_month"
"A3GI28OVLDI9ST",5,"2","short-term","endTime","three_month"
"A3GI28OVLDI9ST",5,"3","short-term","endTime","three_month"
"A3GI28OVLDI9ST",5,"4","long-term","endTime",NA
"A3GI28OVLDI9ST",5,"5","short-term","endTime","three_month"
"A3GZXU4FUJTKZD",5,"1","short-term","endTime","in_weeks"
"A3GZXU4FUJTKZD",5,"2","short-term","endTime","two_month"
"A3GZXU4FUJTKZD",5,"3","long-term","endTime",NA
"A3GZXU4FUJTKZD",5,"4","short-term","endTime","three_month"
"A3GZXU4FUJTKZD",5,"5","short-term","endTime","three_month"
"A3HXM7BGH18FOW",3,"1","recurrance","endTime",NA
"A3HXM7BGH18FOW",3,"2","long-term","endTime",NA
"A3HXM7BGH18FOW",3,"3","recurrance","endTime",NA
"A3KFFIBJZVM0J2",4,"1","short-term","endTime","two_month"
"A3KFFIBJZVM0J2",4,"2","short-term","endTime","three_month"
"A3KFFIBJZVM0J2",4,"3","short-term","endTime","three_month"
"A3KFFIBJZVM0J2",4,"4","short-term","endTime","in_weeks"
"A3KIDRWRKC7RI5",5,"1","long-term","endTime",NA
"A3KIDRWRKC7RI5",5,"2","short-term","endTime","three_month"
"A3KIDRWRKC7RI5",5,"3","recurrance","endTime",NA
"A3KIDRWRKC7RI5",5,"4","long-term","endTime",NA
"A3KIDRWRKC7RI5",5,"5","recurrance","endTime",NA
"A3KIZLHCD945UK",3,"1","short-term","endTime","two_month"
"A3KIZLHCD945UK",3,"2","recurrance","endTime",NA
"A3KIZLHCD945UK",3,"3","short-term","endTime","three_month"
"A3KNLR8H286IHT",3,"1","short-term","endTime","in_weeks"
"A3KNLR8H286IHT",3,"2","recurrance","endTime",NA
"A3KNLR8H286IHT",3,"3","recurrance","endTime",NA
"A3LL096CAY5WHB",2,"1","recurrance","endTime",NA
"A3LL096CAY5WHB",2,"2","recurrance","endTime",NA
"A3M81P9BEVE1GD",5,"1","short-term","endTime","two_month"
"A3M81P9BEVE1GD",5,"2","recurrance","endTime",NA
"A3M81P9BEVE1GD",5,"3","recurrance","endTime",NA
"A3M81P9BEVE1GD",5,"4","short-term","endTime","three_month"
"A3M81P9BEVE1GD",5,"5","long-term","endTime",NA
"A3NKNOE5HIXXL",3,"1","short-term","endTime","two_month"
"A3NKNOE5HIXXL",3,"2","long-term","endTime",NA
"A3NKNOE5HIXXL",3,"3","long-term","endTime",NA
"A3NLSGHK6RFXA8",4,"1","long-term","endTime",NA
"A3NLSGHK6RFXA8",4,"2","recurrance","endTime",NA
"A3NLSGHK6RFXA8",4,"3","short-term","endTime","three_month"
"A3NLSGHK6RFXA8",4,"4","long-term","endTime",NA
"A3NRAEKWOKVUNN",2,"1","recurrance","endTime",NA
"A3NRAEKWOKVUNN",2,"2","long-term","endTime",NA
"A3NXT3OVGL7QNR",1,"1","long-term","endTime",NA
"A3O0ZQMDKOKAMR",2,"1","recurrance","endTime",NA
"A3O0ZQMDKOKAMR",2,"2","long-term","endTime",NA
"A3OAXRZT3MVJML",3,"1","long-term","endTime",NA
"A3OAXRZT3MVJML",3,"2","short-term","endTime","three_month"
"A3OAXRZT3MVJML",3,"3","long-term","endTime",NA
"A3OLRWACCCCUTU",5,"1","short-term","endTime","two_month"
"A3OLRWACCCCUTU",5,"2","short-term","endTime","three_month"
"A3OLRWACCCCUTU",5,"3","recurrance","endTime",NA
"A3OLRWACCCCUTU",5,"4","recurrance","endTime",NA
"A3OLRWACCCCUTU",5,"5","short-term","endTime","in_weeks"
"A3OPRR8AXT6OSJ",3,"1","recurrance","endTime",NA
"A3OPRR8AXT6OSJ",3,"2","recurrance","endTime",NA
"A3OPRR8AXT6OSJ",3,"3","recurrance","endTime",NA
"A3OUNEJO97MM8E",3,"1","short-term","endTime","in_weeks"
"A3OUNEJO97MM8E",3,"2","long-term","endTime",NA
"A3OUNEJO97MM8E",3,"3","short-term","endTime","two_month"
"A3PGCZCYMXQMZ8",4,"1","recurrance","endTime",NA
"A3PGCZCYMXQMZ8",4,"2","long-term","endTime",NA
"A3PGCZCYMXQMZ8",4,"3","long-term","endTime",NA
"A3PGCZCYMXQMZ8",4,"4","long-term","endTime",NA
"A3PSV85ZUXP9VF",3,"1","long-term","endTime",NA
"A3PSV85ZUXP9VF",3,"2","short-term","endTime","next_month"
"A3PSV85ZUXP9VF",3,"3","short-term","endTime","three_month"
"A3QSFE6GKO157S",2,"1","recurrance","endTime",NA
"A3QSFE6GKO157S",2,"2","recurrance","endTime",NA
"A3ROYUO9LWA22S",5,"1","short-term","endTime","in_weeks"
"A3ROYUO9LWA22S",5,"2","short-term","endTime","two_month"
"A3ROYUO9LWA22S",5,"3","long-term","endTime",NA
"A3ROYUO9LWA22S",5,"4","short-term","endTime","two_month"
"A3ROYUO9LWA22S",5,"5","recurrance","endTime",NA
"A3U2S6OPJNS4AQ",1,"1","short-term","endTime","three_month"
"A3U4SSUB9ZZ9T0",3,"1","long-term","endTime",NA
"A3U4SSUB9ZZ9T0",3,"2","recurrance","endTime",NA
"A3U4SSUB9ZZ9T0",3,"3","recurrance","endTime",NA
"A3UUH3632AI3ZX",1,"1","short-term","endTime","three_month"
"A3VYBAO7UQQHGC",3,"1","short-term","endTime","next_month"
"A3VYBAO7UQQHGC",3,"2","short-term","endTime","two_month"
"A3VYBAO7UQQHGC",3,"3","short-term","endTime","three_month"
"A3VZUPCZB4Q9XW",5,"1","recurrance","endTime",NA
"A3VZUPCZB4Q9XW",5,"2","long-term","endTime",NA
"A3VZUPCZB4Q9XW",5,"3","long-term","endTime",NA
"A3VZUPCZB4Q9XW",5,"4","long-term","endTime",NA
"A3VZUPCZB4Q9XW",5,"5","recurrance","endTime",NA
"A47VCO946DO5K",3,"1","short-term","endTime","two_month"
"A47VCO946DO5K",3,"2","long-term","endTime",NA
"A47VCO946DO5K",3,"3","long-term","endTime",NA
"A49CVVOWN4D6Y",5,"1","long-term","endTime",NA
"A49CVVOWN4D6Y",5,"2","long-term","endTime",NA
"A49CVVOWN4D6Y",5,"3","long-term","endTime",NA
"A49CVVOWN4D6Y",5,"4","long-term","endTime",NA
"A49CVVOWN4D6Y",5,"5","short-term","endTime","three_month"
"A4BDXOXC4D8FX",3,"1","short-term","endTime","three_month"
"A4BDXOXC4D8FX",3,"2","short-term","endTime","three_month"
"A4BDXOXC4D8FX",3,"3","recurrance","endTime",NA
"A5A14MTB35J23",5,"1","recurrance","endTime",NA
"A5A14MTB35J23",5,"2","recurrance","endTime",NA
"A5A14MTB35J23",5,"3","short-term","endTime","two_month"
"A5A14MTB35J23",5,"4","recurrance","endTime",NA
"A5A14MTB35J23",5,"5","long-term","endTime",NA
"A5E2P5F1AXYZ1",5,"1","recurrance","endTime",NA
"A5E2P5F1AXYZ1",5,"2","recurrance","endTime",NA
"A5E2P5F1AXYZ1",5,"3","long-term","endTime",NA
"A5E2P5F1AXYZ1",5,"4","long-term","endTime",NA
"A5E2P5F1AXYZ1",5,"5","recurrance","endTime",NA
"A6JUD4NCQCDWG",2,"1","long-term","endTime",NA
"A6JUD4NCQCDWG",2,"2","short-term","endTime","three_month"
"A6R5AQ4D638BH",3,"1","long-term","endTime",NA
"A6R5AQ4D638BH",3,"2","short-term","endTime","three_month"
"A6R5AQ4D638BH",3,"3","short-term","endTime","three_month"
"A770OB1ZAGJ4G",4,"1","recurrance","endTime",NA
"A770OB1ZAGJ4G",4,"2","recurrance","endTime",NA
"A770OB1ZAGJ4G",4,"3","recurrance","endTime",NA
"A770OB1ZAGJ4G",4,"4","recurrance","endTime",NA
"A7P3R1AIA4TVV",3,"1","recurrance","endTime",NA
"A7P3R1AIA4TVV",3,"2","long-term","endTime",NA
"A7P3R1AIA4TVV",3,"3","short-term","endTime","next_month"
"AADRZTXSE7211",4,"1","recurrance","endTime",NA
"AADRZTXSE7211",4,"2","short-term","endTime","three_month"
"AADRZTXSE7211",4,"3","recurrance","endTime",NA
"AADRZTXSE7211",4,"4","recurrance","endTime",NA
"AAHZCL4LIPCBQ",3,"1","long-term","endTime",NA
"AAHZCL4LIPCBQ",3,"2","recurrance","endTime",NA
"AAHZCL4LIPCBQ",3,"3","recurrance","endTime",NA
"ABOEYY9Y0PFRI",3,"1","recurrance","endTime",NA
"ABOEYY9Y0PFRI",3,"2","recurrance","endTime",NA
"ABOEYY9Y0PFRI",3,"3","recurrance","endTime",NA
"ADJ9I7ZBFYFH7",3,"1","short-term","endTime","three_month"
"ADJ9I7ZBFYFH7",3,"2","short-term","endTime","three_month"
"ADJ9I7ZBFYFH7",3,"3","recurrance","endTime",NA
"ADYMIMV1PE14V",3,"1","long-term","endTime",NA
"ADYMIMV1PE14V",3,"2","recurrance","endTime",NA
"ADYMIMV1PE14V",3,"3","short-term","endTime","two_month"
"AF0W4ZBY7VXOU",3,"1","recurrance","endTime",NA
"AF0W4ZBY7VXOU",3,"2","short-term","endTime","three_month"
"AF0W4ZBY7VXOU",3,"3","recurrance","endTime",NA
"AFMAFX0P2YRRV",1,"1","short-term","endTime","in_weeks"
"AH00EJ6PK1H3A",3,"1","short-term","endTime","two_month"
"AH00EJ6PK1H3A",3,"2","recurrance","endTime",NA
"AH00EJ6PK1H3A",3,"3","recurrance","endTime",NA
"AHGDYNKOKJWFJ",3,"1","short-term","endTime","three_month"
"AHGDYNKOKJWFJ",3,"2","short-term","endTime","three_month"
"AHGDYNKOKJWFJ",3,"3","short-term","endTime","in_weeks"
"AHKRGPN5D3I2G",5,"1","recurrance","endTime",NA
"AHKRGPN5D3I2G",5,"2","short-term","endTime","two_month"
"AHKRGPN5D3I2G",5,"3","long-term","endTime",NA
"AHKRGPN5D3I2G",5,"4","recurrance","endTime",NA
"AHKRGPN5D3I2G",5,"5","long-term","endTime",NA
"AHYTT3T8W9Y9Y",1,"1","recurrance","endTime",NA
"AIA7RZSAONU5M",3,"1","recurrance","endTime",NA
"AIA7RZSAONU5M",3,"2","recurrance","endTime",NA
"AIA7RZSAONU5M",3,"3","recurrance","endTime",NA
"AIHHRINW9IN1I",3,"1","short-term","endTime","three_month"
"AIHHRINW9IN1I",3,"2","short-term","endTime","three_month"
"AIHHRINW9IN1I",3,"3","short-term","endTime","next_month"
"AIHUIAQ4922K3",2,"1","recurrance","endTime",NA
"AIHUIAQ4922K3",2,"2","recurrance","endTime",NA
"AJ4T7PTRYNSUW",3,"1","long-term","endTime",NA
"AJ4T7PTRYNSUW",3,"2","long-term","endTime",NA
"AJ4T7PTRYNSUW",3,"3","long-term","endTime",NA
"AJ9O2ZA0E8UDZ",3,"1","recurrance","endTime",NA
"AJ9O2ZA0E8UDZ",3,"2","recurrance","endTime",NA
"AJ9O2ZA0E8UDZ",3,"3","short-term","endTime","two_month"
"AJDHPRCJ985C7",5,"1","recurrance","endTime",NA
"AJDHPRCJ985C7",5,"2","recurrance","endTime",NA
"AJDHPRCJ985C7",5,"3","short-term","endTime","two_month"
"AJDHPRCJ985C7",5,"4","recurrance","endTime",NA
"AJDHPRCJ985C7",5,"5","long-term","endTime",NA
"AJMWITY1XT7H7",4,"1","recurrance","endTime",NA
"AJMWITY1XT7H7",4,"2","recurrance","endTime",NA
"AJMWITY1XT7H7",4,"3","short-term","endTime","two_month"
"AJMWITY1XT7H7",4,"4","recurrance","endTime",NA
"AJQ71YIGY01HZ",2,"1","long-term","endTime",NA
"AJQ71YIGY01HZ",2,"2","long-term","endTime",NA
"AKMOBFEEKW378",5,"1","recurrance","endTime",NA
"AKMOBFEEKW378",5,"2","recurrance","endTime",NA
"AKMOBFEEKW378",5,"3","recurrance","endTime",NA
"AKMOBFEEKW378",5,"4","long-term","endTime",NA
"AKMOBFEEKW378",5,"5","long-term","endTime",NA
"AKX5RHHO8BIUX",5,"1","short-term","endTime","three_month"
"AKX5RHHO8BIUX",5,"2","recurrance","endTime",NA
"AKX5RHHO8BIUX",5,"3","short-term","endTime","two_month"
"AKX5RHHO8BIUX",5,"4","short-term","endTime","three_month"
"AKX5RHHO8BIUX",5,"5","short-term","endTime","in_weeks"
"AL7UTA8J27TFK",4,"1","recurrance","endTime",NA
"AL7UTA8J27TFK",4,"2","long-term","endTime",NA
"AL7UTA8J27TFK",4,"3","short-term","endTime","two_month"
"AL7UTA8J27TFK",4,"4","long-term","endTime",NA
"ALAOEYIYW0CW7",5,"1","long-term","endTime",NA
"ALAOEYIYW0CW7",5,"2","recurrance","endTime",NA
"ALAOEYIYW0CW7",5,"3","recurrance","endTime",NA
"ALAOEYIYW0CW7",5,"4","long-term","endTime",NA
"ALAOEYIYW0CW7",5,"5","recurrance","endTime",NA
"ALDQRWYZ8KQ9A",3,"1","long-term","endTime",NA
"ALDQRWYZ8KQ9A",3,"2","recurrance","endTime",NA
"ALDQRWYZ8KQ9A",3,"3","recurrance","endTime",NA
"AM0QVBV8L6QCJ",2,"1","long-term","endTime",NA
"AM0QVBV8L6QCJ",2,"2","long-term","endTime",NA
"AMA18W8F60Y2J",1,"1","short-term","endTime","three_month"
"AMTTB8JUWRRM7",2,"1","long-term","endTime",NA
"AMTTB8JUWRRM7",2,"2","recurrance","endTime",NA
"ANZNAAS2K0DSY",3,"1","short-term","endTime","two_month"
"ANZNAAS2K0DSY",3,"2","short-term","endTime","two_month"
"ANZNAAS2K0DSY",3,"3","short-term","endTime","next_month"
"AOS2PVHT2HYTL",3,"1","short-term","endTime","two_month"
"AOS2PVHT2HYTL",3,"2","short-term","endTime","two_month"
"AOS2PVHT2HYTL",3,"3","short-term","endTime","three_month"
"APY7YO8CH0ZDP",3,"1","recurrance","endTime",NA
"APY7YO8CH0ZDP",3,"2","recurrance","endTime",NA
"APY7YO8CH0ZDP",3,"3","recurrance","endTime",NA
"AQAXDL1INQC9Q",3,"1","recurrance","endTime",NA
"AQAXDL1INQC9Q",3,"2","recurrance","endTime",NA
"AQAXDL1INQC9Q",3,"3","recurrance","endTime",NA
"AQMLJYUQCSG22",3,"1","recurrance","endTime",NA
"AQMLJYUQCSG22",3,"2","long-term","endTime",NA
"AQMLJYUQCSG22",3,"3","short-term","endTime","in_weeks"
"ARQR5NIFA1AJ",3,"1","long-term","endTime",NA
"ARQR5NIFA1AJ",3,"2","recurrance","endTime",NA
"ARQR5NIFA1AJ",3,"3","short-term","endTime","two_month"
"AS2MFSWNC5CQI",4,"1","long-term","endTime",NA
"AS2MFSWNC5CQI",4,"2","long-term","endTime",NA
"AS2MFSWNC5CQI",4,"3","long-term","endTime",NA
"AS2MFSWNC5CQI",4,"4","long-term","endTime",NA
"AS6FM754MF2B2",4,"1","recurrance","endTime",NA
"AS6FM754MF2B2",4,"2","recurrance","endTime",NA
"AS6FM754MF2B2",4,"3","long-term","endTime",NA
"AS6FM754MF2B2",4,"4","short-term","endTime","three_month"
"ASY5W2HJPIPF4",2,"1","short-term","endTime","next_month"
"ASY5W2HJPIPF4",2,"2","short-term","endTime","three_month"
"AT6LDQNLKTUSE",2,"1","short-term","endTime","three_month"
"AT6LDQNLKTUSE",2,"2","long-term","endTime",NA
"AU34T9OMHN4Z4",3,"1","recurrance","endTime",NA
"AU34T9OMHN4Z4",3,"2","recurrance","endTime",NA
"AU34T9OMHN4Z4",3,"3","long-term","endTime",NA
"AUQTHU5AOZVQC",5,"1","short-term","endTime","next_month"
"AUQTHU5AOZVQC",5,"2","short-term","endTime","in_weeks"
"AUQTHU5AOZVQC",5,"3","short-term","endTime","three_month"
"AUQTHU5AOZVQC",5,"4","short-term","endTime","two_month"
"AUQTHU5AOZVQC",5,"5","recurrance","endTime",NA
"AVKMFV9CZ0MLR",5,"1","recurrance","endTime",NA
"AVKMFV9CZ0MLR",5,"2","recurrance","endTime",NA
"AVKMFV9CZ0MLR",5,"3","recurrance","endTime",NA
"AVKMFV9CZ0MLR",5,"4","recurrance","endTime",NA
"AVKMFV9CZ0MLR",5,"5","recurrance","endTime",NA
"AWTGJ45ZWUCHH",5,"1","short-term","endTime","two_month"
"AWTGJ45ZWUCHH",5,"2","short-term","endTime","in_days"
"AWTGJ45ZWUCHH",5,"3","long-term","endTime",NA
"AWTGJ45ZWUCHH",5,"4","short-term","endTime","in_weeks"
"AWTGJ45ZWUCHH",5,"5","short-term","endTime","in_weeks"
"AWVLT2L5AP873",3,"1","recurrance","endTime",NA
"AWVLT2L5AP873",3,"2","recurrance","endTime",NA
"AWVLT2L5AP873",3,"3","recurrance","endTime",NA
"AXF0OX50YZQC6",5,"1","recurrance","endTime",NA
"AXF0OX50YZQC6",5,"2","short-term","endTime","three_month"
"AXF0OX50YZQC6",5,"3","long-term","endTime",NA
"AXF0OX50YZQC6",5,"4","long-term","endTime",NA
"AXF0OX50YZQC6",5,"5","recurrance","endTime",NA
"AY4E4CDN0J6JL",4,"1","short-term","endTime","three_month"
"AY4E4CDN0J6JL",4,"2","recurrance","endTime",NA
"AY4E4CDN0J6JL",4,"3","short-term","endTime","two_month"
"AY4E4CDN0J6JL",4,"4","short-term","endTime","two_month"
"AY5QPUSEADPBG",2,"1","short-term","endTime","three_month"
"AY5QPUSEADPBG",2,"2","recurrance","endTime",NA
"AYA1LRB27KSR1",5,"1","short-term","endTime","next_month"
"AYA1LRB27KSR1",5,"2","recurrance","endTime",NA
"AYA1LRB27KSR1",5,"3","recurrance","endTime",NA
"AYA1LRB27KSR1",5,"4","recurrance","endTime",NA
"AYA1LRB27KSR1",5,"5","recurrance","endTime",NA
"AYNDATHZBJZ6E",3,"1","recurrance","endTime",NA
"AYNDATHZBJZ6E",3,"2","long-term","endTime",NA
"AYNDATHZBJZ6E",3,"3","recurrance","endTime",NA
"AYPOAY43REHC8",5,"1","long-term","endTime",NA
"AYPOAY43REHC8",5,"2","short-term","endTime","three_month"
"AYPOAY43REHC8",5,"3","recurrance","endTime",NA
"AYPOAY43REHC8",5,"4","recurrance","endTime",NA
"AYPOAY43REHC8",5,"5","recurrance","endTime",NA
"A10LHWALI4BZPC",4,"1","recurrance","progress_base","9"
"A10LHWALI4BZPC",4,"2","short-term","progress_base","6"
"A10LHWALI4BZPC",4,"3","long-term","progress_base","2"
"A10LHWALI4BZPC",4,"4","recurrance","progress_base","10"
"A110BZSDZN7E16",3,"1","short-term","progress_base","7"
"A110BZSDZN7E16",3,"2","short-term","progress_base","3"
"A110BZSDZN7E16",3,"3","long-term","progress_base","6"
"A11F3MA5FWH6SJ",3,"1","recurrance","progress_base","0"
"A11F3MA5FWH6SJ",3,"2","recurrance","progress_base","5"
"A11F3MA5FWH6SJ",3,"3","short-term","progress_base","0"
"A11ILN5YSUDVG8",3,"1","recurrance","progress_base","7"
"A11ILN5YSUDVG8",3,"2","recurrance","progress_base","3"
"A11ILN5YSUDVG8",3,"3","long-term","progress_base","1"
"A121T4P5NKCHCS",3,"1","short-term","progress_base","5"
"A121T4P5NKCHCS",3,"2","short-term","progress_base","1"
"A121T4P5NKCHCS",3,"3","short-term","progress_base","0"
"A12JKSH2NE5W9N",2,"1","recurrance","progress_base","8"
"A12JKSH2NE5W9N",2,"2","long-term","progress_base","1"
"A132GRVDGXPJGY",3,"1","short-term","progress_base","3"
"A132GRVDGXPJGY",3,"2","short-term","progress_base","1"
"A132GRVDGXPJGY",3,"3","short-term","progress_base","1"
"A13FUEPWBCLBUY",2,"1","recurrance","progress_base","9"
