"MTurkCode","goal_order","content","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility","total_fac","total_con","out_fac_m","out_fac_sd","out_con_m","out_con_sd","in_fac_m","in_fac_sd","in_con_m","in_con_sd","out_net","in_net","priority","progress_base","satisfaction_base","Extraversion_mean","Agreeableness_mean","Conscientiousness_mean","Neuroticism_mean","OpenMindedness_mean","BSCS_mean","GSE_mean","GS_mean","LET_mean","PS_mean","RSE_mean","SWL_mean","PSS_mean","K10_mean","BAS_drive","BAS_funSeeking","BAS_rewardResponse","BIS","GAT_disengagement","GAT_reengagement","age","gender","gender_4_TEXT","race","ethnicity","occupation","education","marital_status","income","subjectiveSES","three_month_goals","Value_4","Clarity_4","External_4","Consensus_4","Value_6","External_6","Attainability_6","Consensus_6","Measurability_6","Instrumentality_6","endTime","initial_time","AR_F1","commitment_F1","effort_F1","plan_F1","progress_F1","resources_other_F1","resources_self_F1","satisfaction_F1","status_F1","urgency_F1","AR_F2","commitment_F2","effort_F2","plan_F2","progress_F2","resources_other_F2","resources_self_F2","satisfaction_F2","status_F2","urgency_F2","AR_F3","commitment_F3","effort_F3","plan_F3","progress_F3","resources_other_F3","resources_self_F3","satisfaction_F3","status_F3","urgency_F3","terminate_time","ACRISS_F1","ACRISS_F2","ACRISS_F3","final_time","miss_final","all_progress","progress_final","satisfaction_final","status_final","status","time_point","affordance_post","approach_avoidance_post","attainability_post","attainment_maintenance_post","attractiveness_achievement_post","attractiveness_progress_post","basic_needs_post","clarity_post","commonality_post","conflict_post","connectedness_post","construal_level_post","control_post","difficulty_post","end_state_specificity_post","external_importance_post","external_motivation_post","frequency_post","ideal_motivation_post","identified_motivation_post","importance_post","instrumentality_post","intrinsic_motivation_post","introjected_motivation_post","meaningfulness_post","measurability_post","ought_motivation_post","social_desirability_post","specificity_post","temporal_duration_post","visibility_post","adjusted_goals_F1","adjusted_goals_F2","adjusted_goals_F3","adjust_num","post_timePoint","Value_4_post","Clarity_4_post","External_4_post","Consensus_4_post","Value_6_post","External_6_post","Attainability_6_post","Consensus_6_post","Measurability_6_post","Instrumentality_6_post"
"AAHZCL4LIPCBQ",3,"physical health","My goal is to eat more healthier. ",3,3,"recurrance",7,7,9,1,7,7,7,7,7,7,1,7,7,7,7,7,3,7,1,1,1,7,7,7,7,6,7,7,1,7,7,7,7,1,1,7,7,7,3,7,7,7,1,7,NA,1,0,7,0,1,0,6,6,3,7,7,3.66666666666667,4.66666666666667,5,1,5,4.76923076923077,4,5,5,3.75,3,7,0,1.5,3.75,3.25,4,1.85714285714286,1,5,35,2,NA,"3",2,"Manufacturing",3,1,2,8,"",7,6.14285714285714,4.6,3.5,7,4,4,3.5,7,7,NA,3,1,7,7,7,8,1,7,7,"continued",7,3,7,7,7,9,7,7,7,"continued",7,1,7,7,7,8,1,7,7,"continued",7,NA,1.66666666666667,1.66666666666667,1.66666666666667,"F3",FALSE,TRUE,8,7,"continued","continued","F3",7,1,11,7,7,7,7,7,7,1,4,7,7,7,2,7,1,2,7,7,7,7,7,1,7,7,1,7,7,3,7,NA,NA,NA,0,"F3",6.7,6.42857142857143,3.4,3.5,7,3,4.5,3.5,7,6
"A2BEBDMQ7SI4IY",1,"skill development","Gain a new skill ",5,1,"short-term",7,3,9,3,5,5,7,5,6,7,7,5,4,6,5,7,2,6,6,2,2,6,6,5,5,6,7,6,7,5,6,6,7,5,6,6,5,5,3,6,6,6.1,5.75,6.25,0.96,5.5,1,6.75,0.5,5.75,0.96,0.75,1,5,8,5,3.66666666666667,3.33333333333333,2.66666666666667,4,4.33333333333333,2.69230769230769,3.2,3.28571428571429,3.83333333333333,2.94871794871795,1.4,5.8,1.77777777777778,4.2,1.75,1.5,2,2.85714285714286,2.75,4.33333333333333,35,1,NA,"3",1,"Marketing",5,2,3,6,"",5.3,4.42857142857143,6.4,3.25,5.14285714285714,6.5,4,3.25,5.5,6,"next_month",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2BEBDMQ7SI4IY",2,"social/relationship","Boost networking abilities",5,1,"short-term",5,3,10,2,4,4,5,5,6,6,6,6,1,6,6,6,2,6,5,1,1,7,5,5,5,5,7,7,4,5,5,5,5,7,6,6,6,5,2,6,5,6.1,5.75,6.5,1,5,0.82,5.5,0.58,6.25,0.96,1.5,-0.75,3,9,5,3.66666666666667,3.33333333333333,2.66666666666667,4,4.33333333333333,2.69230769230769,3.2,3.28571428571429,3.83333333333333,2.94871794871795,1.4,5.8,1.77777777777778,4.2,1.75,1.5,2,2.85714285714286,2.75,4.33333333333333,35,1,NA,"3",1,"Marketing",5,2,3,6,"",5,4.28571428571429,5,2.5,4.42857142857143,5.16666666666667,3.5,2.5,5,6.33333333333333,"in_weeks",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2BEBDMQ7SI4IY",3,"work/career development","Star own business",5,1,"recurrance",7,2,8,2,6,4,7,6,6,6,6,5,2,4,6,4,1,NA,6,1,2,7,7,6,5,7,4,5,5,5,5,5,7,5,5,6,7,6,2,6,4,6.1,5.75,6,0.82,5.75,0.96,6.25,0.96,5,0.82,0.25,1.25,4,5,6,3.66666666666667,3.33333333333333,2.66666666666667,4,4.33333333333333,2.69230769230769,3.2,3.28571428571429,3.83333333333333,2.94871794871795,1.4,5.8,1.77777777777778,4.2,1.75,1.5,2,2.85714285714286,2.75,4.33333333333333,35,1,NA,"3",1,"Marketing",5,2,3,6,"",5.1,4.28571428571429,NA,3.75,5.14285714285714,NA,3.75,3.75,5.5,4.33333333333333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2BEBDMQ7SI4IY",4,"work/career development","Make a career switch",5,1,"long-term",6,3,7,3,5,6,5,5,6,5,7,6,3,6,5,5,2,NA,5,1,2,7,7,6,6,6,6,6,7,7,6,6,6,6,5,6,5,7,3,5,5,6.1,5.75,6.25,0.96,6.25,1.5,6,1.15,6,0.82,0,0,1,8,6,3.66666666666667,3.33333333333333,2.66666666666667,4,4.33333333333333,2.69230769230769,3.2,3.28571428571429,3.83333333333333,2.94871794871795,1.4,5.8,1.77777777777778,4.2,1.75,1.5,2,2.85714285714286,2.75,4.33333333333333,35,1,NA,"3",1,"Marketing",5,2,3,6,"My next target three months is to send 100 job applications.",5.8,4.28571428571429,NA,2.25,5.85714285714286,NA,3.25,2.25,6.5,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2BEBDMQ7SI4IY",5,"work/career development","Improve sales",5,1,"short-term",5,2,7,2,4,7,6,6,6,5,5,5,4,5,6,6,3,NA,5,2,2,5,5,6,5,8,7,5,5,5,6,5,6,5,6,6,7,6,1,5,5,6.1,5.75,5.5,1,6.25,0.5,6,1.15,5.75,1.5,-0.75,0.25,2,9,6,3.66666666666667,3.33333333333333,2.66666666666667,4,4.33333333333333,2.69230769230769,3.2,3.28571428571429,3.83333333333333,2.94871794871795,1.4,5.8,1.77777777777778,4.2,1.75,1.5,2,2.85714285714286,2.75,4.33333333333333,35,1,NA,"3",1,"Marketing",5,2,3,6,"",5.3,4.28571428571429,NA,3.25,5,NA,3,3.25,6,5.66666666666667,"in_weeks",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1RQUOVV8PCXBM",1,"family","My goal is to work on my marriage and form a better relationship with my husband in the next three months.",5,5,"long-term",5,6,8,1,7,6,6,3,7,6,3,5,6,3,5,5,1,7,6,3,1,6,7,6,7,6,6,6,6,6,5,5,5,2,7,6,5,7,3,5,4,5.65,1.5,6,0.82,1.75,0.5,6,0.82,1.75,0.5,4.25,4.25,3,2,2,1.66666666666667,4.66666666666667,4.33333333333333,4.66666666666667,4.66666666666667,2.07692307692308,3,2.5,3.83333333333333,3.375,1.4,2.6,2.6,2.9,3,3.25,3.8,3.71428571428571,4.25,4.66666666666667,29,2,NA,"3",2,"nurse",3,2,4,6,"My goal is to work on my marriage and the progress I anticipate making is fight and arguing less and talking more with my husband. ",6.1,4,5.6,2.75,6.42857142857143,5.16666666666667,2.75,2.75,6,4.66666666666667,NA,3,8,6,5,5,2,3,3,2,"continued",4,2,7,6,5,7,5,6,5,"continued",NA,2,5,5,5,4,3,3,3,"continued",4,NA,3.5,3,3.66666666666667,"F3",FALSE,TRUE,4,3,"continued","continued","F3",5,6,5,7,6,6,6,5,5,2,5,6,3,6,3,5,6,2,6,7,7,6,5,6,6,5,3,6,5,NA,5,NA,NA,NA,0,"F3",6.1,3.71428571428571,5,3,6.28571428571429,4.5,2.25,3,5,4.66666666666667
"A1RQUOVV8PCXBM",2,"physical health","My goal is to work out at least 4 days a week in the next three months.",5,5,"recurrance",6,6,4,2,6,7,7,6,5,7,3,4,3,7,7,3,3,5,5,3,1,7,7,5,7,7,6,2,6,5,6,5,4,6,6,5,6,7,4,5,5,5.65,1.5,5.5,2.38,1.25,0.5,5.5,2.38,1.25,0.5,4.25,4.25,2,2,2,1.66666666666667,4.66666666666667,4.33333333333333,4.66666666666667,4.66666666666667,2.07692307692308,3,2.5,3.83333333333333,3.375,1.4,2.6,2.6,2.9,3,3.25,3.8,3.71428571428571,4.25,4.66666666666667,29,2,NA,"3",2,"nurse",3,2,4,6,"",5.9,4.71428571428571,5,4.5,6,4.66666666666667,2.25,4.5,6.5,5.66666666666667,NA,2,6,2,2,5,2,3,3,1,"continued",2,7,1,1,5,2,3,6,1,"continued",2,7,3,3,3,3,2,3,2,"continued",2,NA,3.33333333333333,3.83333333333333,2.5,"F3",FALSE,TRUE,3,2,"continued","continued","F3",4,2,5,6,6,5,6,5,7,5,5,5,6,6,2,5,5,2,7,7,5,5,3,6,6,5,5,5,6,3,5,NA,NA,NA,0,"F3",5.7,3.71428571428571,5.2,3.75,5.85714285714286,5.16666666666667,2,3.75,5.5,5.33333333333333
"A1RQUOVV8PCXBM",3,"finance","My goal is to improve my credit score in the next three months.",5,5,"short-term",5,5,6,6,6,6,3,3,7,6,2,5,5,6,6,3,1,7,2,1,1,6,7,5,6,6,6,2,6,5,5,6,3,3,7,6,6,5,3,5,5,5.65,1.5,4.75,1.89,2,0.82,3.75,2.06,1.25,0.5,2.75,2.5,5,1,3,1.66666666666667,4.66666666666667,4.33333333333333,4.66666666666667,4.66666666666667,2.07692307692308,3,2.5,3.83333333333333,3.375,1.4,2.6,2.6,2.9,3,3.25,3.8,3.71428571428571,4.25,4.66666666666667,29,2,NA,"3",2,"nurse",3,2,4,6,"",5.8,4,4.6,3.25,5.85714285714286,4.16666666666667,2,3.25,5,5.66666666666667,"three_month",3,3,7,6,6,6,7,6,5,"continued",7,1,6,5,6,6,5,6,6,"continued",5,1,6,5,5,8,5,6,5,"continued",4,NA,2.66666666666667,3,2.33333333333333,"F3",FALSE,TRUE,8,5,"continued","continued","F3",6,2,9,2,7,6,6,6,6,2,5,5,6,6,3,5,6,2,7,7,7,7,3,6,6,6,5,6,5,3,6,NA,NA,NA,0,"F3",6.3,5.14285714285714,5.6,3.75,6.42857142857143,5,3.75,3.75,5.5,6
"A1RQUOVV8PCXBM",4,"physical health","My goal is to start eating healthier everyday and allowing myself one or two cheat days a week.",5,5,"recurrance",5,3,5,1,7,6,7,5,5,6,3,6,5,7,7,5,2,7,3,3,1,7,7,6,6,7,6,3,5,6,5,4,3,4,6,6,6,6,4,4,5,5.65,1.5,5.25,2.36,1.25,0.5,6.25,0.96,1.5,0.58,4,4.75,4,1,2,1.66666666666667,4.66666666666667,4.33333333333333,4.66666666666667,4.66666666666667,2.07692307692308,3,2.5,3.83333333333333,3.375,1.4,2.6,2.6,2.9,3,3.25,3.8,3.71428571428571,4.25,4.66666666666667,29,2,NA,"3",2,"nurse",3,2,4,6,"",6.3,4.28571428571429,4.6,4,6.28571428571429,4.33333333333333,2,4,5.5,6.33333333333333,NA,2,2,5,4,3,4,6,6,4,"continued",5,5,3,3,3,3,5,5,2,"continued",3,3,4,5,5,5,5,6,5,"continued",4,NA,3,3.33333333333333,2.33333333333333,"F3",FALSE,TRUE,5,5,"continued","continued","F3",6,5,6,6,6,6,6,5,6,5,4,6,6,6,3,3,5,2,6,6,6,6,3,6,6,6,2,5,3,4,5,NA,NA,NA,0,"F3",5.8,3.85714285714286,4.2,3.5,6,4.33333333333333,2.75,3.5,4.5,5.33333333333333
"A1RQUOVV8PCXBM",5,"mental health","My goal is to start thinking and feeling more positive everyday. ",5,5,"recurrance",5,5,7,2,7,7,6,6,7,6,1,6,6,6,6,5,1,6,6,3,1,7,6,3,7,7,7,5,7,7,5,6,3,3,6,5,7,3,4,7,5,5.65,1.5,6.75,0.5,1.25,0.5,6.75,0.5,1.75,0.96,5.5,5,1,6,4,1.66666666666667,4.66666666666667,4.33333333333333,4.66666666666667,4.66666666666667,2.07692307692308,3,2.5,3.83333333333333,3.375,1.4,2.6,2.6,2.9,3,3.25,3.8,3.71428571428571,4.25,4.66666666666667,29,2,NA,"3",2,"nurse",3,2,4,6,"",6.6,4.42857142857143,5.4,3.5,6.71428571428571,4.66666666666667,3,3.5,4,6.33333333333333,NA,2,5,6,5,5,3,5,5,2,"continued",6,3,7,6,6,7,6,5,5,"continued",6,5,5,5,5,5,5,3,3,"continued",6,NA,2.83333333333333,2.5,3.16666666666667,"F3",FALSE,TRUE,5,3,"continued","continued","F3",5,2,7,3,7,6,6,5,6,2,6,7,7,5,3,6,6,2,7,7,7,7,6,6,7,3,5,7,3,4,5,NA,NA,NA,0,"F3",6.6,4,5.6,3.25,6.85714285714286,5,3,3.25,3,6.66666666666667
"A1LS7GARU7CD08",1,"physical health","My goal is to go to the gym 3 times per week.",3,4,"recurrance",3,5,9,1,5,5,6,7,5,6,3,2,1,6,4,5,3,3,1,3,1,6,5,7,4,8,4,4,2,5,7,2,3,3,4,7,5,7,4,3,5,1.17,1.67,1.5,0.71,2,0,1,0,2,0,-0.5,-1,2,8,6,2.66666666666667,3.33333333333333,3.66666666666667,2.66666666666667,4,3.53846153846154,3,3.625,3.66666666666667,3.1,2,3.8,1.5,1.8,2.5,2.75,3,2.57142857142857,3.25,4,38,1,NA,"5",2,"Marketing",4,1,6,6,"",4.1,5.14285714285714,2.8,3.25,4.42857142857143,2.83333333333333,3.75,3.25,7,4,NA,1,2,6,5,7,10,1,6,6,"continued",5,4,4,4,7,9,1,4,5,"continued",2,4,5,4,6,8,1,5,5,"continued",5,NA,1.83333333333333,2.16666666666667,2.33333333333333,"F3",FALSE,TRUE,8,5,"continued","continued","F3",4,3,9,7,5,5,5,6,5,NA,3,3,6,3,1,4,2,2,5,4,4,5,4,3,5,7,3,5,6,4,4,NA,NA,NA,0,"F3",4.2,NA,3.2,2.75,4.42857142857143,NA,4,2.75,6.5,4.66666666666667
"A1LS7GARU7CD08",2,"finance","My goal is to save at least $500 per month.",3,4,"recurrance",4,5,9,1,6,6,6,5,6,7,2,1,1,5,4,4,2,6,2,3,1,6,6,4,6,8,6,2,3,6,7,4,4,2,5,5,7,5,4,4,4,1.17,1.67,1,0,1.5,0.71,1,0,1.5,0.71,-0.5,-0.5,1,9,5,2.66666666666667,3.33333333333333,3.66666666666667,2.66666666666667,4,3.53846153846154,3,3.625,3.66666666666667,3.1,2,3.8,1.5,1.8,2.5,2.75,3,2.57142857142857,3.25,4,38,1,NA,"5",2,"Marketing",4,1,6,6,"",4.8,4.71428571428571,3.8,4.5,5.28571428571429,3.5,3.5,4.5,6,4,NA,1,2,6,4,4,9,1,5,5,"continued",6,4,6,4,3,11,2,5,4,"continued",5,4,5,3,2,9,2,4,5,"continued",3,NA,2.33333333333333,2.66666666666667,1.83333333333333,"F3",FALSE,TRUE,9,5,"continued","continued","F3",4,2,10,2,6,6,7,4,5,2,1,2,3,3,1,4,2,2,5,7,7,2,1,4,7,6,2,6,6,4,2,NA,NA,NA,0,"F3",4.6,4.42857142857143,2.8,4.25,5.71428571428571,2.66666666666667,3.75,4.25,6,2
"A1LS7GARU7CD08",3,"physical health","My goal is to run a 5k by the end of the summer (August 2021).",3,4,"long-term",4,5,8,7,6,6,5,5,5,6,2,3,1,6,5,6,3,4,2,1,2,5,4,3,4,4,4,4,2,5,7,5,2,3,4,5,6,7,3,3,5,1.17,1.67,1,0,1.5,0.71,1.5,0.71,1.5,0.71,-0.5,0,3,1,4,2.66666666666667,3.33333333333333,3.66666666666667,2.66666666666667,4,3.53846153846154,3,3.625,3.66666666666667,3.1,2,3.8,1.5,1.8,2.5,2.75,3,2.57142857142857,3.25,4,38,1,NA,"5",2,"Marketing",4,1,6,6,"I want to be able to comfortably run 2.5 k by the end of the next 3 months.",4.3,5,3,3.25,4.42857142857143,2.83333333333333,3,3.25,7,4.33333333333333,NA,5,7,1,1,1,3,1,4,3,"continued",1,5,4,3,2,7,4,4,4,"continued",3,5,1,2,3,2,1,6,1,"continued",2,NA,3.16666666666667,3.16666666666667,3.33333333333333,"F3",FALSE,TRUE,2,1,"continued","continued","F3",4,3,4,1,5,5,5,4,5,2,2,4,4,5,1,2,1,1,4,4,4,3,2,1,4,4,1,5,5,3,4,NA,NA,NA,0,"F3",4,3.28571428571429,1.8,3.25,4.28571428571429,1.83333333333333,1.75,3.25,4.5,3
"A2FP41BSPG0Y4A",1,"finance","Start a yearly savings plan",5,4,"recurrance",7,7,9,4,7,6,6,7,7,4,3,3,7,7,5,7,2,7,1,2,1,6,7,6,7,6,7,1,1,4,7,1,2,2,7,7,6,7,3,4,5,1.65,1.75,3,2.45,1.75,1.5,2,2,2.25,1.5,1.25,-0.25,1,0,1,3.66666666666667,4,4.33333333333333,1.66666666666667,4.33333333333333,3.38461538461538,3.5,3.875,4.16666666666667,2.775,1.9,5.2,1,1.2,3.5,3.5,3.4,2.71428571428571,2.25,4,37,2,NA,"5",2,"Security Analyst",4,2,6,5,"",5.9,5.85714285714286,3.2,3.75,6.28571428571429,3.16666666666667,4.5,3.75,7,5.66666666666667,NA,3,1,4,4,6,4,6,6,6,"continued",4,6,3,2,6,3,2,6,1,"continued",3,6,3,3,5,3,3,3,1,"continued",3,NA,3.33333333333333,3.83333333333333,3.33333333333333,"F3",FALSE,TRUE,3,1,"continued","continued","F3",3,1,3,4,7,1,5,4,5,6,6,7,6,7,2,6,1,2,6,5,7,6,5,6,4,4,3,5,6,4,7,NA,NA,NA,0,"F3",5.6,2.85714285714286,4.6,2.5,5.28571428571429,4.83333333333333,0.75,2.5,5,6
"A2FP41BSPG0Y4A",2,"finance","Grow and Improve My financial knowledge",5,4,"recurrance",4,7,4,4,5,5,5,4,4,4,7,5,5,7,7,5,1,7,4,3,1,5,7,5,7,6,4,4,1,4,4,4,4,4,7,4,5,3,3,6,3,1.65,1.75,1,0,1,0,1.25,0.5,1.25,0.5,0,0,3,3,4,3.66666666666667,4,4.33333333333333,1.66666666666667,4.33333333333333,3.38461538461538,3.5,3.875,4.16666666666667,2.775,1.9,5.2,1,1.2,3.5,3.5,3.4,2.71428571428571,2.25,4,37,2,NA,"5",2,"Security Analyst",4,2,6,5,"",5.4,2.71428571428571,3.8,2.5,5.42857142857143,4.33333333333333,1.25,2.5,3.5,5.33333333333333,NA,3,2,6,6,6,4,6,5,4,"continued",6,2,4,4,6,6,6,5,5,"continued",4,6,2,4,6,3,5,6,1,"continued",4,NA,3.33333333333333,2.66666666666667,3.66666666666667,"F3",FALSE,TRUE,3,1,"continued","continued","F3",6,3,8,7,7,5,7,4,6,4,7,5,6,6,3,6,5,3,5,4,6,5,4,5,7,6,6,6,6,3,5,NA,NA,NA,0,"F3",5.7,4.57142857142857,5.4,3.75,5.57142857142857,5.16666666666667,3,3.75,6,6
"A2FP41BSPG0Y4A",3,"finance","Diversify my investment Strategy",5,4,"long-term",4,7,5,4,5,7,3,6,4,1,4,4,5,7,7,6,2,6,6,3,NA,7,7,4,7,8,7,4,1,4,6,1,1,6,7,4,3,5,4,4,2,1.65,1.75,2.25,1.89,2.75,2.06,1.75,1.5,2.25,1.5,-0.5,-0.5,2,3,5,3.66666666666667,4,4.33333333333333,1.66666666666667,4.33333333333333,3.38461538461538,3.5,3.875,4.16666666666667,2.775,1.9,5.2,1,1.2,3.5,3.5,3.4,2.71428571428571,2.25,4,37,2,NA,"5",2,"Security Analyst",4,2,6,5,"my goal is to invest in series of stocks and far as much as cryptocurrencies over time on the long run for a long term purpose",6,4.14285714285714,3.2,0.75,6,3.33333333333333,2,0.75,5.5,6,NA,1,1,6,6,6,5,6,6,4,"continued",7,7,4,4,4,5,4,4,3,"continued",4,5,6,7,6,3,6,5,2,"continued",6,NA,3,3.16666666666667,4.33333333333333,"F3",FALSE,TRUE,3,2,"continued","continued","F3",6,6,6,7,5,5,4,5,6,5,6,4,6,5,3,5,5,1,5,5,6,5,4,5,5,6,6,6,5,3,4,NA,NA,NA,0,"F3",5.1,4.14285714285714,5,3,5,5,3,3,5.5,5.66666666666667
"A2FP41BSPG0Y4A",4,"physical health","Exercise 30 mins daily",5,4,"recurrance",4,7,9,2,6,6,4,5,5,7,1,1,3,7,7,4,1,4,6,3,NA,6,4,6,4,4,2,4,6,3,4,7,7,6,6,5,6,3,3,4,4,1.65,1.75,1,0,1,0,1,0,1,0,0,0,4,2,4,3.66666666666667,4,4.33333333333333,1.66666666666667,4.33333333333333,3.38461538461538,3.5,3.875,4.16666666666667,2.775,1.9,5.2,1,1.2,3.5,3.5,3.4,2.71428571428571,2.25,4,37,2,NA,"5",2,"Security Analyst",4,2,6,5,"",4.2,4.42857142857143,5.4,3.25,4.57142857142857,4.66666666666667,2.75,3.25,3.5,3.33333333333333,NA,5,6,2,3,4,3,3,6,2,"abandoned",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",3.33333333333333,NA,NA,"F1",FALSE,NA,3,2,"abandoned","abandoned","F1",4,5,4,6,4,4,4,4,5,4,4,4,5,6,3,4,3,2,4,5,4,4,4,3,4,4,4,5,4,5,3,NA,NA,NA,0,"F1",4.3,3,3.4,2.5,4.14285714285714,3.5,1.5,2.5,4,4.33333333333333
"A2FP41BSPG0Y4A",5,"finance","Buy a new 65inch 4k TV",5,4,"short-term",4,7,7,7,7,5,6,6,6,5,4,1,1,7,5,5,3,7,6,1,2,4,4,6,4,6,2,7,1,4,2,5,1,1,3,4,4,7,2,4,4,1.65,1.75,1,0,2.25,0.96,2.25,2.5,2,2,-1.25,0.25,5,5,7,3.66666666666667,4,4.33333333333333,1.66666666666667,4.33333333333333,3.38461538461538,3.5,3.875,4.16666666666667,2.775,1.9,5.2,1,1.2,3.5,3.5,3.4,2.71428571428571,2.25,4,37,2,NA,"5",2,"Security Analyst",4,2,6,5,"",3.7,4.14285714285714,3.8,2,4.14285714285714,3.83333333333333,3,2,4.5,3.33333333333333,"next_month",3,1,7,7,7,11,7,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.33333333333333,NA,NA,"F1",FALSE,NA,11,7,"completed","completed","F1",7,1,11,2,7,7,6,4,4,6,7,6,7,5,1,4,4,1,7,6,7,3,7,6,4,7,2,4,6,1,7,NA,NA,NA,0,"F1",5.9,5.14285714285714,4.6,1.75,6.28571428571429,4.83333333333333,4.25,1.75,6.5,5.66666666666667
"AS6FM754MF2B2",1,"physical health","My goal is to keep going to the gym four times a week.",4,3,"recurrance",3,5,10,1,6,7,7,6,7,6,5,7,4,7,5,7,3,2,1,1,1,7,7,7,7,6,4,5,6,6,7,3,2,2,7,7,7,7,3,3,4,1.83,1.92,2.67,2.89,1,0,2.67,2.89,1,0,1.67,1.67,3,NA,NA,2.33333333333333,4.66666666666667,4.33333333333333,2.66666666666667,3,3.46153846153846,3.2,3.75,3.83333333333333,3.425,2.1,3.8,1.5,2,3.25,2.5,4,3,2.25,4.83333333333333,31,2,NA,"5",2,"Accounts manager (Finance)",4,1,5,4,"",6,5,3,3.75,6.28571428571429,3.33333333333333,3.5,3.75,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"continued","F3",4,1,10,7,6,6,7,7,7,1,7,5,7,4,1,3,2,2,7,7,6,7,5,6,5,7,2,7,7,5,3,NA,NA,NA,0,"F3",6,5.85714285714286,3.2,4,6,2.83333333333333,4.25,4,7,7
